symbol,SL31503,SL32233,SL5883,SL6414,SL6648,SL7629,SL7696,SL7703,SL7799,SL7809,SL7853
DOP1B,1081,875,578,258,1918,2320,727,721,1459,946,719
DOT1L,745,705,401,2139,1310,1695,1298,983,878,1034,583
DPAGT1,492,284,178,257,910,895,496,625,472,456,370
DPCD,284,211,100,137,531,377,276,361,268,274,211
DPEP1,3,3,0,12,2,2,7,3,2,2,5
DPEP2,63,56,50,45,175,171,160,49,59,103,89
DPEP2NB,3,1,0,19,3,0,3,4,2,4,6
DPEP3,5,10,1,11,14,6,27,5,5,5,7
DPF1,2183,2028,755,1968,3394,3247,1978,1830,2145,1731,1822
DPF2,1170,713,658,1316,2625,2861,2314,1882,1311,1782,1329
DPF3,142,89,67,171,466,446,518,312,181,327,372
DPH1,932,849,518,1640,1550,1621,654,1058,1852,905,592
DPH2,634,516,347,322,1084,1092,508,680,685,648,469
DPH3,580,452,252,346,1232,1359,476,591,677,676,738
DPH3P2,0,0,0,3,0,0,0,0,0,0,1
DPH5,85,69,23,41,174,155,80,86,82,90,96
DPH5-DT,32,35,18,37,149,75,67,53,29,37,63
DPH6,81,41,43,72,226,182,190,197,115,149,163
DPH7,507,423,310,434,925,1002,894,884,627,598,537
DPM1,326,244,90,199,516,556,290,361,329,221,257
DPM2,883,742,305,795,1492,1277,892,900,668,739,736
DPM3,56,40,15,56,111,83,84,73,38,50,80
DPP10,1748,1421,765,421,2830,3406,755,1251,2514,1307,1324
DPP10-AS1,108,104,33,117,212,227,254,170,142,96,121
DPP10-AS3,2,1,3,23,16,18,71,53,20,22,46
DPP3,318,284,186,243,611,806,373,263,343,393,309
DPP3-DT,65,51,39,62,145,92,66,78,59,76,72
DPP3P2,1,0,0,13,1,0,2,2,3,1,6
DPP4,48,34,21,123,91,146,45,61,83,28,71
DPP6,10490,6777,4759,4982,19067,18112,6531,9787,13214,9563,7882
DPP7,3706,3599,1323,3546,5016,5184,4760,3211,2225,3253,2448
DPP8,2168,1528,1269,853,5915,4864,2149,2979,3772,2720,2622
DPP9,918,885,509,1011,1953,2476,1301,891,862,1184,847
DPP9-AS1,6,12,3,30,20,10,54,23,9,17,23
DPPA2,0,0,0,15,1,0,0,1,5,2,7
DPPA2P1,0,0,0,0,0,0,0,0,0,0,0
DPPA3,0,0,0,10,3,0,1,0,0,2,1
DPPA3P2,0,0,0,4,7,1,10,3,1,4,6
DPPA3P3,0,1,0,4,0,0,0,0,0,0,0
DPPA4,0,2,0,28,12,4,4,10,3,6,21
DPPA5,1,0,0,10,3,2,5,3,0,0,4
DPPA5P2,0,0,0,2,0,1,2,0,3,1,0
DPRX,0,0,0,3,2,0,0,3,1,1,0
DPRXP4,0,3,2,15,9,7,15,3,5,9,5
DPRXP6,0,0,0,4,0,0,1,0,2,0,2
DPT,7,5,5,17,19,12,20,23,12,16,12
DPY19L1,1794,1201,1115,665,3321,3885,758,1213,2690,1473,1708
DPY19L2,133,116,57,171,465,304,314,367,283,134,211
DPY19L2P1,151,132,112,441,528,342,371,501,382,157,269
DPY19L2P2,487,530,272,216,722,1222,183,271,844,422,290
DPY19L2P3,69,162,48,115,316,362,201,222,136,178,145
DPY19L2P4,67,38,16,157,124,73,73,104,200,48,27
DPY19L2P5,3,3,1,2,7,10,2,8,6,3,1
DPY19L3,429,368,171,443,2250,1594,1287,1330,1142,1297,785
DPY19L3-DT,3,2,3,7,6,4,15,6,2,8,11
DPY19L4,279,200,130,156,1007,956,497,470,437,478,530
DPY19L4P1,0,0,0,2,1,0,1,0,2,2,2
DPY19L4P2,0,0,0,6,2,0,0,1,1,3,2
DPY30,248,182,78,177,576,523,297,338,261,254,320
DPYD,150,133,83,147,357,421,308,216,198,232,292
DPYD-AS1,0,2,0,9,0,3,15,1,4,3,9
DPYD-AS2,0,1,2,1,2,3,1,4,4,5,5
DPYS,28,14,9,52,42,44,32,30,17,17,22
DPYSL2,23384,14322,10718,4824,42899,62054,14339,21407,29814,22862,23215
DPYSL3,4245,4332,1666,1434,10708,10232,4018,5991,6334,6930,3740
DPYSL4,2636,2505,1289,1429,3658,3748,1666,1808,2500,2405,1461
DPYSL5,4221,3386,2427,1662,7780,14901,6152,2329,4249,5993,3714
DQX1,22,7,10,21,13,24,30,38,10,19,19
DR1,980,970,500,663,2338,3039,750,1147,2060,1215,1139
DRAIC,42,24,13,26,75,53,60,60,46,46,54
DRAM1,57,56,29,173,233,171,186,177,91,100,86
DRAM2,133,118,90,127,464,314,251,298,239,193,254
DRAP1,1244,1419,345,802,1941,2258,1033,852,785,1101,912
DRAXIN,178,244,51,99,325,505,137,196,165,287,153
DRC1,42,30,25,30,105,109,90,77,67,77,70
DRC3,276,210,139,267,575,573,367,374,315,315,218
DRC7,27,20,12,31,48,56,35,25,30,33,17
DRD1,631,460,223,122,1168,998,171,358,558,431,409
DRD2,47,61,47,62,105,150,83,106,80,84,69
DRD3,0,4,3,19,10,6,0,4,10,8,7
DRD4,158,163,84,185,204,235,339,127,86,151,101
DRD5,428,462,294,54,572,931,54,112,382,456,195
DRG1,963,670,434,435,1798,1560,607,978,1231,1058,850
DRG2,873,674,408,569,1666,1489,1155,1154,867,1011,823
DRGX,12,32,21,11,22,95,11,29,13,14,33
DRICH1,14,5,4,32,15,15,29,16,12,22,14
DROSHA,1420,1136,667,391,3027,2885,941,1406,1985,1442,1277
DRP2,1659,1484,936,532,2561,2974,839,1834,2604,1202,1044
DSC1,23,5,7,18,30,24,17,16,16,11,15
DSC2,29,24,11,49,146,119,70,176,74,78,65
DSC3,1,1,0,18,9,0,5,1,5,4,13
DSCAM,1138,1386,684,1039,3157,2765,1661,1571,1853,1532,952
DSCAM-AS1,3,7,1,72,9,7,52,18,6,6,12
DSCAM-IT1,12,9,4,40,26,14,41,46,19,20,15
DSCAML1,1938,1943,1126,952,3670,4928,2151,1322,2009,2346,1619
DSCC1,57,39,28,40,76,114,82,79,64,54,63
DSCR10,0,0,0,1,0,0,0,0,0,0,0
DSCR4,0,0,0,3,0,0,3,2,2,1,5
DSCR8,0,0,0,5,1,0,0,0,0,2,2
DSCR9,4,13,4,14,25,29,12,14,20,14,8
DSE,132,120,70,197,394,329,214,342,164,168,179
DSEL,640,416,251,522,1369,1708,830,695,783,781,1053
DSEL-AS1,1,6,0,16,8,13,6,11,5,6,11
DSG1,7,10,3,11,22,13,7,9,6,10,21
DSG1-AS1,0,0,0,4,2,0,0,0,0,2,0
DSG2,26,21,12,40,74,48,32,48,72,39,37
DSG2-AS1,0,0,0,9,3,0,4,2,2,3,2
DSG3,10,9,3,26,31,25,12,31,141,10,18
DSG4,0,0,0,13,5,1,1,3,5,3,5
DSN1,136,90,44,53,231,256,141,172,145,111,168
DSP,103,200,90,399,448,753,882,456,199,236,196
DSPP,2,0,1,5,2,2,4,3,0,3,2
DST,14083,11441,9761,13990,50821,61387,57036,46732,28448,27703,54328
DSTN,5859,4619,2422,1994,11133,11291,3604,5698,7244,5698,5535
DSTNP2,75,65,28,74,144,134,126,121,53,84,91
DSTNP3,1,0,0,2,2,4,3,3,1,0,4
DSTYK,3388,2265,2144,1712,8825,7421,3912,5139,3971,4221,4639
DTD1,567,534,182,173,759,1257,367,423,547,492,659
DTD1-AS1,1,3,0,8,5,9,16,13,5,4,11
DTD2,237,146,62,43,485,614,207,214,220,248,313
DTHD1,1,2,6,21,15,16,10,10,9,10,25
DTL,5,4,5,21,26,8,18,12,20,13,28
DTNA,4066,3194,1780,4216,14718,13123,11076,12138,6984,10133,7155
DTNB,1962,1363,810,759,3343,3233,1610,1796,2160,1779,1563
DTNBP1,825,729,346,347,1522,1319,569,897,809,908,651
DTWD1,236,200,69,91,492,455,233,271,370,241,266
DTWD2,123,77,37,53,286,231,141,152,189,186,124
DTX1,2548,2653,951,869,4646,4768,2060,1847,2161,3103,1572
DTX2,112,122,66,207,360,333,341,195,116,200,152
DTX2P1-UPK3BP1-PMS2P11,0,0,0,0,0,0,0,0,0,0,0
DTX3,4041,3767,2050,2316,7438,7071,3981,4040,3827,3609,2818
DTX3L,110,191,72,286,458,393,603,519,142,245,162
DTX4,2270,2441,1468,745,4013,9635,1425,1368,2870,2903,1499
DTYMK,136,123,82,161,357,324,374,241,121,184,218
DUBR,216,131,104,85,419,466,260,239,290,254,306
DUOX1,300,219,195,464,545,579,484,420,268,416,343
DUOX2,13,5,8,82,15,24,31,12,7,9,37
DUOXA1,24,14,16,50,19,51,37,29,10,15,42
DUOXA2,0,1,0,4,1,2,0,2,3,2,4
DUS1L,1472,1394,846,1336,2606,2606,2347,1970,1495,1475,1153
DUS2,175,125,84,81,378,353,280,263,202,209,248
DUS3L,425,403,146,318,671,658,466,371,442,515,306
DUS4L,122,84,48,55,269,293,194,203,147,167,168
DUSP1,979,861,316,3117,839,1714,4050,1372,4985,1662,919
DUSP10,103,92,59,38,187,297,144,61,113,185,165
DUSP11,195,143,82,225,451,342,252,341,389,214,205
DUSP12,147,159,71,98,258,318,125,167,157,139,159
DUSP13,1,9,0,12,13,12,7,7,6,9,2
DUSP15,175,126,49,106,268,248,198,164,132,182,158
DUSP16,478,373,248,296,1190,1526,771,624,681,921,725
DUSP18,159,155,70,244,305,308,280,183,142,181,158
DUSP19,214,158,106,88,532,450,195,299,362,233,237
DUSP2,394,295,96,2896,667,500,148,201,824,237,158
DUSP21,0,0,0,1,1,1,1,0,0,1,4
DUSP22,1580,1309,792,670,2596,3393,981,1312,1624,1681,1088
DUSP23,95,100,27,107,177,190,92,153,75,93,86
DUSP26,1714,1800,718,643,2651,3002,964,1341,1387,1734,1637
DUSP28,122,122,66,74,298,278,235,198,125,117,117
DUSP29,0,0,1,4,3,1,1,1,2,2,1
DUSP3,5487,4532,2300,2143,9033,10115,1986,3811,6390,4359,3154
DUSP4,1084,420,343,589,1123,861,176,237,949,596,376
DUSP5,172,137,50,1529,250,275,395,325,1181,175,89
DUSP6,1209,825,647,2278,2682,1878,1280,1352,4422,1019,928
DUSP7,1489,1420,890,1978,3121,4277,1694,1821,2316,1761,1532
DUSP8,8106,10249,3191,5235,13748,14380,5068,5225,7701,8772,3810
DUSP9,246,201,25,52,343,313,130,224,122,159,56
DUT,416,365,152,216,907,960,648,601,355,361,506
DUTP3,1,1,1,4,3,4,9,8,3,1,2
DUTP4,0,0,0,0,0,0,0,0,0,1,1
DUTP6,4,2,2,5,12,7,12,12,5,7,8
DUTP7,0,4,1,2,9,10,9,4,13,5,6
DUX4L16,0,0,0,0,0,0,0,0,0,0,1
DUX4L17,0,0,0,0,0,0,0,0,0,0,0
DUX4L18,0,0,0,0,0,0,0,0,0,0,0
DUX4L19,0,0,0,0,0,0,0,1,0,0,2
DUX4L26,0,0,1,0,0,0,0,0,0,0,1
DUX4L27,16,9,12,2,43,39,16,27,32,16,25
DUX4L29,0,0,0,1,0,0,0,0,0,0,0
DUX4L31,0,0,0,1,0,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0,0,0,0,0,0
DUX4L45,0,0,0,7,0,0,0,1,0,1,1
DUX4L47,0,0,0,6,0,0,0,0,0,1,2
DUX4L9,0,0,0,1,0,0,0,0,0,0,0
DUXA,0,0,0,13,1,0,1,0,3,2,1
DUXAP1,2,0,1,1,5,2,7,8,2,5,4
DUXAP10,10,2,25,28,36,66,50,62,23,10,39
DUXAP11,0,0,0,1,1,0,0,0,0,1,0
DUXAP8,35,10,17,45,64,40,84,72,35,22,78
DUXAP9,45,26,41,19,45,46,89,60,31,14,52
DVL1,9129,11778,3246,4829,12937,14324,6427,5113,5508,9424,4240
DVL2,808,785,502,449,1507,2021,1246,1096,803,1062,712
DVL3,3693,3856,1766,1996,7306,7110,3553,3420,3808,4777,2616
DXO,304,251,177,402,584,555,505,450,351,247,244
DYDC1,0,0,0,4,1,0,2,1,0,2,3
DYDC2,37,16,9,12,59,54,15,26,27,25,37
DYM,944,659,425,361,1810,1883,641,907,1213,1016,1038
DYM-AS1,5,11,7,11,26,32,21,25,20,12,23
DYNAP,1,0,1,10,2,0,1,0,0,0,5
DYNC1H1,30238,24810,16599,8997,59675,64584,15164,22854,40685,28903,23509
DYNC1I1,5173,3388,2412,682,7868,8285,1223,2583,6083,3510,3006
DYNC1I2,2080,1308,1128,1325,5254,6606,3953,3096,2561,3228,4293
DYNC1I2P1,19,10,33,26,80,89,103,45,58,83,74
DYNC1LI1,1101,901,555,333,2313,2273,548,900,1567,1036,1045
DYNC1LI2,4956,3901,2894,6347,17863,14547,11093,11171,5448,7812,13453
DYNC1LI2-DT,6,7,5,8,27,18,11,9,9,12,10
DYNC2H1,666,538,416,459,2086,2353,1984,1644,1585,1260,1375
DYNC2I1,915,1010,471,1618,2495,2063,4160,3169,1308,1158,1891
DYNC2I2,726,695,320,398,1197,1145,622,550,594,996,472
DYNC2LI1,295,245,116,134,793,549,476,735,408,284,389
DYNLL1,4804,3789,1260,1929,8081,7305,2784,4155,3809,3608,3334
DYNLL1P6,0,0,0,3,0,0,0,0,0,0,0
DYNLL2,9741,7882,6157,4836,19942,19284,8475,12816,12244,11267,12866
DYNLL2-DT,2,1,0,14,4,1,0,1,1,4,5
DYNLRB1,2072,1766,546,1098,3195,2840,1524,1989,1404,1230,1624
DYNLRB2,9,8,8,6,15,16,22,23,10,10,8
DYNLT1,112,94,53,170,323,346,362,398,134,208,239
DYNLT2,4,2,5,2,7,12,5,5,4,7,3
DYNLT2B,41,37,14,69,84,67,168,130,34,45,45
DYNLT3,1573,1133,884,607,3876,2721,742,1695,1916,1386,1620
DYNLT4,5,5,1,41,8,10,24,10,15,5,5
DYNLT5,57,45,32,20,114,112,55,167,64,49,62
DYRK1A,2179,1630,1061,863,4785,5387,1443,1991,3509,2253,1679
DYRK1B,1641,1533,596,469,2831,2574,1063,1409,1483,1615,985
DYRK2,436,389,202,215,804,946,314,508,1003,471,353
DYRK3,85,76,23,99,182,154,73,80,168,99,64
DYRK3-AS1,0,0,0,2,0,1,0,2,0,0,0
DYRK4,128,104,64,110,265,222,258,234,118,136,160
DYSF,936,892,834,726,2435,5176,1721,1319,852,1990,2129
DYTN,0,1,2,15,6,0,2,3,3,4,3
DZANK1,221,179,112,107,450,460,287,346,289,208,227
DZIP1,2384,2476,747,1109,5502,5312,2800,3547,2862,2691,2851
DZIP1L,25,28,18,50,119,82,133,110,47,52,61
DZIP3,2963,2175,1328,1354,7076,7095,3479,4008,4351,3212,4070
E2F1,431,317,241,285,824,601,458,448,369,611,373
E2F2,2,0,0,15,7,3,10,4,6,6,10
E2F3,599,340,229,194,1078,975,388,584,816,466,426
E2F3-IT1,1,4,0,2,2,2,1,3,6,2,1
E2F4,1279,1111,709,1450,2699,2448,1554,1573,1449,1404,1019
E2F5,83,73,40,91,205,160,179,181,94,89,97
E2F5-DT,3,1,3,7,11,8,28,14,1,6,15
E2F6,185,137,113,158,442,391,247,354,289,217,218
E2F7,7,4,1,27,12,13,33,22,19,11,9
E2F8,1,0,2,9,3,2,4,1,1,5,1
E4F1,1219,1346,634,791,2272,2524,1497,1388,1300,1583,925
EAF1,567,504,300,406,1076,1227,342,653,806,505,550
EAF2,42,26,13,29,76,73,61,68,50,53,38
EAPP,313,275,137,156,757,658,456,435,378,365,428
EARS2,827,784,361,257,1696,1844,551,866,1096,972,701
EBAG9,319,226,97,147,629,621,295,381,329,293,356
EBAG9P1,6,1,8,10,28,19,50,26,14,22,42
EBF1,128,116,96,215,500,406,618,248,205,257,317
EBF2,3,1,3,20,13,7,6,9,13,11,9
EBF3,28,23,12,44,91,71,146,79,54,47,92
EBF4,1011,1106,477,885,2224,2276,1637,1127,714,1387,836
EBI3,3,23,5,102,10,40,15,17,9,19,11
EBLN1,0,0,0,2,0,0,1,4,0,0,0
EBLN2,19,26,25,65,57,36,142,81,52,36,57
EBNA1BP2,718,599,201,219,1023,1272,441,636,634,538,602
EBP,312,244,97,325,458,340,221,320,271,221,243
EBPL,80,87,37,50,211,154,129,131,94,73,97
ECD,569,340,215,330,1185,1039,542,651,806,509,554
ECE1,1428,1368,906,3114,4657,3949,4169,3225,1918,2508,2005
ECE1-AS1,9,5,5,53,13,9,67,48,17,18,26
ECE2,792,1206,367,512,1697,1884,922,1160,834,1247,683
ECEL1,32,27,23,97,75,80,15,33,44,42,14
ECEL1P2,3,2,2,0,3,3,2,4,0,2,1
ECH1,722,610,226,589,1527,1613,1118,878,594,749,653
ECHDC1,568,368,188,222,1078,1192,526,530,700,584,660
ECHDC2,843,1046,390,941,2320,1608,3453,2229,1062,1151,1176
ECHDC3,23,39,6,22,78,71,44,33,47,33,45
ECHS1,1849,1651,542,773,3444,2995,1520,1579,1512,1667,1540
ECI1,412,377,159,455,727,820,631,549,344,535,429
ECI2,158,121,47,138,410,281,424,307,150,174,207
ECI2-DT,7,11,5,6,19,17,14,13,8,11,11
ECM1,651,594,371,609,989,1001,659,498,665,468,490
ECM1P1,0,0,0,7,2,1,5,8,1,4,4
ECM1P2,0,0,0,2,0,0,0,0,0,2,1
ECM2,89,87,30,71,223,228,312,141,88,170,87
ECPAS,4310,3280,1952,1463,7332,8693,2440,3138,5783,3841,2987
ECRG4,24,31,8,23,98,58,49,38,29,19,48
ECSCR,9,10,5,73,27,31,27,31,3,18,17
ECSIT,1196,1094,519,622,1947,1989,966,977,1059,1139,1020
ECT2,202,129,132,134,389,388,109,168,308,184,201
ECT2L,22,13,13,162,84,18,128,59,45,47,46
EDA,64,69,47,68,198,193,162,76,76,124,86
EDA2R,14,5,14,19,22,49,34,18,11,38,30
EDAR,3,4,5,24,11,8,13,11,6,8,10
EDARADD,1,3,0,15,2,7,2,3,3,7,12
EDC3,678,497,369,587,1360,1327,816,856,904,807,609
EDC4,1869,2058,1248,966,3732,4362,1129,1428,2863,2431,1331
EDDM13,23,20,14,80,72,63,158,75,47,42,46
EDDM3A,1,0,0,6,1,2,0,0,3,1,1
EDDM3B,0,0,1,2,1,0,4,0,1,1,2
EDEM1,429,351,189,218,1051,1157,399,656,611,465,425
EDEM2,148,100,85,111,328,423,262,179,152,217,194
EDEM3,849,676,492,559,2009,2560,684,1018,1331,975,1015
EDF1,1196,1132,274,784,2035,1925,1429,1488,1035,1045,1257
EDIL3,3796,2008,2248,1206,8138,15193,4818,2856,4178,6721,8886
EDN1,79,69,55,756,351,139,916,795,124,112,337
EDN2,0,0,0,10,0,0,2,1,1,0,1
EDN3,124,197,75,162,469,315,132,109,131,177,77
EDNRA,87,76,46,183,240,223,251,348,158,161,124
EDNRB,436,300,128,370,4423,1921,1412,1414,1421,2644,1302
EDRF1,272,218,148,225,599,727,385,492,455,328,300
EDRF1-AS1,6,5,4,7,10,13,17,25,11,8,9
EDRF1-DT,32,24,14,17,60,72,33,42,25,43,37
EEA1,1226,1035,737,1690,5844,6197,4168,3919,3225,3342,5434
EED,254,228,92,288,496,546,321,345,360,305,256
EEDP1,0,0,0,5,0,0,1,0,2,1,4
EEF1A1,14302,14899,4866,10847,26844,30713,15104,16247,13151,18779,22443
EEF1A1P10,6,2,2,9,8,4,8,7,4,6,4
EEF1A1P14,2,1,1,3,0,5,1,3,7,4,2
EEF1A1P16,2,2,0,4,5,2,2,0,2,2,5
EEF1A1P17,0,0,0,1,0,1,0,0,0,4,2
EEF1A1P19,16,12,1,23,28,10,51,55,19,18,29
EEF1A1P2,0,0,0,3,2,0,0,2,0,0,2
EEF1A1P20,0,0,0,7,1,0,1,0,0,0,1
EEF1A1P21,0,0,0,3,2,0,0,0,0,0,0
EEF1A1P22,0,1,1,4,1,1,0,1,1,0,2
EEF1A1P23,2,2,2,2,5,6,3,5,4,5,4
EEF1A1P24,2,0,1,6,3,2,3,5,4,5,3
EEF1A1P25,9,6,5,30,27,24,43,49,8,19,25
EEF1A1P26,0,0,1,9,2,1,0,0,2,2,0
EEF1A1P28,0,0,0,2,5,0,0,0,0,0,2
EEF1A1P3,25,9,8,27,38,35,102,59,30,26,66
EEF1A1P31,1,1,0,8,1,0,7,2,0,2,4
EEF1A1P34,1,0,1,3,2,0,1,2,3,2,0
EEF1A1P35,1,0,0,0,0,1,2,2,2,3,7
EEF1A1P36,0,0,0,4,1,0,0,0,0,1,1
EEF1A1P39,0,0,0,2,0,3,8,3,1,2,3
EEF1A1P4,2,2,0,7,4,10,7,8,7,8,8
EEF1A1P40,0,0,0,3,0,1,0,0,0,1,2
EEF1A1P44,0,1,0,6,0,0,0,0,2,2,0
EEF1A1P45,0,1,0,3,1,0,1,0,0,1,5
EEF1A1P46,0,0,0,8,0,0,0,2,1,1,0
EEF1A1P47,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P8,5,6,2,3,12,12,2,10,10,7,4
EEF1A2,35255,37123,11762,9807,48374,48713,8427,16206,25438,24721,15524
EEF1AKMT1,83,71,30,64,191,152,143,115,112,102,92
EEF1AKMT2,160,114,67,80,351,386,159,231,269,172,183
EEF1AKMT3,51,22,19,68,85,153,79,117,47,77,48
EEF1B2,941,855,266,696,1866,1898,970,1154,909,869,1160
EEF1B2P2,2,1,0,4,4,0,1,1,2,4,3
EEF1B2P3,7,9,5,7,23,19,26,13,5,15,16
EEF1B2P5,0,0,0,1,1,0,0,0,2,1,3
EEF1B2P6,5,1,1,5,1,5,8,3,6,3,4
EEF1B2P7,1,4,3,12,6,9,17,12,7,9,16
EEF1B2P8,0,0,0,2,0,0,1,0,0,0,1
EEF1D,1789,1878,649,1679,2483,3040,2267,1696,1478,1789,1685
EEF1DP1,4,5,2,14,6,13,13,2,4,12,7
EEF1DP2,0,0,0,0,0,0,0,0,0,0,0
EEF1DP4,62,51,25,78,113,125,223,174,24,35,59
EEF1DP5,0,0,0,3,1,0,2,1,0,0,1
EEF1DP6,0,0,0,2,1,0,0,0,0,0,0
EEF1DP7,7,7,5,42,26,15,64,56,18,18,37
EEF1DP8,0,0,0,0,0,0,0,0,0,0,0
EEF1E1,81,55,29,38,145,142,74,90,76,71,92
EEF1G,0,0,0,0,0,0,0,0,0,0,1
EEF1GP3,1,0,1,0,1,3,0,2,2,0,2
EEF1GP4,0,0,0,2,0,0,2,2,0,0,2
EEF1GP5,1,1,1,15,2,0,12,3,3,3,9
EEF1GP6,0,0,0,8,3,1,3,5,3,2,2
EEF1GP7,0,0,1,4,3,1,5,1,3,3,4
EEF1GP8,0,0,0,0,0,0,0,1,0,0,0
EEF2,53008,64646,21397,25085,92420,89280,39535,42377,45846,64402,32018
EEF2K,651,526,288,386,1558,1256,694,1488,754,743,525
EEF2KMT,85,73,45,65,160,168,78,84,91,100,72
EEFSEC,536,382,254,182,1069,970,381,420,567,610,373
EEIG1,6712,5919,3126,2054,12241,14251,6205,4183,5718,8971,4712
EEIG2,1717,1513,914,343,3137,4315,489,1257,3149,1426,1604
EEPD1,354,255,200,171,679,884,476,272,379,596,439
EFCAB10,44,32,25,54,101,60,73,61,52,41,47
EFCAB11,126,115,69,72,398,405,268,213,143,302,232
EFCAB12,65,51,37,268,134,113,104,112,85,47,40
EFCAB13,95,86,73,286,282,260,822,450,180,181,300
EFCAB13-DT,3,0,0,13,3,5,12,3,5,6,5
EFCAB14,1858,1232,866,1170,5611,6039,3377,2953,2247,3126,3179
EFCAB14-AS1,2,1,2,7,3,7,12,8,4,6,3
EFCAB2,310,122,126,219,555,433,383,375,353,227,354
EFCAB3,0,0,1,16,2,1,4,2,4,4,4
EFCAB5,38,23,14,94,101,75,119,69,46,48,49
EFCAB6,136,106,49,145,232,197,225,239,173,135,144
EFCAB7,218,179,109,98,553,451,267,353,265,229,235
EFCAB8,1,3,1,38,0,3,5,5,3,6,6
EFCAB9,0,1,0,7,1,1,2,0,0,3,3
EFCC1,131,76,40,57,182,156,168,64,68,117,71
EFEMP1,446,194,153,211,3161,1761,2218,1513,897,2239,1052
EFEMP2,742,934,317,673,1842,1635,1609,1402,672,1337,544
EFHB,71,9,48,20,203,113,87,14,64,74,40
EFHC1,332,280,180,181,772,775,486,416,464,467,456
EFHC2,88,40,29,48,260,179,67,101,137,102,83
EFHD1,2801,1489,1385,1348,5294,8425,4735,2799,1344,4759,5685
EFHD2,8676,8464,3881,5140,14465,14966,5598,5328,6180,6294,7105
EFL1,242,177,121,135,428,531,193,237,285,276,248
EFL1P2,0,0,0,4,0,0,0,1,0,0,2
EFNA1,222,84,152,589,449,680,519,860,158,371,452
EFNA2,36,50,15,62,98,128,70,55,54,43,48
EFNA3,392,325,163,587,884,666,369,470,405,329,311
EFNA4,9,9,5,68,51,33,37,31,8,25,20
EFNA5,739,559,427,641,1646,1622,760,995,1263,649,922
EFNB1,262,303,111,633,740,688,435,206,253,415,287
EFNB2,1667,1217,724,1257,3851,3506,1358,1433,2655,1846,1474
EFNB3,5083,4569,2039,1027,6704,8374,982,1916,4415,3376,2096
EFR3A,4059,3172,2157,1149,7086,8823,1677,2448,5274,3065,3174
EFR3B,2457,2512,1319,1245,4870,6289,2310,2033,4033,3636,1797
EFS,1583,926,941,407,2688,7086,3531,934,923,3231,1506
EFTUD2,1972,1436,1085,975,3754,3457,1327,1794,2681,1894,1415
EGF,38,38,26,59,94,95,51,85,67,59,45
EGFL6,23,35,6,25,41,62,20,24,42,33,29
EGFL7,2228,1936,1259,3644,2941,3463,4002,2670,1407,1920,1946
EGFL8,14,14,11,48,34,28,79,48,16,26,39
EGFLAM,5,17,5,30,36,42,20,48,22,36,20
EGFLAM-AS2,0,0,0,1,1,0,0,0,0,0,2
EGFLAM-AS4,0,0,0,4,0,0,0,0,0,4,1
EGFR,421,391,168,363,2442,1459,1331,1248,1273,1383,912
EGFR-AS1,7,2,0,8,11,6,8,3,4,5,7
EGILA,0,0,0,2,1,1,1,0,0,0,1
EGLN1,1811,1330,638,656,3730,4070,1485,1846,2119,2015,1620
EGLN2,217,203,124,256,451,512,389,421,306,274,201
EGLN3,423,322,176,201,1312,1818,1009,532,643,1155,655
EGOT,1,1,1,14,3,2,12,7,5,2,4
EGR1,2659,2524,1659,10672,4372,7148,2391,961,37110,2714,1151
EGR2,104,74,46,284,268,307,46,61,4418,148,52
EGR3,2255,1949,1165,6170,4027,4771,784,1394,13600,2239,1332
EGR4,425,374,117,4049,543,461,76,112,7336,273,203
EHBP1,1842,1768,1036,693,4091,3963,1430,2324,2918,1999,2020
EHBP1-AS1,12,8,3,28,32,25,52,24,19,35,16
EHBP1L1,585,667,221,962,908,1172,1058,895,440,654,527
EHD1,1404,1169,698,1121,2814,3369,1737,990,1162,2132,1290
EHD2,843,1067,542,1986,3022,2631,2247,1768,788,1813,987
EHD3,10816,8417,5365,2661,16423,16137,2820,5954,9485,8160,5347
EHD4,176,188,109,514,446,604,379,479,216,347,214
EHD4-AS1,2,1,0,7,4,3,0,2,6,3,1
EHF,31,12,16,13,28,40,18,6,22,20,32
EHHADH,85,59,24,42,253,222,149,173,153,138,136
EHHADH-AS1,0,0,0,3,2,0,0,1,0,0,1
EHMT1,1015,883,589,1375,2918,2955,2441,1741,1350,1896,1483
EHMT2,6904,7563,4154,3159,13075,13861,6105,5668,6518,8658,4597
EHMT2-AS1,0,0,0,0,1,0,0,0,2,1,1
EI24,2024,1463,785,1515,4469,3687,1661,2310,2489,2114,2278
EI24P1,0,0,0,4,0,0,0,0,0,0,0
EID1,2449,1812,777,991,5613,4958,1900,2729,2820,2218,2674
EID2,619,437,152,133,880,847,240,429,454,394,397
EID2B,184,169,57,72,398,420,168,243,219,170,247
EID3,47,37,10,39,90,65,54,48,76,33,49
EIF1,5796,4800,2665,4211,11338,12882,6218,7301,6477,5833,6785
EIF1AD,355,292,199,416,812,686,363,570,418,384,340
EIF1AX,2002,1442,1116,1306,5376,5517,2329,2778,3002,2634,3681
EIF1AX-AS1,1,1,1,5,3,8,7,6,5,5,3
EIF1AXP2,0,0,0,6,0,0,4,2,1,7,4
EIF1AY,0,0,0,0,0,0,3,0,0,0,0
