symbol,SL31503,SL32233,SL5883,SL6414,SL6648,SL7629,SL7696,SL7703,SL7799,SL7809,SL7853
RPL10AP12,1,0,0,2,1,0,0,0,1,1,2
RPL10AP13,0,1,0,0,1,1,1,0,1,1,2
RPL10AP2,0,1,0,3,1,0,2,0,1,1,3
RPL10AP3,0,0,0,2,0,0,2,1,0,1,1
RPL10AP4,0,0,0,1,0,0,0,0,0,0,0
RPL10AP5,0,0,0,9,1,1,0,0,0,2,1
RPL10AP6,5,6,2,7,5,9,10,1,5,8,4
RPL10AP7,1,1,0,2,2,1,1,1,0,1,1
RPL10AP9,1,0,0,5,0,1,1,1,1,1,3
RPL10L,0,0,0,1,0,1,0,0,1,2,1
RPL10P1,0,1,0,5,1,1,3,1,0,1,2
RPL10P11,0,0,0,1,1,2,1,0,2,2,0
RPL10P12,4,2,2,11,4,1,25,14,9,2,2
RPL10P13,0,0,0,3,0,1,2,0,2,1,2
RPL10P15,2,2,2,3,5,12,12,9,13,3,3
RPL10P16,8,10,0,16,16,11,43,11,12,9,11
RPL10P17,0,0,0,4,1,0,0,0,0,1,1
RPL10P18,0,0,0,3,1,0,0,0,0,1,0
RPL10P2,0,0,0,5,1,1,1,0,0,0,5
RPL10P3,23,22,5,62,30,28,84,51,18,23,36
RPL10P4,0,0,1,4,1,0,0,0,0,1,2
RPL10P5,0,0,0,5,3,0,0,1,0,1,1
RPL10P6,1,0,0,0,1,2,6,0,1,1,3
RPL10P7,0,1,0,9,1,2,3,0,1,2,0
RPL10P8,0,0,0,3,2,1,1,1,1,1,0
RPL10P9,12,3,1,16,15,15,35,20,13,11,20
RPL11,1348,1141,428,1216,2867,2784,2403,2434,1258,1556,2054
RPL11P1,5,4,2,18,9,3,25,15,7,10,14
RPL11P2,0,0,0,3,1,0,0,0,0,0,0
RPL11P3,19,12,14,53,44,35,203,95,37,35,79
RPL11P4,0,0,0,8,0,0,0,1,1,3,0
RPL11P5,0,2,0,16,1,1,0,2,1,2,1
RPL12,900,910,265,759,1536,1943,1323,1340,691,759,1089
RPL12P10,0,0,0,9,3,1,0,2,1,2,7
RPL12P12,0,0,0,3,3,3,2,2,3,2,2
RPL12P20,2,3,3,12,6,9,38,8,8,4,17
RPL12P22,1,0,0,2,2,0,0,1,1,2,4
RPL12P23,0,0,1,5,1,2,0,1,2,3,2
RPL12P24,0,1,0,3,3,1,2,2,0,0,0
RPL12P25,3,2,0,5,5,1,8,2,2,7,4
RPL12P26,0,0,0,1,0,0,0,0,1,0,0
RPL12P3,1,0,1,2,0,0,0,0,0,0,1
RPL12P34,0,0,0,0,0,0,0,0,0,0,0
RPL12P36,1,0,0,6,0,1,2,1,0,1,0
RPL12P37,1,3,0,13,0,1,5,2,1,0,3
RPL12P39,0,0,0,2,2,0,2,1,1,2,3
RPL12P40,0,0,3,5,2,3,3,2,1,1,0
RPL12P43,0,0,0,2,3,0,0,0,3,0,1
RPL12P45,0,0,0,3,0,0,1,1,2,1,1
RPL12P46,0,0,0,1,0,0,0,0,0,1,0
RPL12P49,1,0,0,3,1,1,0,1,0,0,0
RPL12P5,0,0,0,0,0,0,2,1,1,1,1
RPL12P6,1,0,0,4,2,0,0,0,0,0,3
RPL12P7,0,1,0,2,4,2,1,2,2,2,1
RPL12P8,0,0,0,5,0,0,0,0,0,0,4
RPL13,3843,4091,910,2820,5205,7095,4259,3437,2293,3480,3608
RPL13A,2776,3346,754,2114,4035,4762,3346,2702,1660,2807,3356
RPL13AP,0,0,0,19,0,1,0,0,1,0,0
RPL13AP11,7,9,10,37,15,17,22,19,11,20,15
RPL13AP12,17,10,9,22,40,27,85,72,19,21,31
RPL13AP13,0,0,0,1,1,0,1,2,0,0,1
RPL13AP14,0,1,0,6,0,0,2,1,2,1,3
RPL13AP16,1,1,0,3,1,2,1,2,1,0,4
RPL13AP17,3,3,3,8,7,3,8,11,7,3,6
RPL13AP18,0,1,0,9,0,0,0,0,0,1,2
RPL13AP19,0,0,0,1,0,1,0,0,1,1,0
RPL13AP2,6,4,1,22,11,4,53,32,5,6,24
RPL13AP20,1,2,0,38,1,3,6,5,3,0,2
RPL13AP21,0,0,0,2,0,0,0,0,2,0,1
RPL13AP22,1,2,0,6,1,1,5,2,0,3,3
RPL13AP25,1,3,0,6,6,5,6,7,0,2,6
RPL13AP26,24,31,15,73,66,62,80,47,24,35,43
RPL13AP3,0,2,2,24,7,2,16,9,2,4,4
RPL13AP5,15,17,9,16,26,31,58,22,15,20,13
RPL13AP6,1,2,0,5,1,1,5,6,0,2,4
RPL13P,0,0,0,1,0,0,0,0,0,0,0
RPL13P10,0,0,0,5,1,0,2,0,2,0,3
RPL13P11,0,0,0,3,1,0,0,0,1,1,1
RPL13P12,30,77,1,13,115,119,92,13,12,16,67
RPL13P14,0,0,0,3,4,0,0,0,2,2,2
RPL13P2,0,0,0,6,2,0,1,2,0,2,1
RPL13P4,3,0,0,4,4,5,3,5,2,1,4
RPL13P5,77,67,15,66,163,156,137,100,67,131,99
RPL13P6,1,1,0,6,2,0,5,6,2,0,6
RPL13P7,0,1,1,5,3,0,1,1,1,5,6
RPL13P8,11,5,5,29,23,20,24,24,20,6,15
RPL14,1369,1414,233,756,2100,1855,1351,1511,857,957,1100
RPL14P1,23,12,1,2,23,18,35,17,14,12,17
RPL14P2,4,1,2,13,5,1,19,14,5,6,7
RPL14P3,2,3,1,0,4,1,8,5,4,2,4
RPL14P4,2,2,0,9,4,2,3,3,2,1,6
RPL14P6,3,1,1,7,4,2,6,6,0,2,5
RPL15,8671,7312,3416,3333,17320,15439,6131,8152,9788,9303,8876
RPL15P1,0,0,0,0,0,0,0,0,1,6,1
RPL15P11,0,0,0,1,2,2,0,1,1,0,1
RPL15P13,2,0,0,1,0,1,0,0,2,0,1
RPL15P16,3,3,1,5,10,2,9,5,7,5,7
RPL15P17,1,1,0,7,3,0,2,1,1,0,2
RPL15P18,2,2,0,7,2,1,4,4,0,2,6
RPL15P20,0,0,0,2,0,0,0,0,0,2,2
RPL15P3,17,9,5,9,28,19,16,7,9,9,12
RPL15P4,0,0,0,1,1,0,1,1,2,0,0
RPL15P9,0,0,0,2,0,0,0,0,0,0,0
RPL17,7,3,0,14,8,6,12,15,7,4,5
RPL17-C18orf32,0,0,0,0,0,0,0,0,0,0,0
RPL17P1,0,0,0,7,2,1,1,3,0,2,2
RPL17P11,0,0,0,3,1,0,0,0,0,0,3
RPL17P12,0,0,0,4,0,0,0,0,0,0,0
RPL17P13,0,0,0,4,1,2,6,2,1,3,2
RPL17P14,0,0,0,4,0,1,1,1,0,0,1
RPL17P15,1,1,0,4,6,2,6,4,2,4,5
RPL17P16,1,0,0,5,2,0,1,0,0,3,10
RPL17P17,4,2,1,5,5,4,7,4,10,4,7
RPL17P18,5,5,2,11,22,21,15,8,11,8,10
RPL17P19,3,0,1,11,4,3,15,11,5,3,3
RPL17P2,0,0,0,1,0,0,0,1,1,1,1
RPL17P20,1,0,0,2,0,1,0,1,1,1,1
RPL17P21,0,0,0,0,0,0,0,0,0,0,0
RPL17P22,1,1,0,6,2,1,3,0,0,2,2
RPL17P23,1,1,4,11,7,4,20,16,7,5,12
RPL17P24,1,0,2,3,2,0,1,0,3,2,1
RPL17P25,0,0,0,7,2,0,0,3,0,4,3
RPL17P26,0,0,0,10,1,3,0,2,0,3,0
RPL17P27,0,0,1,12,6,0,1,0,1,0,4
RPL17P28,3,2,1,14,7,6,27,11,3,7,10
RPL17P29,1,0,0,10,5,5,5,9,4,2,3
RPL17P3,0,3,0,3,1,0,2,2,1,4,0
RPL17P30,0,0,0,3,0,0,0,2,0,1,0
RPL17P31,0,0,0,7,1,1,5,1,0,0,1
RPL17P32,0,0,0,6,2,1,3,3,2,0,0
RPL17P33,0,0,0,1,1,0,1,0,0,1,0
RPL17P34,0,0,0,3,2,1,0,0,0,1,2
RPL17P35,0,1,0,6,2,2,24,21,6,5,8
RPL17P36,0,1,0,8,2,2,2,3,4,2,4
RPL17P37,0,0,0,3,0,0,0,0,1,0,0
RPL17P38,10,5,7,9,26,25,5,10,11,11,11
RPL17P39,1,5,1,7,1,3,8,3,4,5,3
RPL17P4,0,0,0,8,1,0,0,0,0,2,4
RPL17P41,0,0,0,5,3,0,0,0,1,0,1
RPL17P43,3,3,0,27,2,5,6,4,17,4,5
RPL17P44,0,0,0,0,0,0,0,1,0,0,1
RPL17P45,0,0,0,5,0,0,1,0,0,1,1
RPL17P46,0,0,0,1,0,0,0,0,0,0,0
RPL17P48,5,1,5,20,10,10,35,15,5,6,4
RPL17P5,0,0,0,11,2,0,0,3,1,2,1
RPL17P50,6,1,2,38,13,18,29,19,9,8,13
RPL17P6,12,11,2,6,17,6,13,5,11,6,17
RPL17P7,6,1,0,5,3,2,11,5,8,3,2
RPL17P8,3,1,0,11,6,9,6,15,5,8,9
RPL17P9,3,4,1,13,8,6,11,6,8,10,9
RPL18,2126,2184,744,2456,4497,4390,3888,3148,1850,2533,2902
RPL18A,941,1177,180,571,1083,1469,926,677,469,634,838
RPL18AP1,2,1,1,17,5,3,2,5,13,0,3
RPL18AP10,3,6,1,39,8,9,42,28,18,10,14
RPL18AP11,3,2,0,13,4,6,28,9,8,10,10
RPL18AP13,12,7,2,33,22,16,66,37,11,19,22
RPL18AP14,0,1,0,0,0,1,0,0,2,0,2
RPL18AP15,0,0,0,3,3,1,0,0,0,1,2
RPL18AP16,0,0,0,5,2,0,0,1,0,0,1
RPL18AP2,4,3,3,17,6,6,9,10,13,5,4
RPL18AP3,21,22,6,16,27,21,56,28,14,6,20
RPL18AP4,2,3,0,12,1,1,2,4,0,3,3
RPL18AP5,0,0,0,5,2,0,0,0,1,1,0
RPL18AP6,2,3,2,15,9,8,17,1,7,6,5
RPL18AP7,30,31,7,24,39,36,12,29,59,62,22
RPL18AP8,0,0,0,0,0,0,3,0,0,0,0
RPL18AP9,2,0,0,9,5,2,5,4,4,4,5
RPL18P1,0,0,0,3,0,0,0,0,0,1,2
RPL18P10,3,5,1,11,8,16,20,9,8,12,7
RPL18P11,0,0,0,3,0,0,0,0,0,0,1
RPL18P12,0,3,1,12,0,2,1,1,0,2,4
RPL18P13,1,0,0,2,2,1,1,0,3,1,6
RPL18P2,0,0,0,6,2,0,0,1,0,1,2
RPL18P3,0,0,0,2,0,1,0,0,1,1,0
RPL18P4,0,0,0,4,2,0,0,0,0,1,1
RPL18P5,0,0,0,1,2,0,0,0,1,0,2
RPL18P8,0,0,0,3,3,0,0,2,0,1,0
RPL18P9,0,0,1,3,1,0,3,3,0,2,2
RPL19,1965,1715,529,1722,3932,3587,2836,2484,1513,1955,2540
RPL19P1,0,0,0,8,1,0,0,0,1,1,4
RPL19P11,0,0,0,2,0,0,0,0,0,0,1
RPL19P13,0,0,0,9,3,0,0,0,0,2,2
RPL19P14,0,0,0,6,1,0,1,2,1,5,4
RPL19P15,0,0,0,4,3,0,0,0,1,1,3
RPL19P17,1,0,0,4,1,0,1,0,1,0,2
RPL19P18,2,1,0,4,3,1,1,1,0,0,1
RPL19P19,4,4,1,11,6,4,14,5,6,9,7
RPL19P2,1,1,0,1,1,2,0,1,2,1,1
RPL19P20,1,0,0,4,2,1,2,0,0,2,2
RPL19P21,0,0,0,6,0,0,0,2,0,1,2
RPL19P3,0,0,1,2,2,0,1,1,1,1,1
RPL19P4,0,0,0,6,0,0,1,0,0,0,2
RPL19P5,1,0,1,12,5,1,0,2,2,2,4
RPL19P6,15,15,7,38,26,21,127,58,14,16,50
RPL19P7,0,0,0,1,1,0,0,1,0,0,1
RPL19P8,0,0,0,1,1,0,1,1,0,1,1
RPL19P9,51,59,14,639,108,50,507,241,74,37,88
RPL21,719,789,157,504,1186,1628,951,953,614,669,1070
RPL21P1,1,1,0,16,5,4,2,15,3,10,3
RPL21P10,9,8,1,20,13,9,53,26,5,13,24
RPL21P100,1,0,1,4,5,1,2,2,1,3,4
RPL21P101,0,0,0,4,0,0,0,2,0,0,1
RPL21P102,0,0,0,1,1,0,0,0,0,1,2
RPL21P103,0,0,0,1,0,0,0,0,0,1,0
RPL21P104,0,0,0,3,2,1,0,2,0,1,0
RPL21P105,0,0,1,5,3,3,5,4,1,2,2
RPL21P106,0,0,0,7,2,0,3,0,1,2,7
RPL21P107,0,0,0,0,1,0,0,1,1,0,0
RPL21P109,0,0,0,4,0,0,2,0,1,1,0
RPL21P11,1,0,0,16,4,4,8,2,2,6,5
RPL21P110,0,0,0,3,1,0,1,0,2,0,1
RPL21P111,1,0,0,5,0,0,0,0,0,2,1
RPL21P112,0,0,0,1,1,0,1,0,0,1,2
RPL21P114,0,0,0,4,0,1,0,1,0,3,3
RPL21P116,0,0,0,3,2,0,6,3,1,3,3
RPL21P117,0,0,0,7,1,0,2,0,1,1,0
RPL21P119,0,3,2,12,1,4,2,3,7,5,9
RPL21P12,0,0,0,3,2,0,0,0,0,0,1
RPL21P120,6,1,4,7,7,0,10,4,5,4,4
RPL21P123,6,6,9,30,13,17,94,27,12,15,25
RPL21P124,0,0,0,10,1,0,0,1,0,1,1
RPL21P125,3,7,3,8,23,21,24,27,10,17,11
RPL21P126,0,0,0,4,0,1,0,0,2,0,3
RPL21P127,0,0,0,1,1,0,1,0,1,3,4
RPL21P128,1,1,0,4,0,0,1,4,0,0,1
RPL21P129,0,0,0,3,1,0,0,0,0,1,1
RPL21P13,0,0,0,1,0,0,0,1,0,1,3
RPL21P130,0,0,0,8,4,0,1,0,0,1,3
RPL21P131,0,0,0,0,0,0,2,1,0,1,0
RPL21P133,1,0,0,3,1,0,1,0,0,1,2
RPL21P134,0,1,1,4,7,3,4,3,2,0,3
RPL21P135,15,9,7,28,37,33,40,18,15,8,21
RPL21P14,0,0,0,6,1,2,0,2,4,3,2
RPL21P16,11,10,6,19,24,23,14,13,14,15,15
RPL21P17,0,0,0,9,1,0,1,0,1,0,1
RPL21P18,0,0,0,6,1,0,0,0,0,1,1
RPL21P19,5,5,3,71,20,12,75,30,6,17,24
RPL21P2,0,0,1,5,0,1,0,1,0,0,3
RPL21P20,1,0,0,5,2,0,2,1,2,1,2
RPL21P21,1,1,1,1,0,2,1,1,1,2,4
RPL21P23,0,3,0,1,2,0,4,1,1,2,1
RPL21P24,0,0,0,3,1,0,1,0,0,1,1
RPL21P25,2,0,0,9,2,2,21,5,5,4,9
RPL21P26,0,0,0,3,1,0,0,0,0,1,4
RPL21P27,0,1,0,6,1,2,5,6,2,2,3
RPL21P28,1,2,0,8,3,2,4,3,0,0,7
RPL21P29,0,1,0,10,5,2,0,2,2,1,0
RPL21P3,3,0,1,7,0,3,12,4,2,3,4
RPL21P31,0,0,0,1,3,1,3,2,1,1,1
RPL21P32,1,0,4,13,16,14,44,18,13,20,46
RPL21P33,0,0,0,1,0,0,0,0,0,1,1
RPL21P34,0,2,1,4,2,11,8,10,6,3,5
RPL21P35,0,0,0,7,2,0,1,0,0,2,0
RPL21P36,0,0,0,8,2,0,1,0,0,3,1
RPL21P37,1,0,0,2,0,1,1,6,0,3,0
RPL21P39,2,0,0,4,1,0,0,1,1,1,2
RPL21P4,0,0,0,6,1,0,3,1,0,0,0
RPL21P40,0,0,0,2,3,1,2,1,2,1,3
RPL21P42,5,3,0,2,3,2,6,3,4,0,4
RPL21P43,1,0,0,11,2,1,0,4,0,0,0
RPL21P45,1,1,0,6,3,1,4,1,2,1,3
RPL21P46,0,1,0,7,1,1,3,0,2,0,0
RPL21P47,0,0,0,1,1,0,0,1,0,0,0
RPL21P48,1,2,1,42,10,15,70,23,11,12,19
RPL21P49,0,0,0,2,1,1,0,0,0,1,4
RPL21P5,1,2,6,14,4,4,26,10,7,7,10
RPL21P50,0,0,0,4,0,0,0,0,0,0,0
RPL21P51,1,1,0,1,2,1,3,2,0,0,1
RPL21P52,0,1,0,4,0,0,0,3,1,4,0
RPL21P53,1,1,1,3,2,1,3,4,3,1,3
RPL21P54,6,10,2,13,44,40,41,43,23,24,31
RPL21P55,0,0,0,3,0,0,0,0,0,2,1
RPL21P56,4,1,1,11,11,5,8,3,7,2,3
RPL21P57,6,2,0,3,6,6,33,23,6,10,12
RPL21P58,3,0,2,2,4,2,5,7,2,0,1
RPL21P59,0,0,1,6,1,1,9,4,2,0,2
RPL21P6,0,0,0,0,0,0,0,0,0,0,0
RPL21P60,3,7,1,31,9,4,73,34,8,14,21
RPL21P61,0,0,0,1,1,1,0,0,1,0,3
RPL21P62,0,0,0,4,1,0,1,1,1,1,2
RPL21P63,1,1,0,8,2,1,2,6,1,4,1
RPL21P64,0,0,0,3,0,0,0,0,0,1,0
RPL21P65,1,1,1,5,6,0,5,3,0,0,7
RPL21P66,0,0,0,3,1,0,1,1,0,2,0
RPL21P67,0,0,0,2,2,0,0,0,1,0,1
RPL21P68,0,0,0,1,2,0,0,0,0,0,0
RPL21P69,0,0,1,9,0,2,8,3,1,4,4
RPL21P7,0,0,0,10,3,4,5,0,4,1,6
RPL21P71,0,0,0,2,1,0,1,0,3,2,2
RPL21P74,1,0,0,4,4,1,0,2,3,1,0
RPL21P75,2,1,0,4,2,3,2,0,2,0,4
RPL21P76,1,0,0,2,1,0,0,0,0,2,0
RPL21P78,0,1,0,2,0,1,0,0,0,0,0
RPL21P8,2,2,0,9,3,1,7,6,3,7,7
RPL21P80,2,2,1,3,2,3,1,1,1,1,2
RPL21P81,0,0,0,0,0,0,0,0,0,0,0
RPL21P82,0,0,0,5,0,1,2,2,0,0,2
RPL21P83,3,0,0,7,2,1,4,4,3,1,2
RPL21P84,1,0,0,3,1,5,3,2,2,2,3
RPL21P85,2,7,3,26,15,9,31,9,12,6,11
RPL21P86,0,0,0,14,3,3,2,3,1,2,1
RPL21P87,1,1,1,11,5,2,5,6,8,2,3
RPL21P88,1,1,1,0,2,1,4,3,1,2,0
RPL21P89,2,1,4,6,14,3,18,8,3,3,11
RPL21P9,0,0,0,10,1,0,1,0,2,0,3
RPL21P90,0,3,5,4,7,5,25,14,4,14,17
RPL21P91,0,0,0,7,0,0,1,0,0,1,1
RPL21P92,0,0,0,4,0,0,0,1,0,3,2
RPL21P93,0,0,0,3,0,1,1,0,1,0,1
RPL21P94,1,5,1,28,9,5,89,24,6,6,12
RPL21P95,9,4,6,31,17,10,110,21,8,12,29
RPL21P96,0,0,0,6,1,1,0,1,0,0,0
RPL21P97,1,1,0,4,0,0,1,1,0,3,6
RPL21P98,4,1,1,7,2,6,17,14,3,3,9
RPL21P99,0,0,0,12,1,1,11,5,3,0,4
RPL22,1316,1174,407,587,2125,2438,1157,1385,1341,1149,1319
RPL22L1,52,22,6,40,69,92,41,56,11,22,54
RPL22P13,0,0,0,4,0,0,0,0,0,1,1
RPL22P16,1,0,0,1,1,3,1,4,2,2,1
RPL22P18,0,1,0,42,1,1,1,0,0,3,2
RPL22P19,0,2,0,3,5,2,8,3,0,2,6
RPL22P2,0,1,0,3,1,0,2,2,2,1,0
RPL22P20,0,0,0,2,0,0,0,0,0,0,1
RPL22P23,0,0,0,6,0,1,2,2,0,2,1
RPL22P3,1,0,0,3,3,4,13,3,4,3,3
RPL22P4,0,0,0,0,0,0,0,0,1,0,0
RPL22P5,0,0,0,0,0,0,0,0,0,0,1
RPL22P6,0,0,0,0,0,0,0,0,0,0,0
RPL22P7,0,0,0,3,0,0,1,1,1,0,2
RPL23,1083,1034,314,852,2227,2615,1515,1383,999,1069,1357
RPL23A,183,183,54,183,406,425,348,347,190,214,282
RPL23AP1,0,0,0,0,0,0,0,0,0,0,0
RPL23AP10,0,0,1,1,1,0,0,1,1,2,0
RPL23AP11,0,1,0,6,0,2,1,3,1,0,2
RPL23AP12,3,0,0,28,4,2,22,13,1,0,2
RPL23AP14,4,2,1,2,1,4,4,5,3,2,2
RPL23AP15,1,1,0,7,1,0,0,2,2,1,2
RPL23AP16,0,0,0,2,1,0,0,0,0,2,3
RPL23AP18,3,2,1,6,6,3,8,3,5,5,10
RPL23AP20,0,2,0,4,0,0,1,1,2,0,1
RPL23AP21,20,0,21,12,73,72,30,66,36,23,52
RPL23AP22,0,1,0,1,0,0,2,0,1,0,4
RPL23AP23,2,1,1,11,3,0,12,13,5,6,2
RPL23AP24,0,0,0,0,0,0,0,0,0,0,1
RPL23AP25,1,2,0,0,0,3,5,1,1,1,3
RPL23AP26,0,0,0,3,0,0,1,1,0,1,0
RPL23AP27,0,0,0,2,1,0,2,0,1,1,0
RPL23AP28,1,0,0,2,0,1,0,2,0,2,1
RPL23AP29,0,0,0,4,0,1,0,2,1,2,1
RPL23AP3,4,3,2,11,7,7,3,2,4,3,2
RPL23AP31,0,0,0,7,1,0,0,0,1,0,1
RPL23AP33,0,0,0,3,2,0,2,0,1,0,0
RPL23AP34,0,0,0,0,0,0,0,0,0,0,0
RPL23AP36,0,0,0,3,0,2,1,2,3,1,1
RPL23AP37,0,2,0,3,4,1,0,2,0,2,0
RPL23AP39,0,0,0,0,0,0,0,0,0,2,1
RPL23AP4,0,0,0,0,3,0,0,0,0,0,0
RPL23AP40,0,0,1,10,2,2,0,4,1,2,5
RPL23AP41,0,0,0,2,2,0,0,0,0,0,0
RPL23AP42,0,0,0,0,0,0,0,1,0,0,0
RPL23AP43,0,2,0,19,5,1,3,3,0,3,5
RPL23AP45,0,0,0,0,0,0,0,0,0,0,0
RPL23AP47,0,0,1,1,0,2,0,1,1,0,0
RPL23AP48,0,0,0,3,0,0,2,0,1,0,1
RPL23AP49,0,1,0,1,1,0,2,0,0,1,1
RPL23AP5,29,36,16,32,69,61,127,59,20,52,42
RPL23AP50,2,0,0,7,4,1,5,2,2,7,5
RPL23AP51,1,0,0,5,0,0,5,3,1,4,0
RPL23AP52,1,2,0,9,1,3,2,2,1,3,2
RPL23AP54,0,0,0,3,0,0,0,0,0,0,0
RPL23AP55,0,3,1,8,2,1,3,4,0,1,1
RPL23AP56,0,0,0,2,1,0,0,1,1,1,0
RPL23AP57,3,1,0,8,5,0,1,0,2,1,1
RPL23AP6,0,0,0,0,0,0,1,0,0,0,1
RPL23AP60,0,0,0,0,0,0,0,0,0,0,0
RPL23AP62,0,0,0,5,0,0,1,1,0,1,0
RPL23AP65,1,1,0,6,2,4,2,1,0,1,1
RPL23AP66,3,1,6,11,17,5,40,21,5,6,8
RPL23AP67,2,0,2,7,3,4,7,2,0,4,2
RPL23AP69,0,0,0,0,1,1,1,2,0,0,0
RPL23AP7,99,93,62,66,222,258,85,103,116,106,85
RPL23AP70,0,0,0,4,3,0,3,1,1,2,5
RPL23AP71,0,0,0,4,0,0,1,0,1,2,2
RPL23AP72,0,0,1,5,0,1,5,3,2,1,0
RPL23AP74,0,0,0,0,0,1,1,0,0,0,0
RPL23AP75,1,0,0,3,7,1,3,3,0,2,2
RPL23AP76,0,0,0,1,0,0,0,0,0,0,2
RPL23AP77,0,0,0,5,1,1,0,0,1,0,3
RPL23AP78,0,0,0,3,1,1,0,0,1,0,2
RPL23AP8,0,0,0,7,0,0,1,0,1,0,2
RPL23AP80,1,0,0,2,0,1,1,0,0,0,2
RPL23AP81,0,1,3,3,10,14,6,11,5,7,7
RPL23AP83,0,0,0,4,2,0,1,1,1,1,2
RPL23AP85,0,0,0,1,3,1,3,1,0,0,2
RPL23AP87,0,7,0,0,4,6,2,2,1,11,14
RPL23AP88,0,2,0,1,3,2,2,6,0,2,3
RPL23AP89,0,0,0,4,0,0,0,0,0,0,2
RPL23AP90,2,0,1,2,3,1,2,3,4,1,4
RPL23AP91,0,0,0,8,1,0,0,1,0,1,1
RPL23AP92,3,1,0,6,7,2,7,6,3,4,4
RPL23AP94,0,0,0,0,1,1,3,1,2,1,2
RPL23P10,0,0,0,9,0,0,0,2,1,1,3
RPL23P11,0,0,0,2,1,0,1,0,1,0,0
RPL23P2,18,13,4,17,32,39,41,44,19,10,22
RPL23P3,0,0,0,3,4,1,10,4,3,1,4
RPL23P4,0,0,0,2,1,0,0,0,0,0,2
RPL23P5,0,0,0,3,0,0,0,1,0,0,0
RPL23P6,2,0,1,5,0,3,6,5,1,3,6
RPL23P7,1,0,0,6,2,0,0,0,1,1,5
RPL23P8,0,3,0,2,7,2,3,1,1,4,2
RPL24,756,771,142,518,1200,1130,987,844,494,533,900
RPL24P2,3,1,1,5,4,0,1,1,0,0,4
RPL24P3,1,3,0,7,4,1,0,3,2,2,3
RPL24P4,12,9,0,16,15,11,20,10,8,11,7
RPL24P5,0,1,0,2,2,3,2,4,1,2,5
RPL24P6,1,0,0,6,1,1,0,6,0,1,1
RPL24P7,0,0,0,6,6,4,3,5,5,3,1
RPL24P8,1,2,1,4,9,6,11,11,2,4,8
RPL24P9,0,0,0,3,0,0,0,0,0,1,0
RPL26,110,150,15,61,152,179,127,107,74,69,89
RPL26L1,49,54,21,70,112,113,66,58,54,38,64
RPL26L1-AS1,21,24,11,84,54,47,50,38,45,27,34
RPL26P10,2,1,3,10,1,2,7,5,0,5,5
RPL26P11,0,0,1,1,0,1,1,0,0,1,1
RPL26P12,1,0,0,1,3,0,0,2,0,1,4
RPL26P13,0,0,0,3,2,0,0,0,0,0,4
RPL26P16,0,0,0,1,0,0,1,1,0,1,0
RPL26P18,1,1,0,5,3,3,1,0,0,0,0
RPL26P19,2,3,1,3,1,1,9,2,5,3,4
RPL26P2,2,0,0,2,4,1,5,1,1,2,6
RPL26P20,0,0,0,2,1,0,0,0,0,0,0
RPL26P22,0,0,0,0,0,0,0,0,0,0,0
RPL26P23,8,1,1,1,7,12,4,6,12,6,5
RPL26P24,0,0,0,1,2,0,0,0,0,0,1
RPL26P25,0,0,0,2,2,0,0,0,0,0,4
RPL26P26,0,0,2,0,3,1,2,4,1,1,1
RPL26P27,2,8,1,7,19,8,16,20,8,12,6
RPL26P28,0,0,0,0,0,0,0,1,1,0,0
RPL26P29,0,0,1,6,0,3,5,6,2,2,1
RPL26P3,0,0,0,1,2,0,0,0,0,0,0
RPL26P31,0,0,0,3,1,0,0,1,1,0,4
RPL26P32,2,1,0,1,0,0,0,0,1,1,1
RPL26P33,4,0,1,5,1,2,8,2,0,1,7
RPL26P34,0,0,0,1,1,0,0,0,1,0,1
RPL26P35,1,0,1,6,4,3,3,6,4,0,1
RPL26P36,0,0,0,2,2,1,0,0,0,2,0
RPL26P37,0,1,0,0,0,0,0,0,0,0,0
RPL26P4,0,1,0,4,2,2,0,2,0,1,2
RPL26P5,0,0,0,2,2,0,1,2,1,1,0
RPL26P6,4,7,5,18,11,13,33,26,9,10,12
RPL26P8,0,1,0,2,0,2,3,1,0,4,2
RPL26P9,3,0,1,5,2,6,3,1,2,2,1
RPL27,661,705,133,669,966,1251,802,582,409,483,716
RPL27A,1060,1190,289,784,1949,2121,1218,1177,942,1041,1146
RPL27AP2,1,0,0,2,2,0,0,0,1,1,0
RPL27AP3,0,0,0,1,0,0,0,0,0,0,0
RPL27AP4,0,0,0,4,0,0,0,0,0,0,0
RPL27AP5,0,0,0,3,0,0,2,1,0,1,1
RPL27AP6,5,7,1,9,4,4,27,8,9,3,2
RPL27AP7,0,0,0,4,1,0,0,1,2,0,0
RPL27AP8,0,0,1,6,0,0,5,1,3,1,2
RPL27P1,0,0,0,1,0,0,0,0,0,2,0
RPL27P10,0,0,1,2,0,0,1,1,0,0,1
RPL27P11,0,0,2,14,6,7,17,12,6,6,11
RPL27P12,0,1,0,1,3,1,2,1,2,0,3
RPL27P2,0,0,0,2,0,0,0,0,1,1,0
RPL27P3,3,6,1,21,13,22,65,36,8,15,29
RPL27P4,3,1,0,3,2,2,0,0,1,0,1
RPL27P5,2,2,1,1,3,2,5,9,3,3,2
RPL27P6,1,0,0,1,1,0,0,1,0,3,1
RPL27P7,0,0,0,9,0,0,0,3,0,0,1
RPL27P8,0,1,0,4,0,0,3,3,1,0,0
RPL27P9,2,0,0,6,6,1,14,4,0,6,2
