symbol,SL6644,SL7382,SL7393,SL7395,SL7616,SL7617,SL7618,SL7625,SL7632,SL7701,SL8435
CNNM3,1102,1278,1529,971,1013,922,1091,1294,1064,611,383
CNNM3-DT,27,31,32,14,26,13,25,16,18,10,11
CNNM4,877,1306,1195,1139,669,1206,857,1302,1035,996,606
CNOT1,3707,7102,4760,4370,2984,5409,3015,5848,4790,2159,4498
CNOT10,524,815,738,569,473,607,598,680,627,258,572
CNOT11,628,1034,849,702,538,717,592,983,775,1326,678
CNOT2,1831,2001,1800,1531,1285,1664,1585,1983,1622,1437,1386
CNOT3,1813,2205,2592,1876,1317,1745,1707,2458,1985,1584,837
CNOT4,1408,2478,1962,1367,1194,1851,1459,1877,1761,1020,1430
CNOT4P1,0,0,2,1,0,0,1,0,0,0,0
CNOT6,962,1365,1407,1145,1005,1145,1010,1477,1202,561,1407
CNOT6L,1170,1641,1334,1170,869,1355,1053,1427,1177,763,1938
CNOT7,1649,3561,2430,2719,1398,3084,1644,3281,2984,950,4235
CNOT8,1233,1774,1414,1337,800,1543,961,1501,1449,1023,1457
CNOT9,920,1281,1207,1096,854,1266,860,1223,1106,1413,1008
CNP,17875,16176,21749,8448,20602,11244,16530,14316,12879,6342,9313
CNPPD1,1722,2576,1940,1529,1286,1376,1627,2386,1878,1025,738
CNPY1,20,11,15,5,16,6,28,2,4,6,4
CNPY2,341,157,291,175,223,139,292,249,165,274,111
CNPY3,1335,1960,1844,1411,1188,1479,1416,2493,1626,871,650
CNPY4,379,289,436,258,294,224,377,323,293,158,143
CNR1,2129,4184,3028,3928,1641,4491,2110,4037,4360,1714,5545
CNR2,7,8,5,3,1,1,7,2,2,4,0
CNRIP1,2507,5548,3948,4353,1954,4822,2422,5041,4294,1623,4443
CNST,2658,4445,3602,4310,1550,5373,2000,4660,4593,1511,5949
CNTD1,56,43,48,33,42,39,47,50,51,76,24
CNTF,49,39,24,11,24,38,28,22,30,26,34
CNTFR,4669,5312,4948,1601,3705,3464,4622,3116,2210,1756,475
CNTFR-AS1,25,22,33,27,26,25,53,15,25,32,11
CNTLN,709,589,570,311,539,365,625,564,458,311,236
CNTN1,9420,28291,13543,18097,9049,23924,9006,19819,17451,1996,34086
CNTN2,9302,11874,15668,9225,13185,8944,8769,11163,10777,3136,6894
CNTN3,777,1039,985,1057,605,1208,578,1030,1086,793,1266
CNTN4,1194,2596,1664,1988,1139,2422,1101,1983,1610,516,2760
CNTN4-AS2,3,4,5,1,4,3,8,3,1,6,5
CNTN5,374,756,479,674,299,640,336,595,716,71,824
CNTN6,177,973,317,445,238,745,209,467,374,31,594
CNTNAP1,10487,31568,19570,21555,6731,22436,9135,27294,23323,9828,11822
CNTNAP2,5735,16622,10895,13955,3972,14468,5458,17073,17677,2743,18164
CNTNAP2-AS1,5,4,1,3,11,12,7,7,9,3,4
CNTNAP3,237,273,192,130,142,258,171,160,128,106,152
CNTNAP3B,118,105,90,79,80,119,112,194,154,174,43
CNTNAP4,2388,3534,2624,2330,2434,2106,1872,2973,2704,619,3146
CNTNAP5,943,2122,1567,1898,781,2361,1102,2211,1949,442,2193
CNTNAP5-DT,13,28,24,16,9,27,13,21,18,3,17
CNTRL,745,540,845,433,878,623,974,716,571,446,316
CNTROB,1006,1351,1316,939,771,1036,946,1361,1163,1573,308
COA1,753,1453,1184,1080,915,1292,1020,1537,1431,432,1089
COA3,654,1174,1113,1094,656,1115,762,1524,1326,392,691
COA4,319,303,388,189,293,229,282,404,276,234,223
COA5,1115,1651,1539,1233,937,1346,1159,1447,1310,620,1280
COA6,307,257,324,268,225,312,339,318,280,376,191
COA6-AS1,30,18,27,12,25,26,45,19,12,38,7
COA7,436,1041,769,775,319,976,521,968,881,233,663
COA8,360,338,418,364,337,394,414,470,434,344,184
COASY,1778,3197,2730,2256,1337,2035,1591,3226,2495,1789,1199
COBL,9434,10876,9524,8855,6499,8801,6862,11910,9155,3106,6477
COBLL1,1235,1450,1476,1013,1168,971,1717,1562,1493,682,1220
COBLP1,3,2,1,0,2,0,0,0,0,0,0
COCH,41,61,59,93,26,62,43,71,67,33,57
COG1,2500,4721,3839,3889,1677,3928,2416,3800,3710,1149,2455
COG2,813,1092,1145,856,686,957,852,994,886,320,692
COG3,840,1150,1095,800,868,1098,882,1029,909,582,933
COG4,1327,2420,2060,1682,1425,1684,1302,2656,1987,649,1051
COG5,752,1839,1083,1113,800,1239,903,1342,1165,544,1451
COG6,753,1575,1207,1154,792,1431,970,1193,1129,412,1695
COG7,1425,1406,1552,1179,1176,1121,1324,1310,1250,1458,536
COG8,468,577,508,393,362,415,474,596,455,467,250
COIL,529,810,798,618,469,679,610,722,622,439,576
COL10A1,86,44,85,119,66,184,73,98,92,36,108
COL11A1,931,656,1022,560,878,964,1195,983,664,520,378
COL11A2,1140,598,1292,780,791,558,904,906,765,980,210
COL11A2P1,0,0,2,0,0,0,0,0,0,0,0
COL12A1,594,1347,892,699,566,721,632,979,984,513,646
COL13A1,98,82,59,82,49,82,62,131,59,280,27
COL14A1,704,307,388,296,343,160,364,686,223,631,172
COL15A1,75,47,112,77,89,41,72,134,60,41,50
COL16A1,2439,2003,4230,2038,3585,2234,2996,2972,2134,3224,430
COL17A1,43,28,68,16,35,18,37,58,36,38,14
COL18A1,4062,1711,2232,1438,1739,863,1744,2534,1054,3348,291
COL18A1-AS1,11,8,6,6,19,12,7,14,6,24,2
COL18A1-AS2,35,14,23,4,15,12,8,13,11,9,2
COL19A1,141,259,148,138,120,276,161,208,178,94,287
COL1A1,884,177,359,267,170,116,649,824,90,284,190
COL1A2,1300,736,1254,912,931,582,1495,1653,693,1234,505
COL20A1,1670,1409,1647,1312,1682,1120,1441,2070,1039,391,277
COL21A1,125,121,135,90,172,92,159,112,104,28,99
COL22A1,106,62,138,119,96,94,84,131,101,253,41
COL23A1,443,590,722,418,312,524,412,692,511,296,168
COL24A1,756,629,1314,572,655,750,808,997,689,178,544
COL25A1,47,196,86,132,55,222,53,194,135,11,259
COL25A1-DT,3,9,2,6,6,5,5,5,6,3,6
COL26A1,2149,3627,3504,3344,1294,3787,1751,4758,3581,1226,1346
COL27A1,914,595,874,516,777,460,739,979,460,1549,155
COL28A1,125,74,188,115,146,107,158,165,128,51,50
COL2A1,24,6,18,43,12,5,20,7,11,22,4
COL3A1,426,141,247,232,160,85,391,462,160,218,189
COL4A1,5687,655,964,471,740,592,796,1089,640,6230,335
COL4A2,5524,1896,2111,1138,1155,1405,1356,2492,1331,6924,386
COL4A2-AS1,5,1,3,0,5,3,4,4,3,8,1
COL4A2-AS2,6,2,2,3,10,2,4,4,1,9,0
COL4A3,428,151,285,119,332,172,251,212,227,490,125
COL4A4,339,144,254,130,241,119,193,208,168,800,111
COL4A5,846,770,1568,354,1865,552,941,522,636,166,836
COL4A6,30,41,25,33,33,21,28,30,13,16,12
COL5A1,566,257,651,397,212,307,397,697,535,1135,116
COL5A2,1711,3406,3330,3446,1351,3927,1728,4296,2474,809,2025
COL5A3,2448,2821,6273,1985,3810,3725,5002,3401,2648,2052,530
COL6A1,8490,8053,9927,6688,5069,5486,7520,9113,7858,9178,1337
COL6A2,2332,1200,1995,1368,1160,687,2273,2809,1104,1751,277
COL6A3,283,75,107,156,72,74,229,158,36,150,60
COL6A4P1,4,0,1,0,2,3,2,0,4,0,2
COL6A5,0,3,5,5,3,5,2,2,0,6,2
COL6A6,42,76,51,45,46,46,56,65,43,149,63
COL7A1,1506,1170,2057,1549,958,638,1383,1603,1442,3250,253
COL8A1,227,58,125,129,61,74,167,570,67,218,78
COL8A2,60,40,46,54,28,33,58,114,22,26,40
COL9A1,315,203,592,223,480,389,519,637,216,82,150
COL9A2,2788,2297,3480,1039,2654,1155,2235,1899,1334,642,465
COL9A3,2109,1443,2178,977,1606,978,1275,2833,1204,552,306
COLCA1,106,111,121,50,108,70,97,85,75,16,60
COLEC10,5,18,5,7,2,20,11,15,12,2,18
COLEC11,54,7,21,11,14,10,27,9,29,52,13
COLEC12,1759,1477,2043,849,1663,878,1385,1501,1259,1025,712
COLGALT1,1292,1537,1684,1221,963,1162,1055,2101,1409,1787,764
COLGALT2,1951,4678,3601,2984,2186,3567,2097,3760,3480,883,2520
COLQ,849,362,646,432,548,393,690,578,530,801,168
COMMD1,245,309,346,268,286,275,304,409,322,176,202
COMMD10,227,455,425,403,278,472,304,432,456,125,509
COMMD2,710,1463,1049,921,671,1232,747,1317,1047,607,1454
COMMD3,102,111,133,102,94,96,126,120,110,36,73
COMMD3-BMI1,0,0,0,0,0,0,0,0,0,0,0
COMMD4,818,814,1166,684,646,689,740,922,697,344,361
COMMD5,388,399,518,393,279,360,327,561,413,319,229
COMMD5P1,0,0,1,1,0,0,1,0,0,0,0
COMMD6,174,252,289,230,204,256,243,373,300,84,258
COMMD7,1016,1617,1522,1396,871,1617,1056,1944,1597,739,1058
COMMD8,245,453,417,394,225,368,301,432,391,141,502
COMMD9,715,1446,1085,1035,698,1127,724,1416,1199,429,732
COMP,2,0,3,0,1,1,0,4,2,11,1
COMT,2644,2812,3014,1530,2166,2151,2658,2449,1844,1666,761
COMTD1,118,197,185,154,88,102,152,308,159,62,60
COP1,815,1586,1262,1142,705,1491,905,1603,1273,620,1332
COP1P1,3,1,5,5,1,3,4,2,4,6,0
COPA,8829,17572,13646,11309,7779,14475,9049,15830,13848,6242,9903
COPB1,1569,2578,2081,1574,1394,1954,1437,2292,1721,1144,2017
COPB2,2483,4524,3537,2920,2330,3793,2701,4053,3220,1650,3348
COPB2-DT,76,64,55,44,77,65,71,68,67,21,32
COPE,1734,2352,2615,1918,1542,1846,1806,2686,2042,1309,836
COPG1,5099,11601,8719,8142,3970,9630,4614,9878,9209,2847,5797
COPG2,1530,2130,1991,1478,1437,1947,1999,2893,2213,1280,1791
COPRS,1311,2132,2177,2070,1027,1915,1448,2824,2500,955,1426
COPS2,1355,2597,2045,1887,1194,2209,1550,2208,2049,689,2873
COPS3,1004,2068,1626,1646,917,1875,1133,2035,1769,835,1636
COPS4,731,2044,1367,1751,762,1912,875,2081,1748,455,1724
COPS5,682,1049,1013,864,696,908,704,1094,905,450,762
COPS5P2,15,3,9,9,23,11,37,17,17,11,2
COPS6,2991,4577,4282,3869,2301,3700,2969,4807,4389,2211,2185
COPS7A,4066,8849,7328,7008,3198,7252,4188,9200,8367,2581,4222
COPS7B,1236,1844,1872,1646,1189,1616,1267,2011,1814,1110,937
COPS8,2318,5129,3580,4097,1837,4416,2322,4434,4064,1827,5020
COPS8P3,6,1,2,1,1,1,0,0,2,1,0
COPS9,315,415,541,425,362,461,468,637,554,275,285
COPZ1,1608,3320,2395,2389,1504,2438,1594,3133,2592,1077,1720
COPZ2,180,143,139,75,119,97,129,121,92,47,27
COQ10A,240,306,373,302,225,331,274,373,346,147,226
COQ10B,862,1497,1176,1226,669,1545,764,1425,1445,977,1525
COQ2,86,209,176,126,106,189,113,242,153,70,93
COQ3,170,331,361,322,187,315,270,378,320,177,290
COQ4,1020,1040,1447,1044,946,979,1231,1131,1097,497,454
COQ5,405,408,554,428,392,404,440,467,471,209,311
COQ6,188,179,216,139,143,159,202,155,132,82,82
COQ7,470,930,795,668,450,774,566,1020,743,206,714
COQ7-DT,1,2,1,0,4,0,3,1,1,4,0
COQ8A,1606,2386,2083,2121,1073,1674,1361,2489,2150,408,783
COQ8B,1431,1226,1482,967,862,952,1095,1275,989,933,298
COQ9,1406,1649,1776,1186,1068,1619,1441,1621,1348,694,770
CORIN,45,48,54,27,42,50,45,56,47,124,38
CORO1A,1787,3372,4453,3661,1444,3557,2198,5647,3911,5215,1518
CORO1B,1050,1342,1492,900,846,905,1041,1380,887,807,326
CORO1C,2475,4412,3171,3082,2056,3617,2308,3953,3409,2703,3181
CORO1CP1,0,0,1,0,2,0,0,0,0,0,0
CORO2A,737,1639,1064,1008,570,1101,767,1427,1264,314,588
CORO2B,8942,14576,11390,10714,6587,12797,6709,13515,11324,6114,5481
CORO6,8348,6200,11566,7922,3708,4510,6358,6326,7554,1362,1524
CORO7,362,431,484,315,388,358,337,447,434,1063,120
CORO7-PAM16,0,0,0,0,0,0,0,0,0,0,0
CORT,33,30,38,29,21,30,30,43,32,58,10
COSMOC,64,49,62,48,54,31,63,66,42,63,29
COTL1,1696,2472,2110,1294,1178,1345,1567,2413,1821,2317,680
COX1,3530175,2544309,2771234,1146894,2131910,1890612,2493324,2502978,2144844,4112334,1749535
COX10,390,804,443,457,269,614,319,588,527,218,361
COX10-DT,98,154,147,118,113,154,141,149,115,73,111
COX11,1199,1881,1511,1615,1022,1513,1335,1502,1145,696,1763
COX14,223,265,323,314,195,283,241,410,323,186,220
COX15,1262,2180,1624,1401,1085,1574,1196,1597,1454,412,1498
COX16,174,232,237,221,144,219,195,225,196,200,179
COX17,75,77,101,114,68,73,81,131,100,62,92
COX18,330,514,362,290,335,375,317,422,325,124,308
COX19,1078,1142,994,745,748,663,748,1087,864,1476,1783
COX2,580578,536010,559859,322381,363745,393405,521488,617570,559529,607399,427514
COX20,58,42,72,40,68,59,68,54,62,50,29
COX3,406016,337763,403398,228033,275396,280986,370673,396306,393118,461109,225892
COX4I1,4649,7427,7261,6142,4109,6146,5291,8863,7619,3175,4583
COX4I1P2,0,0,0,1,0,0,0,1,1,1,1
COX4I2,27,27,42,21,32,20,34,34,46,13,16
COX5A,1097,2276,2139,2028,968,2248,1388,2765,2379,907,1684
COX5B,1555,1916,2408,2022,1643,2362,2190,2875,2420,1265,1709
COX5BP2,2,3,3,1,5,1,2,3,1,6,2
COX5BP8,0,1,1,1,0,0,0,0,0,0,0
COX6A1,406,564,681,690,428,568,528,762,693,439,329
COX6A2,4,1,3,3,2,3,7,5,2,16,2
COX6B1,825,1480,1512,1176,731,1133,1005,1558,1406,829,1143
COX6B1P6,0,0,1,0,0,0,3,1,1,3,0
COX6B1P7,0,0,0,0,0,0,0,0,0,1,0
COX6B2,10,6,11,8,4,1,7,6,3,45,2
COX6C,944,1415,1453,1252,873,1307,1222,1635,1360,788,1003
COX6CP12,0,0,0,0,0,0,0,0,0,0,0
COX6CP13,11,5,10,3,21,4,7,2,6,21,2
COX6CP14,1,0,2,0,4,0,5,3,3,0,0
COX6CP15,6,1,4,1,6,3,5,1,5,19,0
COX6CP18,0,0,0,0,0,0,0,0,0,0,0
COX6CP5,1,0,1,0,0,0,0,0,0,0,0
COX6CP7,0,0,0,1,1,0,0,0,0,1,0
COX6CP8,0,2,1,0,1,0,1,0,0,0,0
COX7A1,155,296,240,258,174,166,185,448,236,230,128
COX7A2,814,1256,1283,1265,745,1213,944,1459,1371,608,1338
COX7A2L,1254,2668,2197,2239,1184,2194,1485,2573,2465,850,2214
COX7B,1133,2035,1584,1655,967,1751,1211,1925,1864,718,1743
COX7B2,1,0,0,0,0,0,0,1,0,5,0
COX7C,1378,1956,2021,1961,1216,1888,1454,2348,2081,1043,1752
COX8A,440,831,718,921,408,678,489,1071,849,508,502
COX8C,9,7,14,5,11,5,17,11,9,14,3
CP,4505,99,286,68,226,32,139,924,111,794,51
CPA1,5,2,6,0,7,2,6,0,5,8,2
CPA2,5,5,3,2,10,5,4,1,0,1,0
CPA3,1,2,0,3,0,0,2,0,0,2,0
CPA4,25,45,25,21,18,28,20,48,20,14,33
CPA5,14,9,11,6,2,9,9,11,6,6,7
CPA6,2,3,0,2,2,0,3,0,0,0,2
CPAMD8,538,236,352,299,176,176,262,235,208,528,62
CPB1,11,6,4,2,6,2,9,0,5,0,1
CPB2,37,17,41,8,52,21,36,11,12,13,14
CPB2-AS1,881,324,414,162,618,296,331,398,255,169,245
CPD,3342,5107,3222,3680,2056,4130,2204,4420,4242,1931,6670
CPDP1,0,0,0,0,0,0,0,0,0,0,0
CPE,28197,48128,38196,25042,30870,40076,31399,29726,24635,10209,24045
CPEB1,370,838,581,626,394,546,393,626,634,186,348
CPEB1-AS1,31,19,40,23,46,14,40,23,23,65,5
CPEB2,1623,2990,2274,1908,1629,2325,1629,1862,2044,520,3684
CPEB2-DT,16,12,33,10,21,15,21,17,20,25,11
CPEB3,2337,7456,4491,5083,2378,6027,2676,5480,5955,899,7391
CPEB4,5668,7625,7344,5572,4560,9357,4777,5613,5463,4334,7525
CPED1,77,117,146,119,65,98,180,374,111,90,163
CPLANE1,2283,2621,2670,2078,2560,2624,2903,2379,2518,1068,2252
CPLANE2,384,886,756,641,334,565,441,817,529,235,236
CPLX1,15448,33109,22402,17421,7009,15131,10131,27586,21866,15905,4451
CPLX2,54866,108376,93135,84537,39195,85181,50734,114549,101054,41727,42125
CPLX3,0,0,0,0,0,0,0,0,0,0,0
CPLX4,2,0,1,0,0,0,0,1,0,1,1
CPM,1467,794,965,414,1321,512,1011,523,563,1925,428
CPN1,0,0,1,2,0,0,1,6,0,0,0
CPN2,0,0,2,0,0,0,0,1,0,0,0
CPNE1,1793,1989,2495,1821,1227,1760,1908,2792,2121,2129,617
CPNE2,1336,1735,2060,1013,1713,1304,1603,1837,1213,1151,566
CPNE3,1815,2154,1907,874,1747,1483,1704,1509,1152,1010,1031
CPNE4,1681,4976,2778,3012,1197,4088,1469,3932,2859,723,3512
CPNE5,4357,8235,6509,7421,3359,7150,4103,8860,7155,4165,3437
CPNE6,2815,5097,5442,5413,2393,5422,2999,6104,4387,3889,2121
CPNE7,803,1675,1342,1686,642,1723,1032,1987,1495,1092,632
CPNE8,1159,1001,1163,1020,802,1138,908,1198,1083,807,1694
CPNE8-AS1,16,17,13,6,5,14,6,16,11,11,10
CPNE9,1587,2102,2416,2162,1044,2335,1160,2560,2395,2231,1419
CPO,58,24,40,25,50,26,35,11,43,90,14
CPOX,796,997,1195,834,743,891,852,990,973,285,799
CPPED1,549,829,704,518,550,626,584,729,591,249,521
CPQ,509,569,644,307,531,401,561,753,361,245,270
CPS1,195,281,267,150,186,122,196,190,137,56,154
CPSF1,4621,8159,8405,5442,2721,5156,4446,8295,4961,2721,1857
CPSF1P1,194,373,595,318,314,280,353,723,452,395,209
CPSF1P2,1,0,0,0,0,0,0,0,0,3,0
CPSF2,1408,2066,1826,1367,1381,1647,1380,1830,1534,673,1658
CPSF3,753,1208,934,870,535,915,687,1114,952,397,799
CPSF4,1305,1053,1395,1238,717,1017,1205,1250,1233,1020,452
CPSF4L,7,7,6,2,8,3,6,0,4,7,2
CPSF6,1704,4171,2825,2877,1762,3202,1749,3458,3064,1315,4710
CPSF7,2831,4170,4277,3456,2296,3350,2916,3526,3348,2191,1923
CPT1A,2258,4081,3321,1541,2311,2940,2687,2384,1939,1304,753
CPT1B,61,55,105,45,63,36,93,64,65,162,7
CPT1C,2648,4594,4544,3695,1845,3977,2138,5491,4343,3928,1541
CPT2,391,492,417,170,347,300,345,263,229,170,126
CPTP,2092,2590,2745,2321,1290,2138,1781,2990,2235,1952,602
CPVL,66,83,78,57,69,61,104,518,54,72,88
CPVL-AS1,2,0,0,0,0,0,0,4,1,0,0
CPVL-AS2,210,112,217,58,268,93,306,85,99,28,51
CPXCR1,0,0,0,1,0,0,0,0,0,0,0
CPXM1,68,65,63,61,63,57,72,92,40,83,18
CPXM2,73,169,151,135,112,144,124,200,111,98,99
CPZ,21,8,10,11,10,10,18,19,6,4,6
CR1,66,4,15,6,32,9,10,1,3,18,4
CR1L,0,4,0,4,1,0,2,0,1,1,2
CR2,13,11,7,3,5,8,2,4,5,3,2
CRABP1,110,97,95,175,51,94,136,323,81,61,82
CRABP2,163,116,160,185,86,124,186,184,155,1323,60
CRACD,446,1403,910,687,417,823,499,1067,1020,227,543
CRACDL,4454,7719,7087,7455,2771,7718,4269,9549,8068,3792,3007
CRACR2A,90,110,105,80,49,85,80,137,96,109,27
CRACR2B,85,149,257,121,118,127,163,206,123,113,32
CRADD,173,178,199,160,196,165,202,198,173,118,122
CRADD-AS1,11,5,12,9,36,9,20,18,9,15,7
CRAMP1,661,869,836,623,482,606,584,787,768,614,368
CRAT,5086,6792,5192,3944,3056,4373,3974,4460,4067,2696,1229
CRAT37,5,0,1,1,3,1,9,3,1,84,0
CRB1,595,1005,968,293,1010,718,981,422,361,122,275
CRB2,2014,1767,2651,655,1751,1172,2246,1176,1027,1287,234
CRB3,9,6,15,13,3,6,12,9,2,1,5
CRB3P1,8,5,1,4,12,7,6,3,3,2,0
CRBN,1242,2405,1734,1668,1335,1935,1432,1745,1745,540,2195
CRCP,1068,2026,1414,1196,828,1381,1065,1954,1442,726,872
CRCT1,0,0,0,0,0,0,0,0,0,0,0
CREB1,1364,2696,2210,1707,1675,2354,1677,2431,2113,1012,2134
CREB3,1087,1725,1601,1573,993,1531,1147,2047,1783,971,1199
CREB3L1,588,956,771,590,393,834,378,964,541,1370,298
CREB3L2,651,720,833,382,635,431,650,848,527,662,424
CREB3L2-AS1,1,1,3,0,5,1,1,2,1,4,0
CREB3L3,91,88,97,65,51,44,71,96,56,28,20
CREB3L4,96,71,102,56,72,62,75,105,57,105,23
CREB5,926,824,1542,564,1642,945,1056,799,771,1015,1003
CREBBP,4195,7377,6961,5442,4801,6289,5350,8033,6275,4590,3265
CREBL2,2147,5330,3910,3851,2067,3937,2610,4723,4007,850,4340
CREBRF,3509,5494,5063,4287,3832,4272,4590,5365,4973,1138,5320
CREBZF,1389,1518,1887,1360,1250,1645,1317,1638,1307,1069,1416
CREG1,1045,1910,1462,1160,931,1267,1156,1703,1380,611,1459
CREG2,16379,33970,24822,25774,12112,33949,15806,30765,26749,12095,32942
CRELD1,3208,5430,5387,4874,2682,4175,3262,6487,5086,4773,2238
CRELD2,854,847,1207,723,609,725,674,1124,906,963,417
CREM,611,664,699,597,693,868,552,752,616,1078,592
CRH,89,300,400,335,141,591,107,647,537,799,275
CRHBP,103,535,419,341,111,715,101,561,505,494,429
CRHR1,1187,1426,1439,1343,739,1287,1314,1638,1270,488,431
CRHR2,517,528,454,453,214,267,374,442,457,1436,113
CRIM1,5172,7735,4742,4600,2607,5606,3841,5700,4882,3198,5168
CRIP1,12,4,11,12,11,8,10,15,7,40,0
CRIP1P1,0,0,0,0,0,0,0,0,0,0,1
CRIP1P3,0,0,0,0,1,1,0,0,0,0,0
CRIP2,7674,6643,10888,8659,5151,7888,7110,14147,9055,6093,2796
CRIP3,130,78,186,89,159,58,139,122,139,182,19
CRIPT,339,585,454,442,435,535,398,564,474,161,637
CRISP1,0,0,0,1,0,0,0,0,0,0,0
CRISP2,0,0,0,0,0,1,0,0,1,0,0
CRISP3,3,0,1,0,0,0,0,14,1,2,0
CRISPLD1,969,287,209,155,185,411,148,263,148,83,243
CRISPLD2,1742,302,414,253,459,248,284,427,305,884,212
CRK,3373,5131,4326,3933,2824,4265,3226,5111,4532,4002,3780
CRKL,4124,8323,6150,5382,3619,6166,4045,6424,6039,5400,5762
CRLF1,1236,1117,2089,1808,1153,1233,1793,2690,1565,904,315
CRLF2,10,2,3,1,4,3,2,2,8,3,0
CRLF3,1095,746,1107,722,1184,957,1472,1027,986,2119,748
CRLS1,773,1057,910,855,613,881,807,1029,878,469,954
CRMP1,6004,11707,9293,8465,4060,12933,5246,11590,9984,4699,5340
CRNDE,7,0,10,5,5,3,7,85,6,1,10
CRNKL1,721,1286,1124,941,730,1146,908,1340,1134,421,1305
CRNN,6,0,2,0,0,1,0,0,2,21,0
CROCC,1911,1585,3041,1701,1421,1187,2267,3272,2043,2035,480
CROCC2,7,3,9,2,3,0,2,1,4,3,2
CROCCP1,13,11,12,13,5,12,11,14,9,31,2
CROCCP2,1938,2446,1108,1468,1164,1366,1400,2625,1561,1394,984
CROCCP3,1140,902,1460,681,1206,831,1412,953,928,633,347
CROCCP4,1,0,2,8,5,2,7,0,2,6,9
CROT,286,652,486,462,370,491,412,472,442,209,435
CRP,3,1,0,4,0,2,1,0,4,17,0
CRPP1,0,0,0,0,0,0,0,0,0,0,0
CRPPA,113,236,166,186,122,221,133,181,198,38,235
CRPPA-AS1,12,7,10,11,25,11,18,12,16,12,15
CRTAC1,1472,4120,2837,2461,1028,2839,1241,3838,2951,657,1237
CRTAM,9,13,9,11,5,12,8,11,17,53,21
CRTAP,4245,5298,4785,3152,3274,3105,4525,4576,4097,2197,2489
CRTC1,9630,14957,12884,11551,7042,8961,8590,15122,12318,4444,4363
CRTC1P1,2,1,1,1,0,1,0,3,1,2,0
CRTC2,1460,1257,2023,1123,1084,1120,1306,1619,1404,1658,399
CRTC3,2419,1653,2219,1331,1890,1244,1894,1754,1529,2108,763
CRTC3-AS1,14,5,10,5,16,8,20,7,8,12,2
CRX,4,1,1,2,2,3,0,1,0,7,0
CRY1,531,541,518,399,353,431,389,451,488,650,420
CRY2,7509,10918,7155,7767,3743,9375,5360,9024,8421,5474,4049
CRYAA,17,8,10,6,4,6,8,8,5,17,0
CRYAB,3754,3827,4900,2408,5031,2116,3660,3878,3026,10874,2557
CRYBA1,6,2,7,1,15,8,7,2,5,42,0
CRYBA2,16,31,30,27,17,19,27,38,25,49,12
CRYBA4,7,2,7,8,2,1,7,11,8,1,5
CRYBB1,38,64,51,60,18,91,32,108,49,21,43
CRYBB2,18,8,25,14,10,9,25,16,13,77,9
CRYBB2P1,641,736,802,616,484,717,554,850,790,977,392
CRYBB3,16,9,8,1,14,4,15,5,9,29,6
CRYBG1,122,156,175,121,154,98,175,233,177,88,102
CRYBG2,5,0,0,3,5,0,0,4,1,3,1
CRYBG3,519,373,394,143,407,375,341,234,303,182,293
CRYGA,5,2,1,8,1,1,4,2,2,2,1
CRYGB,2,1,0,0,2,0,1,1,1,0,0
CRYGC,0,0,0,0,0,0,0,1,0,0,0
CRYGD,7,23,15,18,7,12,9,18,12,1,15
CRYGEP,3,2,5,1,1,0,1,3,1,1,0
CRYGGP,0,0,0,0,0,0,0,0,0,0,0
CRYGN,50,59,57,56,40,66,48,65,38,324,22
CRYGS,98,49,106,71,98,37,84,76,63,81,31
CRYL1,1544,1746,1899,940,1592,1090,1778,1388,1164,535,611
CRYM,1798,4192,3806,4228,1854,4281,2266,6310,4417,973,3033
CRYZ,530,993,482,184,364,779,518,790,672,294,776
CRYZL1,1179,1506,1436,1141,1023,1327,1219,1462,1281,562,1349
CRYZL2P,238,252,287,232,235,236,285,292,231,90,192
CS,4870,10030,7179,7027,3443,7178,4159,7334,7291,3443,5756
CSAD,991,665,1220,707,1004,596,1104,872,739,655,336
CSAG1,16,11,14,11,14,8,11,14,13,25,1
CSAG4,1,1,0,0,1,1,1,2,0,4,0
CSDC2,1549,3133,2530,2440,949,2320,1432,3006,2315,6416,601
CSDE1,12689,24439,16255,15312,10012,17245,11808,19966,17725,6402,17379
CSE1L,1639,3884,2662,2504,1565,3034,1562,4592,2578,637,3419
CSE1L-DT,4,2,4,1,5,1,4,3,1,1,0
CSF1,2160,898,1352,472,1274,595,1065,814,626,1565,237
CSF1R,624,1165,1033,496,625,843,601,3053,661,1356,856
CSF2,2,0,0,0,0,0,0,0,0,14,0
CSF2RA,36,83,100,65,81,131,86,190,78,48,81
CSF2RB,90,33,55,37,33,19,25,73,18,52,16
CSF2RBP1,1,0,1,0,1,0,0,0,0,0,0
CSF3,874,1,10,0,22,3,3,87,1,93,0
CSF3R,473,243,397,450,188,245,254,560,210,429,140
CSGALNACT1,2177,3214,2684,1930,1920,2713,1772,2413,1760,575,2163
CSGALNACT2,897,930,973,656,640,799,724,696,694,1364,763
CSGALNACT2P1,8,3,6,1,4,1,4,1,1,1,1
CSH1,0,0,0,0,0,0,0,0,0,0,0
CSH2,1,0,0,1,0,0,0,0,1,1,0
CSHL1,0,0,0,1,0,0,0,0,0,0,0
CSK,996,1622,1731,1274,980,1175,1269,1998,1562,921,539
CSKMT,90,97,77,63,54,49,57,75,55,71,25
CSMD1,2333,3832,3186,3688,1901,3851,2337,3697,3587,1868,3603
CSMD2,1597,1758,2232,1536,1390,1859,1462,2155,1800,4713,849
