symbol,SL32271,SL5882,SL6338,SL6407,SL6409,SL6663,SL6670,SL7380,SL7622,SL7854
LOC643172,1,0,1,4,4,1,0,0,1,0
LOC643201,22,9,44,17,32,16,17,24,37,29
LOC643307,1,0,2,5,0,4,3,4,4,2
LOC643342,1,1,4,13,5,1,1,1,1,0
LOC643348,0,1,2,9,5,0,0,0,0,0
LOC643381,0,0,1,0,0,0,0,0,1,0
LOC643709,0,0,3,0,0,0,0,0,0,0
LOC644135,6,5,4,6,12,2,3,6,8,10
LOC644169,48,29,84,36,173,60,88,163,132,96
LOC644269,0,0,0,6,2,1,0,1,0,0
LOC644335,0,0,1,2,0,0,0,0,0,0
LOC644456,34,4,25,33,42,12,35,31,13,13
LOC644584,4,0,6,18,15,5,5,11,4,12
LOC644656,6,3,6,5,6,5,6,5,6,5
LOC644669,5,0,8,8,4,0,0,2,0,5
LOC644746,1,0,0,6,3,0,0,0,1,1
LOC644909,3,0,1,2,6,2,2,7,1,1
LOC645188,0,0,1,1,0,0,0,1,0,0
LOC645266,5,0,3,9,10,1,1,1,0,0
LOC645397,0,0,5,4,5,3,1,6,0,2
LOC645405,0,0,3,2,2,0,1,1,0,3
LOC645433,9,3,7,9,8,17,9,3,12,7
LOC645482,2,0,6,4,4,2,3,5,6,11
LOC645485,15,4,22,9,31,17,18,28,13,25
LOC645852,1,0,0,1,2,0,0,0,0,0
LOC645853,8,2,8,12,9,9,11,7,9,13
LOC646012,1,0,0,1,1,0,0,0,0,1
LOC646071,1,0,1,0,0,0,0,0,0,0
LOC646112,1,0,2,2,1,0,1,5,1,0
LOC646216,0,0,4,4,5,0,1,1,3,0
LOC646506,0,0,0,1,3,0,0,0,1,1
LOC646616,5,2,4,1,8,6,9,13,10,7
LOC646665,10,11,8,73,10,16,19,9,12,21
LOC646666,3,2,5,3,4,3,2,3,4,13
LOC646674,4,4,4,4,10,7,19,9,11,5
LOC646801,0,0,1,7,3,0,0,0,0,0
LOC646804,2,0,0,2,3,0,1,0,2,5
LOC646828,1,0,1,10,5,0,1,0,0,1
LOC646870,4,1,13,12,10,8,11,5,9,64
LOC646938,0,0,1,1,0,0,1,0,0,1
LOC647132,0,0,3,19,8,3,2,0,1,2
LOC647208,0,1,0,1,0,0,0,0,0,0
LOC648442,0,0,1,5,5,0,0,0,1,0
LOC649133,0,0,3,2,7,0,0,0,0,0
LOC650024,0,0,0,1,1,1,0,0,1,1
LOC651337,15,10,17,30,22,18,19,12,20,40
LOC651644,9,3,18,21,9,15,30,12,11,28
LOC652276,189,73,192,123,272,342,308,397,245,193
LOC652549,0,0,0,1,1,1,1,1,0,2
LOC654780,0,0,4,12,6,9,3,9,12,0
LOC728138,222,119,94,149,78,90,181,117,224,245
LOC728307,3,1,10,1,20,3,0,13,10,1
LOC728485,30,4,32,33,45,44,37,48,36,17
LOC728488,37,23,22,46,13,55,43,53,33,59
LOC728506,3,0,2,4,3,4,3,2,0,2
LOC728554,51,24,76,25,71,35,167,125,79,40
LOC728587,0,0,1,9,9,0,0,0,0,0
LOC728660,0,0,0,2,1,0,0,0,0,0
LOC728877,58,31,34,54,92,74,48,109,89,79
LOC729126,5,6,6,20,6,6,13,4,12,26
LOC729141,6,1,7,0,14,3,2,8,15,3
LOC729254,0,0,3,7,1,0,0,0,0,1
LOC729532,1,0,4,2,3,0,1,0,1,0
LOC729558,3,0,2,4,0,1,1,2,5,7
LOC729654,33,8,25,18,49,17,15,41,45,49
LOC729707,0,0,5,2,1,0,0,0,0,0
LOC729815,2,2,2,2,3,2,11,0,4,0
LOC729867,41,17,22,63,46,25,33,75,54,29
LOC730098,8,4,10,9,4,17,16,7,3,0
LOC730100,2,0,17,5,9,3,2,11,6,1
LOC730101,21,11,82,18,96,38,31,68,86,43
LOC730183,24,6,25,14,17,28,27,20,30,18
LOC730338,0,0,6,9,8,0,0,0,1,0
LOC731157,3,0,5,1,7,1,2,12,5,5
LOC731755,0,0,0,0,0,0,0,0,0,0
LOC732229,0,0,2,0,0,0,0,0,0,0
LOC751837,3,1,5,10,9,3,1,6,1,5
LOC780529,1,1,3,2,4,2,2,1,3,0
LOC791091,0,0,0,7,1,0,0,0,0,0
LOC84214,2,0,1,1,1,0,0,2,2,1
LOC93429,160,50,126,77,169,89,111,143,238,139
LOC93463,2,2,5,7,8,4,7,4,3,39
LOC93622,454,230,957,288,1768,1341,1235,2361,1219,365
LOH12CR2,78,42,163,70,200,192,228,292,159,135
LONP1,3986,1904,4836,3155,5397,6113,7484,6684,4882,2225
LONP2,1614,1270,3692,1817,6426,3152,4632,7247,4057,2687
LONRF1,504,353,660,770,2223,742,996,1609,982,541
LONRF2,7227,4525,12639,5117,36603,14820,16258,36277,19854,4207
LONRF2P1,1,0,0,1,3,0,0,0,0,0
LONRF3,68,45,106,167,117,67,148,176,101,102
LORICRIN,21,1,6,2,3,7,5,6,10,3
LOX,107,25,181,77,153,57,99,186,94,54
LOXHD1,194,172,327,1067,511,306,825,188,152,36
LOXL1,255,58,168,110,171,118,190,188,225,125
LOXL1-AS1,145,80,193,78,347,219,289,354,295,115
LOXL2,273,83,147,346,160,127,187,189,219,161
LOXL3,192,119,248,173,320,243,338,372,258,228
LOXL4,74,16,63,108,66,28,56,81,60,57
LPA,5,3,21,29,21,6,14,12,13,11
LPAL2,12,8,16,16,19,13,22,34,42,22
LPAR1,2397,2528,8539,4032,5748,6772,6704,8997,7733,13624
LPAR2,178,77,154,94,145,246,258,300,303,128
LPAR3,94,32,209,99,186,93,42,217,138,33
LPAR4,34,20,141,76,102,50,42,133,44,77
LPAR5,57,33,151,79,154,118,121,232,148,261
LPAR6,52,44,133,191,184,201,251,397,214,272
LPCAT1,916,350,1287,598,2128,1079,1452,2646,1520,694
LPCAT2,111,43,262,123,323,204,224,453,374,304
LPCAT2BP,6,1,8,8,7,7,15,13,7,4
LPCAT3,353,149,425,410,676,335,448,790,494,403
LPCAT4,4142,2643,4646,2032,6718,6236,8681,7359,6214,1373
LPGAT1,1783,1243,4354,1381,10768,3966,5575,9156,5042,2075
LPGAT1-AS1,0,0,5,5,4,1,1,1,0,1
LPGAT1P1,6,1,5,16,2,3,8,2,4,7
LPIN1,2521,1800,4384,4060,6236,4197,6602,7444,5333,4445
LPIN2,2327,1885,6313,1180,8884,5187,6722,11950,7096,1945
LPIN3,302,132,308,408,353,270,394,256,256,172
LPL,3039,3376,10213,1920,22636,7533,13083,14320,5763,860
LPO,35,11,42,28,82,46,33,42,34,14
LPP,1182,755,2547,3679,2853,2303,3178,4727,2702,5117
LPP-AS1,0,0,3,2,4,0,0,0,0,2
LPP-AS2,63,28,84,17,196,59,92,152,104,77
LPXN,103,73,206,103,282,162,232,351,190,192
LRAT,145,169,565,390,832,348,370,1039,387,376
LRATD1,2050,483,1948,1027,4822,2643,2828,3710,3227,509
LRATD2,248,142,526,367,949,284,646,725,386,382
LRBA,664,487,1664,464,2594,1124,1359,3102,1616,730
LRCH1,157,80,233,365,339,172,295,466,323,367
LRCH2,250,151,591,238,896,437,663,1231,639,439
LRCH3,839,475,1191,1269,1769,1123,1736,2103,1462,1655
LRCH4,2550,1277,1599,1781,1805,2210,3099,2014,2536,1315
LRCOL1,3,2,8,6,8,4,11,2,12,4
LRFN1,1126,338,1202,247,831,1058,1127,1055,989,312
LRFN2,135,24,159,43,160,271,91,262,231,81
LRFN3,1415,475,1583,775,2084,1748,1808,2212,1513,549
LRFN4,1464,377,958,385,909,1310,1288,1169,1255,313
LRFN5,266,198,595,961,1080,508,475,1133,697,387
LRG1,20,2,8,17,12,10,9,9,6,6
LRGUK,82,31,85,101,115,33,51,85,84,68
LRIF1,190,84,342,289,501,450,608,757,424,319
LRIG1,5516,1432,5052,5883,7706,1565,5022,7621,4725,5286
LRIG2,496,255,823,526,1228,685,1007,1573,999,883
LRIG2-DT,51,30,90,87,118,66,106,106,96,179
LRIG3,77,32,172,116,217,85,138,184,111,118
LRIT1,4,0,6,1,8,6,7,9,1,6
LRIT2,56,53,117,24,190,131,205,171,82,27
LRIT3,24,11,19,29,16,19,22,24,31,13
LRMDA,68,43,119,103,207,116,160,244,132,174
LRP1,40937,19241,53021,24392,60162,37237,57278,67890,57147,24720
LRP1-AS,10,6,5,23,4,11,19,9,10,19
LRP10,5674,2069,6646,7172,5661,3990,6803,6901,5567,4569
LRP11,1114,793,2906,608,4319,2317,3436,5323,2604,921
LRP12,456,298,980,431,1858,848,1148,2288,1338,534
LRP1B,888,659,2142,993,4655,1703,2262,4750,2743,2392
LRP2,187,59,671,614,801,553,908,745,897,1749
LRP2BP,346,157,647,791,677,233,398,527,441,421
LRP3,18725,4598,14663,5209,10313,17883,21035,11902,11397,3046
LRP4,4142,2984,8305,8124,13124,3946,9693,12293,6147,4553
LRP4-AS1,18,12,20,25,60,29,40,28,28,32
LRP5,1682,627,2062,1538,1563,1027,2101,1979,1517,1194
LRP5L,108,66,106,136,116,107,151,113,156,145
LRP6,634,518,1600,868,2903,1283,2011,3131,1688,1669
LRP8,427,354,1053,640,1874,764,1485,2318,1128,678
LRP8-DT,1,3,10,4,16,16,9,33,24,16
LRPAP1,6391,3183,10676,3219,14251,11477,18313,11502,6897,1935
LRPPRC,1759,1512,4514,1150,9459,5043,5292,11727,5557,1985
LRR1,16,5,40,31,53,20,35,43,29,17
LRRC1,241,100,317,318,498,267,429,485,401,235
LRRC10,2,1,2,4,4,0,0,0,0,0
LRRC10B,4807,1699,3788,1635,4099,5602,7536,4776,3831,552
LRRC14,1682,768,2110,1003,2421,2139,2819,2730,2050,754
LRRC14B,113,33,72,4,101,107,97,134,99,10
LRRC15,11,6,18,19,29,13,7,66,49,5
LRRC17,13,22,40,23,64,35,91,86,41,73
LRRC18,5,2,35,13,28,1,5,10,1,7
LRRC19,23,10,33,53,66,23,42,42,34,53
LRRC2,50,25,134,123,158,268,125,197,72,32
LRRC2-AS1,1,1,4,11,7,1,1,1,1,1
LRRC20,1796,832,2736,519,2667,2684,2872,3651,2271,637
LRRC23,538,249,953,540,1004,467,636,841,435,384
LRRC24,0,0,0,0,0,0,0,0,0,0
LRRC25,24,9,32,33,34,21,33,43,19,31
LRRC26,12,0,3,1,0,0,0,3,7,2
LRRC27,694,385,848,394,1093,832,1148,1401,843,388
LRRC28,235,177,506,251,752,501,717,993,545,410
LRRC3,67,21,60,57,93,40,53,91,51,45
LRRC3-DT,3,3,5,45,6,5,9,5,9,6
LRRC30,0,0,0,4,1,0,0,0,0,0
LRRC31,5,1,12,14,13,5,9,4,10,12
LRRC32,3147,571,1333,3876,731,820,1881,1264,730,1715
LRRC34,142,71,252,77,318,157,227,374,189,162
LRRC34P2,0,0,0,1,2,0,0,0,0,0
LRRC36,43,18,71,41,91,41,84,47,55,21
LRRC37A,49,20,25,76,19,26,65,48,60,47
LRRC37A11P,4,3,15,23,26,15,16,12,11,12
LRRC37A13P,0,0,0,2,0,0,0,1,0,0
LRRC37A14P,0,0,1,5,2,1,0,1,0,0
LRRC37A15P,4,2,12,4,13,9,22,15,6,12
LRRC37A17P,319,211,647,325,798,578,696,877,582,539
LRRC37A2,316,181,243,388,102,201,274,266,395,115
LRRC37A3,247,215,336,309,409,285,388,632,477,320
LRRC37A5P,6,3,18,13,20,12,33,40,19,15
LRRC37A6P,122,38,405,83,670,294,367,648,311,146
LRRC37B,312,219,485,289,592,325,560,742,630,470
LRRC38,4,1,8,11,9,9,14,12,10,2
LRRC39,38,27,60,46,61,78,100,83,63,64
LRRC3B,431,133,474,566,731,444,579,895,412,288
LRRC3B-AS1,6,1,7,5,7,6,5,11,17,5
LRRC3C,2,2,5,6,2,1,2,0,0,4
LRRC4,1407,945,3152,757,3789,2849,3497,5055,2833,1061
LRRC40,268,163,492,256,894,454,709,1150,647,404
LRRC41,1840,1148,3126,1941,4835,2708,3636,4778,3368,1739
LRRC42,166,106,382,323,555,333,428,674,307,203
LRRC43,264,121,376,182,406,259,369,291,200,115
LRRC45,721,297,636,280,588,636,937,573,613,291
LRRC46,322,96,381,301,484,69,139,128,74,89
LRRC47,1068,475,1670,524,2381,1896,2307,2961,2092,619
LRRC49,523,318,930,269,1738,942,1243,1691,964,417
LRRC4B,28792,7103,21529,6692,17301,21997,21957,22786,25604,7022
LRRC4C,1012,923,3355,886,6061,4542,4590,8980,4224,2444
LRRC51,346,246,965,468,1044,513,684,1098,546,469
LRRC52,0,0,1,0,4,1,3,5,0,1
LRRC52-AS1,0,0,13,8,7,1,2,2,0,0
LRRC53,6,1,12,11,13,4,2,5,9,12
LRRC55,267,59,246,158,307,162,237,762,449,147
LRRC56,2293,814,1821,524,1710,2268,2904,1693,2089,447
LRRC57,154,62,236,187,351,194,270,385,255,184
LRRC58,1203,922,3241,1873,4011,3302,4379,5948,3094,2851
LRRC59,916,556,1834,1157,2726,1603,2237,2709,1423,639
LRRC61,388,295,829,291,918,852,1109,1175,795,163
LRRC63,11,2,25,13,38,12,31,34,30,99
LRRC66,21,10,33,52,25,24,39,39,32,21
LRRC69,13,9,17,52,17,11,15,17,14,29
LRRC7,2926,1763,5072,1179,9895,4409,6502,10035,6288,2433
LRRC70,1,1,7,5,13,2,5,8,3,5
LRRC71,311,41,311,230,300,33,52,74,23,20
LRRC72,0,0,3,7,5,2,2,2,1,0
LRRC73,518,160,749,184,1101,1077,935,1141,709,97
LRRC74A,2,2,9,5,9,5,3,4,4,10
LRRC74B,293,72,278,224,330,16,72,66,14,16
LRRC75A,380,222,550,322,463,330,561,540,402,226
LRRC75B,743,416,747,522,799,888,956,824,759,481
LRRC77P,10,6,10,8,32,0,2,4,0,3
LRRC8A,4951,2397,6967,8176,8636,3636,6759,9668,6255,5129
LRRC8B,963,594,2365,761,3823,2167,2811,5481,2734,1071
LRRC8C,257,239,661,531,1694,656,824,1869,955,731
LRRC8C-DT,64,24,85,50,148,93,131,178,108,129
LRRC8D,378,268,1231,323,1882,787,1169,2321,986,767
LRRC8E,5,4,15,22,10,8,14,6,8,6
LRRC9,106,33,294,157,183,50,74,175,85,89
LRRCC1,351,166,685,424,689,803,935,1125,932,1187
LRRD1,4,3,10,21,19,3,16,15,10,13
LRRFIP1,800,450,1125,2160,1731,1465,1625,2006,1588,1335
LRRFIP2,624,349,1004,1091,1405,906,1466,1600,1257,1282
LRRFIP2P1,0,0,2,4,5,0,0,0,0,0
LRRIQ1,470,162,950,593,811,337,382,768,279,331
LRRIQ3,19,5,76,50,84,45,25,125,16,48
LRRIQ4,4,3,18,12,20,5,12,7,5,9
LRRK1,409,286,540,231,474,520,339,884,754,264
LRRK2,436,305,730,356,1531,685,1125,1511,785,669
LRRN1,637,681,2952,1181,7112,1770,2979,4635,2102,653
LRRN2,2549,1461,4678,720,4836,4283,4622,7567,5928,1072
LRRN3,652,737,1857,415,3833,2357,2150,6024,2887,1182
LRRN4,256,93,217,58,311,159,243,350,298,51
LRRN4CL,12,6,28,20,24,16,26,19,28,11
LRRTM1,2229,1135,3178,809,10598,3815,4964,4939,3102,584
LRRTM2,905,703,2000,331,2769,1536,1980,3817,2038,546
LRRTM3,444,386,1341,210,2826,1289,1615,3593,1590,373
LRRTM4,213,137,577,157,1303,632,645,1202,596,202
LRRTM4-AS1,8,1,3,8,3,3,5,2,8,25
LRSAM1,1470,671,1818,1209,1846,1819,2150,2514,1875,1147
LRTM1,13,2,4,6,8,3,7,3,5,5
LRTM2,4128,1962,4436,391,3763,3794,6351,4566,3318,449
LRWD1,1457,446,1264,799,1377,1303,1336,1475,1229,379
LSAMP,4072,3746,13970,5168,22833,12405,17648,29354,13271,10015
LSAMP-AS1,14,2,20,28,17,20,16,10,6,32
LSG1,570,338,1286,815,1688,1232,1714,2032,1218,785
LSM1,39,10,37,26,57,50,62,85,43,37
LSM10,246,112,379,339,551,472,556,677,348,186
LSM11,91,77,310,91,530,282,243,564,364,155
LSM12,59,26,111,114,218,126,160,232,164,90
LSM14A,871,525,1859,1454,2828,1405,2019,3268,1866,1596
LSM14B,1047,513,1659,575,2392,1541,1893,2486,1685,636
LSM1P2,0,0,1,1,1,0,0,0,0,0
LSM2,116,33,188,138,230,224,248,297,151,155
LSM3,249,149,532,183,811,634,797,1065,509,262
LSM4,886,270,1001,492,1297,1360,1430,1777,1023,459
LSM5,163,72,266,159,511,280,385,554,298,268
LSM6,100,29,110,130,199,143,210,259,139,117
LSM7,303,162,312,434,360,370,537,418,360,177
LSM8,103,41,183,177,293,188,270,365,233,230
LSMEM1,21,12,27,271,42,28,49,35,30,36
LSMEM2,25,21,70,82,79,84,96,60,72,70
LSP1,52,40,91,38,79,72,89,87,56,50
LSP1P1,2,0,0,0,0,1,0,1,0,0
LSP1P2,0,2,1,3,2,1,4,2,0,2
LSP1P5,690,376,844,538,1066,1071,1142,1286,768,961
LSR,466,266,481,404,507,682,979,761,715,545
LSS,3341,1800,4076,4019,4927,4716,6284,5058,4310,2962
LST1,26,14,67,36,83,134,107,145,94,71
LTA,6,0,7,33,3,3,5,6,6,9
LTA4H,526,309,950,324,1433,768,1018,1742,847,483
LTB,24,21,39,20,13,32,38,45,32,35
LTB4R,266,124,271,250,271,202,355,273,344,129
LTB4R2,0,0,0,0,1,0,0,0,0,0
LTBP1,374,289,1220,963,1128,361,844,1333,796,1026
LTBP2,294,237,505,217,543,310,615,612,467,308
LTBP3,20162,5542,13002,8640,11586,11835,17493,14395,13218,6601
LTBP4,5672,1945,4359,2911,3503,5104,5039,5399,5914,2061
LTBR,630,161,319,1078,375,472,563,500,435,450
LTC4S,3,2,3,6,4,7,8,7,6,5
LTF,19,11,26,24,79,5,18,133,24,27
LTK,357,257,183,152,191,216,698,167,144,54
LTN1,449,306,1095,382,1687,980,1470,2440,1408,1016
LTO1,565,315,485,457,707,561,822,962,806,499
LTO1P1,18,4,11,17,19,16,12,28,30,13
LTV1,178,120,316,215,545,393,531,612,335,296
LTV1P1,1,0,1,2,4,0,0,1,1,2
LUADT1,0,0,2,2,3,0,1,1,1,0
LUARIS,15,4,10,14,25,8,21,11,38,23
LUC7L,1125,658,1028,1356,1566,1542,2134,1831,1743,1527
LUC7L2,401,219,579,403,1024,628,906,1058,893,821
LUC7L3,3792,1872,4092,6741,5622,7970,7338,6741,6883,8118
LUCAT1,4,1,3,41,11,0,4,3,5,8
LUM,6,5,21,14,20,8,24,12,21,24
LURAP1,181,85,258,60,454,215,283,371,329,183
LURAP1L,71,8,64,82,98,104,99,128,72,79
LURAP1L-AS1,8,0,1,6,4,16,9,2,3,23
LUZP1,1357,999,3987,2146,4617,4232,5167,6016,3151,2570
LUZP2,220,92,670,205,1266,609,598,2124,1367,971
LUZP4,0,1,0,8,3,0,1,1,0,0
LVRN,6,5,14,20,15,9,2,24,20,15
LXN,17,11,45,12,66,38,38,90,47,33
LY6D,1,0,0,1,1,0,1,0,0,0
LY6E,4712,1950,6018,2713,7098,8481,9147,6802,5146,1948
LY6G5B,66,52,52,63,85,81,127,91,112,68
LY6G5C,218,85,137,239,278,154,414,291,163,110
LY6G6C,9,7,8,31,11,24,9,20,30,15
LY6G6D,0,0,0,1,0,2,0,0,1,1
LY6G6F,0,0,0,2,0,1,0,1,3,0
LY6G6F-LY6G6D,0,0,0,0,0,0,0,0,0,0
LY6H,1190,328,1184,319,1941,1622,1169,2733,1709,608
LY6K,11,3,20,21,14,24,24,12,13,5
LY6L,1,0,3,1,1,0,1,0,0,0
LY75,8,8,21,15,59,33,60,71,43,41
LY75-CD302,0,0,0,0,0,0,0,0,0,0
LY86,9,14,40,27,53,46,37,103,36,38
LY86-AS1,12,3,24,23,21,76,19,16,11,13
LY9,2,1,22,32,23,3,2,4,3,9
LY96,12,1,14,16,11,6,13,6,14,12
LYAR,159,63,153,519,244,252,299,335,217,188
LYG1,24,17,31,98,33,40,45,45,35,63
LYG2,26,21,31,70,52,40,55,53,99,87
LYL1,69,39,124,138,80,116,160,182,91,105
LYN,78,32,151,174,214,111,133,234,134,221
LYNX1,9903,5921,13418,4891,13267,14539,16011,12661,11473,4534
LYPD1,141,39,238,167,283,151,190,628,319,160
LYPD2,3,0,1,0,2,0,2,1,3,0
LYPD3,29,16,80,27,48,30,39,38,49,12
LYPD5,358,244,480,159,712,576,754,994,816,334
LYPD6,98,57,268,109,390,168,316,447,208,241
LYPD6B,9,4,16,6,19,9,9,31,11,18
LYPLA1,159,142,417,220,728,464,657,929,510,336
LYPLA2,1463,677,2018,1069,2263,2436,2670,2332,1507,510
LYPLAL1,221,126,554,166,805,456,673,907,508,497
LYPLAL1-DT,8,5,15,6,17,19,16,16,7,15
LYRM1,200,111,364,246,751,370,454,817,359,243
LYRM2,524,459,1454,842,2464,1840,2255,3395,1508,1402
LYRM4,376,253,723,483,918,796,1310,1325,551,348
LYRM4-AS1,6,4,15,31,17,14,18,28,19,18
LYRM7,837,548,2203,736,3206,3408,3111,4902,2431,1967
LYRM9,488,200,672,196,885,819,930,1244,859,399
LYSET,41,19,55,58,125,90,109,159,78,49
LYSMD1,198,128,360,198,494,462,576,644,381,205
LYSMD2,363,173,614,215,1124,784,1120,1306,674,258
LYSMD3,203,100,427,333,740,382,585,909,502,311
LYSMD4,258,171,504,186,562,450,519,773,382,267
LYST,952,722,1870,1117,3246,1394,1931,3661,2444,1525
LYVE1,73,30,99,426,140,80,175,308,78,114
LYZ,11,3,21,14,12,4,7,8,12,22
LYZL1,0,0,1,0,4,0,0,1,1,0
LYZL2,0,0,0,5,1,0,0,0,0,0
LYZL4,8,0,7,8,10,11,6,15,4,1
LZIC,276,202,684,349,916,597,769,1214,649,702
LZTFL1,449,288,972,212,1409,857,1107,1972,946,379
LZTR1,3372,1629,3391,2448,4082,4253,5598,4765,4019,2189
LZTS1,3832,2416,7514,2443,7793,8048,9557,11154,7461,2039
LZTS1-AS1,20,12,7,73,6,39,66,16,8,32
LZTS2,5597,1638,4002,2462,3742,4567,6204,5607,5474,3049
LZTS3,22556,11105,24428,4813,22102,26249,35024,28185,26518,4813
M1AP,8,13,34,23,54,44,52,46,30,15
M6PR,474,300,1052,397,1586,838,1034,2339,1052,423
MAB21L1,22,6,25,11,20,14,18,30,35,25
MAB21L2,19,2,15,18,8,6,5,14,11,8
MAB21L3,9,1,20,19,16,8,9,10,18,14
MAB21L4,9,6,16,11,18,2,3,3,1,1
MACC1,0,0,10,24,11,2,2,5,3,4
MACC1-AS1,0,0,1,1,0,1,1,0,0,0
MACC1-DT,0,0,3,1,2,1,1,0,0,0
MACF1,10754,6272,17339,24463,29367,13371,18101,29225,20845,26425
MACIR,387,281,930,337,1270,751,1288,1596,897,640
MACO1,384,258,934,480,1488,914,1207,1878,1080,788
MACORIS,1,1,5,5,5,11,11,15,6,4
MACROD1,587,152,417,224,321,489,572,549,507,240
MACROD2,1077,710,2483,558,5135,3256,3927,5340,2639,949
MACROD2-AS1,17,9,18,45,25,17,33,17,21,37
MACROD2-IT1,2,2,2,13,9,2,7,5,3,5
MACROH2A1,1477,701,2026,1410,3018,1855,2607,3917,2496,1282
MACROH2A2,283,73,347,158,406,288,321,535,321,139
MAD1L1,740,307,1049,577,1065,1086,1572,1093,793,475
MAD2L1,113,75,231,41,351,258,285,445,255,65
MAD2L1BP,165,70,246,143,447,323,414,541,300,109
MAD2L2,879,341,1009,652,1108,1071,1334,1345,744,345
MADCAM1,241,31,78,76,95,161,165,95,127,100
MADD,3573,2858,8846,2601,13451,9009,10266,14435,8559,2718
MADD-AS1,12,5,4,6,9,7,7,5,4,7
MAEA,1944,817,2150,1221,3011,2581,3497,4140,2763,896
MAEL,11,8,58,8,39,38,22,31,21,11
MAF,266,158,725,348,756,810,1048,1598,859,877
MAF1,1754,832,2422,1650,2328,2555,2904,3571,2170,1177
MAFA,11,3,5,17,3,10,5,8,9,2
MAFA-AS1,2,0,2,1,0,0,3,0,1,0
MAFB,242,57,203,236,235,217,250,254,218,177
MAFF,515,34,154,1772,181,89,145,132,122,577
MAFG,1807,1182,3083,4052,4914,6151,5172,6347,4309,1995
MAFK,820,118,294,574,195,307,276,277,375,572
MAFTRR,5,1,11,9,13,4,4,10,3,5
MAG,6355,1990,13780,3372,11385,10622,14415,13858,9910,8491
MAGEA1,1,0,2,2,0,0,0,0,0,0
MAGEA10,0,0,1,5,1,1,0,0,1,1
MAGEA11,0,1,2,3,2,2,1,0,0,0
MAGEA12,3,3,6,17,4,5,4,9,3,6
MAGEA2B,0,0,0,0,0,0,0,0,0,0
MAGEA3,0,0,0,0,0,0,0,1,1,0
MAGEA4,1,0,0,0,0,0,0,0,0,0
MAGEA6,0,0,1,0,1,0,0,1,0,0
MAGEA8,0,2,4,6,7,1,5,7,8,8
MAGEA9,0,0,0,0,0,0,0,0,0,0
MAGEB1,0,0,2,5,1,0,0,0,0,2
MAGEB10,0,0,0,2,0,0,0,0,0,0
MAGEB16,1,1,2,2,1,0,2,1,0,0
MAGEB17,1,1,1,4,3,3,1,2,0,1
MAGEB18,0,0,1,5,3,0,0,0,0,0
MAGEB2,0,0,2,0,3,1,0,0,0,0
MAGEB3,0,0,1,7,5,0,0,0,0,0
MAGEB4,0,0,2,1,3,0,0,0,0,0
MAGEB5,0,0,2,2,2,0,0,0,0,0
MAGEB6,0,0,1,2,0,0,0,0,0,0
MAGEB6B,0,0,0,0,0,0,0,0,0,0
MAGEC1,1,0,0,2,0,0,0,1,2,0
MAGEC2,0,0,0,4,2,0,0,1,1,0
MAGEC3,67,27,30,51,94,69,81,85,98,53
MAGED1,4328,2444,8917,1350,14467,8719,8478,17669,10414,2786
MAGED2,1734,1197,4236,1700,6368,3538,4841,7969,3836,2186
MAGED4,6,16,20,8,26,13,22,47,19,8
MAGED4B,8,15,19,4,21,12,24,39,18,12
MAGEE1,1434,1239,3229,241,5210,2640,3772,5251,3545,559
MAGEE2,55,67,131,12,153,88,173,377,201,61
MAGEF1,797,445,994,325,1700,1115,1430,2000,1233,410
MAGEH1,534,316,1081,327,2048,1287,1653,2710,1352,472
MAGEL2,45,2,31,1,45,40,18,118,76,6
MAGI1,821,553,2028,701,3045,1998,2228,3724,2320,1534
MAGI1-AS1,1,1,0,5,3,3,2,0,7,10
MAGI1-IT1,1,2,9,9,9,0,4,3,4,6
MAGI2,1850,1212,4245,1685,6147,2855,4310,6932,3985,2449
MAGI2-AS2,2,2,1,11,0,4,0,2,1,13
MAGI2-AS3,418,300,932,635,1445,631,1085,1452,1054,1527
MAGI3,522,271,1157,702,1221,957,1228,2045,1203,1080
MAGOH,95,43,98,113,179,134,187,167,136,90
MAGOH-DT,8,5,13,6,16,9,22,26,10,12
MAGOHB,82,45,131,86,263,182,191,273,121,94
MAGT1,386,196,1033,1011,1296,649,1166,1664,810,1095
MAIP1,78,39,117,71,258,121,197,220,134,83
MAJIN,7,0,4,14,8,0,3,5,5,2
MAK,114,66,173,286,177,131,204,157,179,370
MAK16,161,109,318,166,575,315,391,686,357,187
MAL,1086,459,2750,1286,2863,2358,2473,3565,1857,1575
MAL2,586,454,1340,248,3300,2196,2167,3026,1678,163
MAL2-AS1,4,5,7,38,20,15,9,10,9,5
MALAT1,140758,73118,110540,483121,144555,197873,317891,162414,210213,299819
MALL,13,3,8,22,3,8,10,27,13,10
MALRD1,31,8,76,48,161,25,44,77,44,52
MALSU1,162,54,222,177,358,268,364,389,269,172
MALT1,166,126,270,289,585,194,314,566,464,313
MALT1-AS1,1,1,2,2,5,5,2,3,1,1
MAMDC2,11,4,29,11,20,14,18,41,18,22
MAMDC2-AS1,26,13,52,46,54,21,33,45,45,67
MAMDC4,1494,600,837,948,870,1311,1658,951,1182,674
MAML1,1586,721,1464,1338,2315,1127,1725,2149,1818,1235
MAML2,259,151,806,552,918,251,508,1033,465,774
MAML3,130,113,386,123,535,295,445,850,365,237
MAMLD1,924,595,1915,940,3022,1464,1650,3620,1993,891
