symbol,SL32271,SL5882,SL6338,SL6407,SL6409,SL6663,SL6670,SL7380,SL7622,SL7854
CANT1,750,324,940,572,1302,1055,1296,1805,1292,486
CANX,4971,3919,13205,7780,21941,9807,14842,27387,13727,8282
CAP1,2200,1519,5809,3919,10756,5028,8169,9113,4098,2354
CAP1P1,10,8,27,17,39,21,33,19,15,8
CAP1P2,2,0,4,2,4,4,10,7,1,3
CAP2,2114,1663,5774,972,9370,5091,7895,11069,5378,1155
CAP2P1,1,7,6,4,9,2,11,7,7,10
CAPG,464,131,837,518,568,388,494,482,375,374
CAPN1,5020,2100,5816,2701,6660,4463,6399,6789,5071,1918
CAPN1-AS1,13,16,16,10,36,16,42,26,26,15
CAPN10,3075,893,1733,1277,1597,2282,2830,1885,2120,718
CAPN10-DT,167,110,246,224,217,293,437,338,305,218
CAPN11,5,4,15,25,11,5,15,5,8,3
CAPN12,77,14,36,210,54,34,49,33,41,45
CAPN13,24,12,46,22,76,25,53,69,45,71
CAPN14,7,4,13,10,19,6,8,13,25,3
CAPN15,4331,1282,2533,2862,2083,3280,3590,2360,3243,1012
CAPN2,1919,1099,3155,2022,4470,1954,3508,5154,3191,2400
CAPN3,115,74,155,139,202,125,562,287,349,426
CAPN5,868,367,1636,707,1359,717,1105,1339,992,593
CAPN6,1,0,4,3,5,0,0,0,14,0
CAPN7,400,239,634,434,1046,571,829,1371,996,702
CAPN8,15,20,34,26,68,12,13,30,32,17
CAPN9,46,19,85,64,109,57,61,113,81,81
CAPNS1,10335,4279,14574,7036,17408,13470,15334,21380,11355,4128
CAPNS1P1,3,1,3,4,8,4,1,3,4,3
CAPNS2,2,0,2,2,5,0,6,1,2,9
CAPRIN1,2232,1958,6885,2308,11676,4536,7120,14103,6651,2850
CAPRIN2,1328,1037,1812,1294,3033,1820,2875,3859,2915,1317
CAPS,2419,480,3092,1909,2041,438,776,998,419,285
CAPS2,152,81,280,209,318,161,296,358,272,298
CAPSL,57,15,197,53,123,6,22,73,9,7
CAPSL-DT,0,0,0,1,1,0,0,1,0,0
CAPZA1,504,374,981,1097,1687,910,1442,2164,1187,963
CAPZA1P3,0,0,0,4,4,0,1,0,2,0
CAPZA2,658,476,1559,1043,3501,2069,2518,4619,2115,1231
CAPZA3,0,0,0,0,3,1,0,0,0,1
CAPZB,2974,1321,4684,2445,6199,4469,5314,8143,4513,2353
CARD10,200,162,251,413,207,274,535,329,301,205
CARD11,26,25,116,59,93,141,98,105,140,120
CARD14,68,46,103,134,84,76,168,189,157,130
CARD16,1,2,4,9,5,3,12,8,4,8
CARD18,0,0,3,0,1,0,0,2,2,1
CARD19,833,282,679,943,741,567,941,742,731,569
CARD6,46,16,75,148,128,47,86,173,82,154
CARD8,261,178,479,579,674,372,570,752,595,687
CARD8-AS1,10,8,15,37,33,16,23,30,16,36
CARD9,593,184,228,229,231,515,868,347,385,217
CARF,320,153,586,196,991,462,683,1244,751,647
CARHSP1,1333,474,1442,690,2007,1987,1509,3637,2507,880
CARM1,3434,1347,3577,2258,3825,3362,4549,4656,3707,1368
CARMIL1,506,376,1283,876,2052,735,1304,2687,1212,1347
CARMIL2,3402,1223,2728,1365,3020,3670,4507,3200,2505,615
CARMIL3,502,385,587,191,808,797,972,1152,1270,423
CARNMT1,284,254,661,283,1217,614,1153,1126,645,235
CARNS1,6683,2145,9229,2443,10365,8420,13698,11404,11050,12442
CARS1,833,443,1314,1644,2138,1504,1715,2250,1229,707
CARS1-AS1,6,5,10,27,10,6,10,6,8,21
CARS1P2,0,0,0,1,0,0,0,0,0,0
CARS2,671,443,1036,674,1425,931,1153,1452,1019,763
CARTPT,26,5,12,28,143,82,25,772,422,69
CASC11,1,1,12,16,13,1,0,1,1,0
CASC16,0,0,3,7,4,1,1,1,3,0
CASC17,2,0,5,11,6,6,5,7,1,4
CASC18,0,0,5,4,3,5,0,2,4,5
CASC2,179,116,457,155,644,323,404,825,316,202
CASC20,0,0,3,14,6,0,0,1,0,0
CASC22,0,0,1,0,0,0,0,0,0,0
CASC23,0,0,0,4,3,0,0,0,0,0
CASC3,2657,2092,5842,4405,6901,4732,6055,9309,5539,6090
CASC8,1,0,3,10,4,1,1,0,3,2
CASC9,0,0,4,8,9,2,0,0,0,0
CASD1,875,776,1969,714,4982,2198,2722,6908,3230,1254
CASK,595,494,1938,667,3244,1301,1801,3432,1853,997
CASKIN1,51808,13296,25807,5659,15201,24124,32304,18733,28288,4463
CASKIN2,7196,2321,7026,5469,4603,3744,6464,5340,5027,3536
CASKP1,0,0,0,0,0,0,0,0,0,0
CASP1,27,11,30,58,55,55,63,80,45,68
CASP10,72,62,149,176,195,93,195,200,141,265
CASP12,0,4,6,9,12,6,9,7,3,8
CASP14,0,0,4,12,6,1,0,0,0,1
CASP16P,62,19,45,19,49,25,31,29,43,26
CASP2,270,202,523,461,924,431,628,1109,775,439
CASP3,125,122,371,246,514,295,470,761,381,367
CASP3P1,0,0,2,1,0,0,0,0,0,0
CASP4,105,22,47,190,63,54,69,71,68,144
CASP4LP,3,1,23,35,17,13,28,14,15,44
CASP5,2,0,5,6,3,0,1,2,0,1
CASP6,40,16,51,68,66,41,79,81,62,72
CASP7,164,61,161,291,330,148,273,341,195,187
CASP8,101,98,173,118,210,71,130,291,143,117
CASP8AP2,686,489,1854,1034,1976,2511,3036,3223,2239,2973
CASP9,581,360,693,663,1239,846,1155,1047,743,461
CASQ1,63,72,125,117,224,194,119,278,200,74
CASQ2,37,39,123,40,137,53,162,212,208,205
CASR,1,1,6,8,8,0,0,31,20,0
CASS4,38,33,68,65,91,72,121,124,108,85
CAST,1132,662,2637,1932,3036,2101,3229,3953,2134,2806
CASTOR1,42,15,27,18,45,16,35,22,48,32
CASTOR3P,340,174,438,344,609,479,661,724,613,697
CASZ1,149,29,132,105,135,105,111,249,229,133
CAT,404,275,876,653,1300,560,963,1533,690,801
CATIP,118,29,156,80,143,24,63,53,38,34
CATIP-AS1,1,0,0,1,0,0,1,0,0,1
CATSPER1,14,4,15,36,17,13,24,8,18,5
CATSPER2,400,302,348,917,599,572,790,570,807,842
CATSPER2P1,85,43,113,158,153,117,136,131,136,177
CATSPER3,1,2,13,8,13,12,20,11,9,10
CATSPER4,3,1,12,14,7,1,3,0,0,5
CATSPERB,1,0,14,25,12,1,1,0,1,3
CATSPERD,44,7,54,71,81,2,8,8,1,6
CATSPERE,42,16,71,54,80,39,76,72,77,71
CATSPERG,207,143,253,372,263,247,338,194,240,358
CATSPERZ,6,4,4,2,6,12,11,7,4,5
CAV1,143,130,359,683,395,332,760,1160,452,660
CAV2,232,110,545,522,583,334,760,894,557,521
CAV3,15,6,10,25,8,10,15,8,8,9
CAVIN1,1295,687,2426,3505,2093,1634,2547,2836,1873,2445
CAVIN2,228,158,430,1135,786,553,1127,645,512,517
CAVIN3,72,31,94,47,104,88,136,157,82,71
CAVIN4,29,18,57,54,124,95,113,117,65,75
CBARP,7489,2094,4179,2932,4005,6361,6770,5483,5485,879
CBFA2T2,1234,935,2175,1753,3017,2161,3011,3714,2853,2272
CBFA2T3,939,389,1034,443,1029,1116,1377,1498,1227,291
CBFB,317,118,406,872,662,354,514,769,558,658
CBL,916,747,2619,1833,3912,1819,2523,5466,2848,1827
CBLB,230,88,371,285,518,254,411,717,524,375
CBLC,3,2,10,12,4,1,0,1,8,3
CBLIF,1,1,6,10,7,2,0,3,2,4
CBLL1,486,288,956,380,1950,762,1095,1879,969,540
CBLL1-AS1,9,4,28,13,42,27,41,31,20,7
CBLL2,5,2,4,11,6,1,5,4,3,15
CBLN1,57,34,100,24,146,126,151,167,108,24
CBLN2,43,11,74,46,80,218,50,70,117,25
CBLN3,37,30,118,90,127,86,108,156,113,80
CBLN4,207,67,297,27,611,517,286,2157,1152,150
CBR1,744,420,1770,1000,2420,1275,2511,2487,1165,1252
CBR1-AS1,8,7,14,32,27,10,14,14,18,21
CBR3,74,20,76,23,90,58,113,117,81,26
CBR3-AS1,61,38,75,80,88,77,111,90,101,103
CBR4,318,197,682,312,1107,678,952,1457,820,589
CBS,2194,732,1877,2007,2610,1997,2678,3155,2335,1619
CBX1,1083,840,2818,1081,3763,2792,3373,4432,2573,1613
CBX2,98,55,84,78,59,75,141,149,168,43
CBX3,638,339,1246,606,2083,1481,1753,2523,1507,1175
CBX3P2,8,10,24,7,48,16,13,53,34,12
CBX3P8,1,1,0,2,2,0,0,1,0,1
CBX4,1668,519,1719,501,2155,1430,2002,2324,1967,661
CBX5,3715,2632,9121,2699,15179,7696,8376,21172,11364,5210
CBX6,13551,7077,20620,8652,22646,27781,24580,26010,21625,9105
CBX7,8628,5159,13181,2660,15098,14525,15467,19483,14339,4326
CBX8,76,34,85,16,126,103,122,205,182,67
CBY1,209,100,321,254,397,286,383,470,294,250
CBY1P1,0,1,0,1,1,0,0,0,0,0
CBY2,0,0,0,1,2,0,0,0,0,2
CBY3,12,15,20,15,25,26,26,31,27,27
CC2D1A,2999,1343,2530,2798,2656,3295,4145,3330,3201,2282
CC2D1B,1077,526,1165,715,1455,1243,1834,1674,1445,1024
CC2D2A,356,182,769,488,947,438,624,1074,640,837
CC2D2B,9,4,9,14,17,6,26,11,12,27
CCAR1,906,599,1411,2022,2208,2651,2627,2658,2197,1951
CCAR2,1984,992,3101,1494,4033,2877,3864,4361,2795,1494
CCBE1,26,12,56,21,39,140,118,84,27,15
CCDC102A,108,33,175,153,111,132,119,158,108,75
CCDC102B,93,66,201,114,241,210,236,422,238,275
CCDC103,0,0,0,4,0,0,0,0,0,0
CCDC105,7,2,5,6,7,4,7,4,4,4
CCDC106,5055,1224,3683,1510,4138,4930,4928,4350,3465,748
CCDC107,25,5,19,14,21,17,40,32,20,7
CCDC110,144,75,193,113,218,345,378,452,261,202
CCDC112,288,154,403,165,538,677,757,871,579,491
CCDC113,586,280,1555,467,1732,771,723,1665,913,397
CCDC115,574,322,1098,301,1550,1087,1557,1753,990,522
CCDC116,24,25,27,52,32,20,33,28,27,35
CCDC117,259,172,573,640,1086,492,654,1468,832,291
CCDC12,215,132,367,330,580,420,531,566,320,233
CCDC120,766,233,557,548,538,484,588,687,790,257
CCDC121,47,38,162,61,181,103,168,255,99,166
CCDC122,50,19,107,59,170,125,106,131,113,236
CCDC124,738,266,997,820,1392,1375,1592,1378,809,503
CCDC125,103,79,171,190,261,141,225,276,234,315
CCDC126,137,73,282,184,419,264,448,512,303,149
CCDC127,487,325,983,391,1463,905,1163,2061,1062,518
CCDC13,175,75,296,158,339,152,201,258,139,107
CCDC13-AS1,49,13,73,39,133,54,88,131,61,70
CCDC13-AS2,3,2,6,9,11,2,1,5,2,8
CCDC134,37,21,59,31,51,39,57,70,51,50
CCDC136,890,462,1594,683,1985,2055,1766,2111,1306,994
CCDC137,352,223,540,484,591,801,808,887,567,376
CCDC137P,2,0,2,3,2,1,1,0,0,2
CCDC138,127,68,239,252,274,190,257,274,238,220
CCDC14,340,214,628,347,951,540,787,1019,1129,909
CCDC140,0,0,1,5,0,0,0,0,0,0
CCDC141,19,29,136,71,135,48,49,96,45,200
CCDC142,374,185,336,318,389,550,697,495,301,395
CCDC144A,174,51,243,125,505,63,599,182,335,473
CCDC144BP,315,123,364,727,275,494,609,416,557,1169
CCDC144NL,36,15,35,45,67,60,91,40,42,23
CCDC146,403,146,640,519,654,528,498,848,428,811
CCDC148,129,74,260,132,343,413,463,484,258,231
CCDC148-AS1,0,1,4,2,7,1,3,6,3,5
CCDC149,563,403,1273,695,1741,1093,1226,2760,1779,752
CCDC15,24,13,69,47,69,32,57,61,60,87
CCDC150,20,12,27,44,47,28,39,32,35,70
CCDC152,74,39,118,105,175,142,211,315,138,209
CCDC153,89,23,124,116,99,22,41,72,20,21
CCDC154,372,153,218,331,155,355,427,191,518,194
CCDC157,391,141,423,298,494,365,514,469,358,150
CCDC158,21,5,60,40,74,43,46,66,38,68
CCDC159,382,244,429,500,489,604,846,605,644,755
CCDC160,10,9,36,35,50,21,38,71,39,66
CCDC162P,60,14,62,100,102,12,36,20,17,22
CCDC166,4,2,4,0,3,5,5,5,7,1
CCDC167,53,20,67,80,116,102,106,119,81,57
CCDC168,0,0,11,28,5,5,2,3,3,5
CCDC169,9,5,14,17,34,5,27,48,22,26
CCDC169-SOHLH2,0,0,0,0,0,0,0,0,0,0
CCDC17,161,50,199,220,196,45,91,60,49,84
CCDC170,257,73,1003,347,519,96,201,446,129,203
CCDC171,232,178,687,322,573,427,608,717,506,916
CCDC172,1,0,2,2,2,0,1,4,4,0
CCDC174,351,252,620,393,866,921,1058,1085,863,821
CCDC175,32,10,61,54,65,41,31,50,23,49
CCDC177,137,29,137,9,79,121,86,198,191,35
CCDC178,14,12,63,36,40,11,117,16,22,24
CCDC179,1,0,2,10,3,3,3,8,3,10
CCDC18,126,67,171,998,197,255,287,276,242,423
CCDC180,220,88,229,173,276,97,162,142,225,191
CCDC181,218,129,389,236,482,498,574,807,471,330
CCDC182,0,0,2,1,1,0,0,0,0,0
CCDC183,112,70,122,61,127,135,177,222,146,83
CCDC183-AS1,210,112,138,70,208,142,291,209,198,72
CCDC184,403,247,1176,464,2048,1019,1046,1885,714,173
CCDC185,10,4,13,2,10,16,22,19,9,5
CCDC186,447,292,1210,685,1593,1790,2007,2652,1426,1462
CCDC188,811,227,329,62,406,314,561,302,425,124
CCDC190,35,20,182,41,86,17,59,69,13,29
CCDC191,382,184,795,467,743,550,684,766,691,727
CCDC192,15,5,18,10,23,11,22,37,18,27
CCDC194,6,2,5,12,0,3,1,2,4,15
CCDC196,9,2,15,12,25,16,14,33,19,26
CCDC197,1,0,5,18,6,0,0,0,0,2
CCDC198,1,0,5,11,7,1,2,2,1,3
CCDC200,362,119,192,293,132,232,116,197,201,318
CCDC22,607,269,736,518,930,862,1126,1030,756,326
CCDC24,573,217,583,404,699,657,680,722,607,392
CCDC25,836,538,1772,699,2652,1883,2219,3944,2261,1145
CCDC26,1,0,7,10,9,0,1,0,4,2
CCDC27,11,3,37,20,33,16,19,18,11,16
CCDC28A,309,142,490,162,737,648,669,1111,579,225
CCDC28B,197,66,169,153,256,234,305,289,183,155
CCDC3,754,381,904,421,920,841,1321,1060,696,686
CCDC30,606,329,1073,895,1063,1179,1240,1525,1139,1400
CCDC32,449,266,430,390,971,525,723,1144,560,452
CCDC33,254,63,414,188,366,8,35,104,4,6
CCDC34,239,89,280,125,423,437,519,585,311,193
CCDC34P1,0,0,0,2,5,0,0,0,0,0
CCDC38,7,5,27,25,32,11,6,28,17,17
CCDC40,954,374,1187,904,983,389,771,895,605,450
CCDC42,0,0,2,9,5,0,0,0,3,0
CCDC43,195,141,497,197,886,595,735,913,537,274
CCDC47,1559,1202,3701,1404,7073,3275,5453,6940,3744,1712
CCDC50,597,297,1134,887,1735,858,1108,2329,1196,1381
CCDC51,144,102,239,85,288,307,415,387,247,106
CCDC54,2,2,7,10,10,12,22,5,6,15
CCDC57,1893,855,1162,1121,1684,1591,2229,1435,2098,1315
CCDC59,152,70,237,182,419,321,360,509,242,227
CCDC6,2104,1664,4819,1318,10280,4504,4876,12239,7069,1299
CCDC60,87,36,169,123,168,16,30,71,9,14
CCDC61,373,83,237,359,221,314,406,340,265,207
CCDC62,56,17,42,226,59,62,73,90,90,93
CCDC63,1,0,8,22,16,1,1,0,1,0
CCDC65,641,513,1079,1088,1603,1420,1838,1715,1165,523
CCDC66,387,210,581,520,556,641,815,816,625,1293
CCDC68,17,25,48,69,62,68,86,83,72,49
CCDC69,337,193,848,743,578,309,456,764,450,350
CCDC7,75,18,156,77,106,178,268,301,140,426
CCDC70,5,1,5,7,3,1,2,0,1,3
CCDC71,253,132,370,149,501,345,419,508,295,230
CCDC71L,62,23,134,183,182,115,125,374,203,96
CCDC73,5,1,15,34,21,5,8,23,10,5
CCDC74A,466,193,676,309,513,430,568,687,575,201
CCDC74B,244,122,326,150,294,188,225,358,183,108
CCDC77,107,58,187,107,388,272,302,463,264,235
CCDC78,3324,1031,1818,1444,1394,1804,3619,1125,1287,486
CCDC8,595,147,644,404,616,174,332,614,347,385
CCDC80,338,143,713,663,578,266,543,751,500,1024
CCDC81,63,22,197,107,148,19,42,90,28,53
CCDC82,567,346,1013,619,1421,1281,1476,2279,1430,1854
CCDC83,0,1,5,11,7,0,1,3,3,4
CCDC85A,171,66,256,28,266,181,190,256,225,60
CCDC85B,2869,429,1803,1177,2343,2777,2796,2213,1759,656
CCDC85C,2860,1131,3228,962,2428,2507,3710,3178,2813,900
CCDC86,563,159,499,527,993,586,586,898,569,157
CCDC87,21,14,40,9,54,28,39,52,34,8
CCDC88A,5170,2993,8555,6830,12291,11446,14019,16736,13327,15512
CCDC88B,1087,549,666,507,713,1374,1244,829,1028,744
CCDC88C,6451,3435,7160,2882,13087,7339,11676,10700,7524,1806
CCDC89,25,6,44,16,49,10,36,47,24,28
CCDC9,1255,356,883,1417,824,1128,1210,951,699,620
CCDC90B,351,199,705,324,1226,820,1025,1635,875,614
CCDC91,896,596,1727,842,2754,2572,3622,3546,2300,1567
CCDC92,3307,1555,4387,2336,5124,4486,5285,7011,5032,1983
CCDC93,679,513,1143,1031,1862,1152,1585,2389,1814,1171
CCDC96,272,65,310,67,399,238,338,322,194,57
CCDC97,874,572,1621,780,1896,1290,1761,2154,1217,1043
CCDC9B,504,290,481,378,653,519,994,640,696,644
CCER1,0,0,0,2,2,0,0,0,0,0
CCER2,73,51,60,51,59,95,144,77,78,68
CCHCR1,879,342,982,431,792,839,1117,772,796,408
CCIN,3,2,12,36,17,15,10,31,8,9
CCK,162,24,145,40,543,545,87,521,362,99
CCKAR,1,3,12,15,19,9,13,23,9,3
CCKBR,424,261,693,78,682,771,558,949,509,113
CCL1,0,2,3,3,1,1,0,0,1,1
CCL11,0,0,1,0,1,0,0,0,0,0
CCL13,0,0,0,1,2,0,0,0,0,0
CCL17,3,3,3,10,2,2,4,3,2,1
CCL19,40,2,29,18,65,6,25,35,33,30
CCL2,121,2,24,314,33,15,48,48,15,38
CCL20,3,1,2,6,8,4,1,1,0,1
CCL21,7,1,11,16,8,7,4,5,2,9
CCL22,1,1,11,29,10,1,2,4,3,3
CCL24,0,0,2,13,3,0,0,0,0,0
CCL25,1,3,13,13,8,2,4,7,3,4
CCL26,0,0,7,8,1,2,0,0,2,0
CCL27,0,0,0,0,0,0,0,0,0,0
CCL28,29,8,41,26,53,18,30,44,37,29
CCL7,0,0,0,1,0,0,0,0,0,1
CCL8,1,0,5,5,1,0,3,2,0,10
CCM2,3569,2311,6486,2919,8556,7810,9905,8961,4191,1802
CCM2L,110,34,81,87,107,91,171,144,92,114
CCN1,1171,264,1007,3936,1124,275,830,732,476,902
CCN2,476,153,646,5902,2707,398,448,480,488,425
CCN3,168,156,446,44,789,491,475,721,429,74
CCN4,11,5,7,30,11,3,9,5,18,10
CCN5,68,19,81,34,64,80,93,129,110,114
CCN6,11,6,14,11,16,15,19,17,23,11
CCNA1,443,240,695,325,890,571,797,1126,658,160
CCNA2,25,7,24,70,42,14,49,35,57,39
CCNB1,95,56,171,44,308,168,256,334,220,60
CCNB1IP1,367,291,627,491,1650,730,873,1034,638,416
CCNB2,25,3,61,57,67,24,40,41,47,104
CCNB2P1,2,3,4,3,11,2,1,6,4,5
CCNB3,8,8,46,19,63,34,30,50,54,40
CCNB3P1,3,0,7,8,5,0,1,0,0,0
CCNC,409,278,869,575,1529,1019,1444,1998,1128,1104
CCND1,558,265,1438,782,1125,1125,1409,2282,1372,2054
CCND2,1782,1125,4722,3923,7055,3477,4846,7220,3765,1571
CCND2-AS1,37,5,9,15,12,5,17,18,18,12
CCND3,2177,1033,2974,2470,3700,3302,3845,4692,3253,1189
CCND3P1,0,0,1,3,3,3,0,1,0,2
CCND3P2,0,0,0,4,1,0,1,1,0,0
CCNDBP1,558,366,972,367,1594,1135,1417,2017,1010,491
CCNE1,52,44,111,59,153,128,166,219,176,57
CCNE2,39,15,80,53,76,52,66,116,85,141
CCNF,319,176,348,263,402,378,453,423,452,198
CCNG1,355,278,859,509,1119,759,1107,1653,724,745
CCNG1P1,0,0,0,0,0,0,0,0,0,0
CCNG2,545,468,1594,421,3015,1550,2293,3783,1769,939
CCNG2P1,0,0,0,2,1,1,0,0,0,0
CCNH,290,158,489,233,821,369,571,861,539,358
CCNI,4520,3386,13168,7048,16735,18874,19913,22024,12829,9030
CCNI2,97,57,159,188,209,190,280,299,182,204
CCNJ,101,58,172,139,300,148,230,338,230,235
CCNJL,76,64,130,85,121,72,120,193,142,56
CCNK,466,239,832,540,1090,521,843,1372,722,597
CCNL1,605,233,592,926,1374,609,882,1070,1101,1144
CCNL2,2263,1300,1788,2339,2923,2354,3485,2927,3400,2266
CCNO,381,144,593,187,686,555,396,839,451,82
CCNP,56,18,46,105,40,80,84,55,51,44
CCNT1,354,281,856,579,1498,712,878,1721,1005,709
CCNT2,600,435,1110,595,1986,1012,1662,2352,1483,896
CCNY,2120,1306,4853,1948,7464,5164,6369,9220,4987,1854
CCNYL1,159,86,267,267,436,257,401,373,234,297
CCNYL2,10,4,29,16,12,4,27,7,7,4
CCNYL6,3,1,8,9,8,0,7,6,7,10
CCNYL7,23,11,14,19,33,12,30,32,32,49
CCP110,1082,842,2624,1904,3201,2751,3261,5356,3100,3765
CCPG1,355,219,383,393,754,413,773,850,773,571
CCR1,38,8,32,49,42,39,43,102,43,89
CCR10,81,21,44,44,57,59,113,55,55,33
CCR2,2,2,5,5,6,0,5,3,4,2
CCR3,0,0,2,6,3,11,1,11,9,0
CCR4,0,0,8,9,7,0,0,0,4,0
CCR5,5,1,7,12,11,7,2,25,10,17
CCR6,1,1,0,6,2,1,0,0,3,1
CCR7,17,3,13,22,27,7,11,19,17,14
CCR8,0,1,1,7,5,2,1,0,2,3
CCR9,4,1,2,5,2,1,0,0,4,5
CCRL2,9,8,14,42,15,15,26,24,10,24
CCS,870,468,895,594,1183,1282,1776,1309,1056,712
CCSAP,1003,821,2534,938,4689,2869,3562,6363,3136,1292
CCSER1,73,33,153,82,235,95,110,236,124,90
CCSER2,1732,1159,5428,2094,8056,5370,7297,10314,4851,4559
CCT2,859,540,1996,1527,3959,2269,2757,4279,2186,1002
CCT3,2100,1191,4655,2894,6665,4450,5035,7618,3504,1790
CCT3P1,0,0,1,2,1,0,0,0,0,0
CCT4,943,565,2407,1271,3591,2140,2644,4835,2269,1112
CCT4P2,31,26,32,94,63,104,78,72,69,172
CCT5,733,409,1520,1125,3175,1653,2031,3495,1456,591
CCT5P1,0,0,2,13,5,1,1,0,1,2
CCT5P2,0,0,0,2,3,0,0,0,0,1
CCT6A,1123,765,2560,1496,4408,2846,3594,5363,2550,1307
CCT6B,51,23,97,46,160,68,94,109,91,99
CCT6P1,88,53,81,123,138,82,168,150,189,205
CCT6P2,1,0,3,4,2,2,2,2,3,0
CCT6P3,87,58,104,120,175,88,154,147,189,243
CCT7,2517,1483,5278,2359,8767,5299,6291,9966,4078,1623
CCT7P1,9,5,17,8,27,15,17,16,12,16
CCT7P2,1,0,7,6,8,6,11,12,11,20
CCT8,985,568,1778,1040,3711,1811,2537,3574,1862,735
CCT8L1P,1,0,3,3,2,5,0,2,3,6
CCT8L2,2,1,10,8,7,1,2,1,1,2
CCT8P1,19,17,39,8,33,22,37,52,50,49
CCZ1,59,55,190,128,288,114,248,301,141,220
CCZ1B,119,49,77,164,138,187,169,177,212,124
CCZ1P1,107,45,85,85,105,139,145,114,135,200
CD101,11,11,30,15,35,26,13,48,20,21
CD101-AS1,3,0,4,2,8,8,2,6,9,8
CD109,179,129,521,210,489,115,276,487,352,317
CD109-AS1,32,25,129,26,157,100,58,204,96,99
CD14,432,76,290,660,298,183,334,300,253,237
CD151,1044,524,1386,2457,1601,1529,2215,1685,1097,702
CD160,14,11,21,75,41,15,33,30,24,34
CD163,274,16,63,293,244,189,299,294,73,106
CD163L1,50,12,32,59,83,52,45,46,29,56
CD164,822,546,2189,1368,3796,1255,2338,4283,2016,1894
CD164L2,61,5,149,28,53,7,8,11,4,1
CD177,17,3,9,12,2,2,1,3,1,4
CD180,9,3,7,51,24,12,14,43,13,7
CD19,3,8,17,16,23,9,10,11,9,11
CD1A,0,0,5,6,10,0,1,0,0,1
CD1B,0,0,4,2,1,0,0,0,0,1
CD1C,0,0,2,3,5,1,2,0,0,1
CD1D,2,1,4,3,7,4,3,15,9,8
CD1E,0,1,7,12,8,0,2,0,0,1
CD2,0,0,16,2,7,0,4,6,6,13
CD200,1423,1003,3505,584,6073,3560,4136,8160,3573,888
CD200R1,11,14,29,16,51,29,27,35,18,5
CD200R1L,0,0,0,3,3,0,0,0,0,0
CD207,3,0,0,4,0,1,0,0,2,1
CD209,34,3,11,23,6,5,13,14,12,28
CD22,1066,464,1467,1993,1519,1964,3429,1777,2117,2516
CD226,25,18,49,46,45,18,85,57,36,60
CD244,1,0,10,14,13,2,2,5,0,7
CD247,111,36,131,53,134,103,113,153,86,40
CD248,269,156,471,943,242,285,358,254,263,691
CD27,29,8,25,16,18,23,44,24,28,32
CD27-AS1,541,320,671,419,929,1283,1288,1323,952,632
CD274,36,30,86,67,94,54,95,196,92,58
CD276,657,361,781,414,782,605,1046,1102,878,635
CD28,2,0,4,11,10,0,3,7,2,7
CD2AP,220,106,473,340,583,268,471,716,441,490
CD2BP2,1477,856,2289,1603,2666,2747,3044,3898,2450,1222
CD2BP2-DT,7,6,8,7,11,15,13,12,9,8
CD300A,51,9,59,71,59,59,90,76,43,64
CD300C,2,1,7,5,7,9,13,14,5,10
CD300E,3,0,5,4,7,2,4,5,1,12
CD300LB,0,0,7,20,6,1,2,1,0,5
CD300LD,0,0,1,5,2,1,0,0,1,0
CD300LD-AS1,0,0,5,14,8,0,0,1,0,0
CD300LF,13,10,22,21,13,11,16,9,29,36
CD300LG,9,5,19,25,36,20,33,30,16,12
CD302,23,14,59,29,87,24,54,126,51,67
CD320,495,244,742,507,1042,962,1425,1063,708,416
CD33,14,16,33,39,53,52,51,70,32,55
CD34,309,518,957,1086,1294,833,1795,1732,608,833
CD36,104,32,210,121,269,19,35,113,37,23
CD37,113,49,164,111,172,132,167,217,151,187
CD38,265,390,1248,624,1233,284,874,1612,812,998
CD3D,1,2,10,9,10,2,3,2,3,6
CD3E,7,2,35,7,28,8,17,22,14,24
CD3G,3,1,15,14,20,2,2,2,4,10
CD4,195,183,466,299,442,403,815,737,506,527
CD40,65,48,162,152,116,148,262,183,125,153
CD40LG,1,0,4,2,4,2,0,4,3,7
CD44,612,98,818,1331,369,77,197,609,782,1032
CD44-DT,5,2,7,16,5,0,0,4,3,5
CD46,854,592,1413,1337,2397,1417,2424,3090,2123,1768
CD46P1,0,0,1,6,1,0,1,0,1,1
CD47,2592,1840,5704,1622,9690,4081,6088,12232,7080,2628
CD48,1,1,10,17,9,1,7,10,4,15
CD5,35,12,18,17,29,8,27,23,21,31
CD52,5,0,2,10,8,8,4,5,7,5
CD53,53,48,123,163,171,148,165,279,128,155
CD55,231,68,533,452,506,292,686,662,382,422
CD58,56,69,109,107,168,74,152,176,91,73
CD59,2933,1753,5819,7305,10591,5101,8408,12088,5134,3236
CD5L,0,0,4,7,6,0,0,2,0,0
CD6,41,20,69,20,52,51,43,34,71,55
CD63,1252,394,1541,2253,1929,1455,1890,2553,1291,1222
CD63-AS1,170,86,224,247,248,267,296,330,234,305
CD68,1,0,1,6,2,7,2,1,3,7
CD69,4,2,12,9,9,5,14,10,9,22
CD7,20,5,20,38,14,12,17,4,15,20
CD70,0,0,3,15,7,0,0,0,1,2
CD72,22,16,43,21,43,25,20,36,33,19
CD74,2299,1274,5213,2952,3419,3769,4375,6305,3420,4713
CD79A,8,4,12,23,12,5,10,7,6,6
CD79B,8,0,17,11,6,4,5,5,9,8
CD80,3,1,3,8,5,1,2,2,11,6
