symbol,SL5883,SL6415,SL7399,SL7629,SL7809,SL7846
BIRC3,63,156,240,373,177,193
BIRC5,0,5,0,0,4,0
BIRC6,1173,2234,3237,5899,2755,4313
BIRC7,2,20,3,5,13,6
BIRC8,0,2,1,0,1,0
BIVM,118,359,477,493,258,395
BIVM-ERCC5,0,0,0,0,0,0
BLACE,0,1,0,0,0,0
BLCAP,2240,5462,7732,8651,4232,5553
BLID,0,3,7,5,4,8
BLK,4,6,2,1,5,4
BLM,27,96,71,241,155,150
BLMH,177,470,672,891,405,483
BLNK,9,32,27,177,59,47
BLOC1S1,22,71,111,122,64,64
BLOC1S2,275,797,1120,1314,599,1030
BLOC1S3,109,302,494,592,256,277
BLOC1S4,42,133,207,254,101,144
BLOC1S5,35,117,124,200,114,141
BLOC1S5-TXNDC5,0,0,0,0,0,0
BLOC1S6,793,2061,2907,3972,1829,3150
BLVRA,154,392,641,617,281,452
BLVRB,124,569,528,572,392,402
BLZF1,154,538,695,786,510,748
BMERB1,4441,8657,15203,12015,6690,8354
BMF,11,25,43,68,43,32
BMI1,352,843,1147,1948,866,1164
BMI1P1,0,0,0,0,0,0
BMP1,256,480,662,1090,618,347
BMP10,0,1,0,0,0,1
BMP15,0,0,0,1,0,0
BMP2,29,101,198,472,224,177
BMP2K,73,207,219,457,282,356
BMP2KL,2,6,8,21,11,39
BMP3,21,67,57,69,23,59
BMP4,41,53,86,72,35,50
BMP5,3,10,9,24,12,18
BMP6,66,108,139,218,79,114
BMP7,273,1660,834,2817,1953,796
BMP8A,36,78,115,191,102,86
BMP8B,80,161,130,640,304,144
BMPER,465,656,1101,1203,435,899
BMPR1A,138,470,539,879,557,632
BMPR1AP1,1,4,9,7,10,3
BMPR1B,58,821,250,734,906,453
BMPR1B-DT,0,2,2,3,9,4
BMPR2,2257,4256,8457,13008,4972,11384
BMS1,515,1100,1878,2221,1053,1550
BMS1P1,0,2,4,9,3,1
BMS1P10,18,52,84,94,45,73
BMS1P11,1,0,1,4,0,4
BMS1P13,0,0,0,0,0,1
BMS1P15,3,3,9,3,2,8
BMS1P16,4,2,0,2,0,1
BMS1P17,1,11,10,2,1,8
BMS1P22,2,5,6,5,0,1
BMS1P3,0,1,0,0,0,0
BMS1P4,1,17,22,20,11,13
BMS1P4-AGAP5,0,0,0,0,0,0
BMS1P9,2,0,6,4,5,1
BMT2,134,376,560,583,334,557
BMX,9,4,10,20,14,13
BNC1,1,2,4,5,3,4
BNC2,16,50,35,86,60,59
BNC2-AS1,0,0,0,0,2,2
BNIP1,49,162,210,206,98,125
BNIP2,170,529,480,1246,734,643
BNIP3,740,2333,3581,3453,1604,2351
BNIP3L,1371,2946,4474,7903,3303,4864
BNIP3P1,2,14,27,10,5,9
BNIP3P10,1,4,4,0,4,5
BNIP3P11,2,3,1,1,4,2
BNIP3P15,1,3,2,3,2,4
BNIP3P16,0,2,3,3,0,1
BNIP3P17,11,11,16,18,4,4
BNIP3P18,0,3,0,0,0,0
BNIP3P19,2,0,0,0,3,1
BNIP3P2,0,0,0,0,1,0
BNIP3P20,0,1,0,0,0,1
BNIP3P22,0,4,0,1,3,2
BNIP3P23,0,1,0,0,0,1
BNIP3P24,0,2,3,1,2,5
BNIP3P25,5,12,11,15,19,19
BNIP3P26,0,3,0,5,3,7
BNIP3P28,1,7,3,3,3,3
BNIP3P29,0,0,0,0,0,2
BNIP3P3,0,0,0,0,0,0
BNIP3P30,0,3,1,3,0,1
BNIP3P31,0,1,1,0,0,1
BNIP3P32,2,8,10,15,6,11
BNIP3P33,1,10,5,8,7,10
BNIP3P34,0,0,0,0,2,0
BNIP3P35,0,3,0,0,1,1
BNIP3P36,0,0,0,0,0,0
BNIP3P37,1,2,1,0,3,0
BNIP3P38,0,1,1,0,1,1
BNIP3P39,0,4,1,1,2,1
BNIP3P4,4,6,2,2,0,2
BNIP3P40,2,9,12,2,12,12
BNIP3P42,0,3,2,5,8,3
BNIP3P6,0,1,0,0,0,0
BNIP3P8,1,1,3,3,0,3
BNIP3P9,0,0,0,1,0,4
BNIP5,5,7,21,11,6,13
BNIPL,7,23,27,34,22,22
BOC,235,582,640,960,629,408
BOD1,173,450,658,894,369,564
BOD1L1,2727,7419,10553,14751,7257,10422
BOD1L2,0,0,0,2,0,0
BOK,1627,795,1811,9271,3680,911
BOLA1,44,170,214,265,129,125
BOLA2,0,1,3,1,0,0
BOLA2-SMG1P6,0,4,3,0,1,0
BOLA2P2,3,9,13,8,14,8
BOLA2P3,0,0,0,1,0,1
BOLA3,84,279,387,306,129,217
BOLA3-AS1,239,550,800,911,500,791
BOLA3P4,1,2,0,1,3,3
BOLL,3,27,21,12,13,18
BORA,21,88,68,68,54,85
BORCS5,105,239,348,630,480,416
BORCS6,151,365,541,607,399,310
BORCS7,116,602,743,1054,352,476
BORCS8,97,280,387,433,253,266
BORCS8-MEF2B,2,2,6,11,1,2
BPESC1,0,2,1,0,1,0
BPGM,219,574,654,893,538,601
BPHL,82,253,334,407,221,251
BPI,5,10,1,9,12,0
BPIFA1,0,2,0,0,0,0
BPIFA2,0,2,1,0,2,1
BPIFA3,0,3,0,0,1,3
BPIFA4P,0,2,0,1,0,0
BPIFB1,5,18,19,9,10,9
BPIFB2,0,2,0,1,1,0
BPIFB3,0,2,0,2,1,1
BPIFB4,0,3,4,5,2,3
BPIFB5P,1,2,8,1,2,1
BPIFB6,0,0,0,0,0,0
BPIFB9P,20,65,115,67,45,63
BPIFC,0,11,2,2,3,4
BPNT1,118,356,430,614,318,334
BPNT2,1495,2842,4506,7419,3179,4833
BPNT2P,0,1,1,0,0,1
BPTF,2462,8038,11203,17667,10206,12730
BPTFP1,0,0,0,0,0,0
BPY2,0,0,0,0,0,0
BPY2B,0,0,0,0,0,0
BPY2C,0,0,0,0,0,0
BRAF,786,1445,2362,3332,1379,2725
BRAFP1,2,5,5,0,5,5
BRAP,302,771,969,1378,741,1010
BRAT1,872,2214,3005,3567,2100,1330
BRCA1,115,168,200,576,390,249
BRCA2,7,41,22,61,47,47
BRCC3,188,550,859,1067,538,795
BRCC3P1,9,22,25,14,16,24
BRD1,393,996,1502,2014,1119,1114
BRD2,2046,5032,7021,9691,5094,6060
BRD3,672,2226,2900,4714,2349,2006
BRD3OS,815,2282,2872,3139,1848,2273
BRD4,2219,6139,8612,10819,5338,6472
BRD7,348,1041,1387,2540,1257,1188
BRD7P1,0,2,0,0,2,0
BRD7P2,5,21,22,29,43,10
BRD7P5,0,2,3,1,4,0
BRD8,916,1731,2549,3274,1710,2135
BRD9,561,1637,2139,2169,1318,1355
BRD9P1,1,0,0,2,1,1
BRD9P2,6,2,20,18,21,20
BRDT,4,34,24,16,18,23
BRDTP1,0,3,0,1,2,4
BRF1,1486,3285,4988,5944,3838,2329
BRF2,42,121,220,273,141,140
BRI3,107,372,502,698,259,297
BRI3BP,751,2069,3222,3635,1841,2904
BRI3P2,0,0,0,0,0,0
BRICD5,312,504,865,669,360,301
BRINP1,1416,3394,5495,5690,2955,3737
BRINP2,1040,3356,4744,4734,2703,3048
BRINP3,179,455,709,1021,558,580
BRIP1,7,34,27,44,22,36
BRIX1,84,270,331,436,227,292
BRIX1P1,0,6,0,0,0,1
BRK1,556,1774,2651,2376,1201,1536
BRK1P2,0,2,1,0,0,0
BRME1,86,182,247,309,166,131
BRMS1,138,532,552,579,494,309
BRMS1L,353,841,1255,1739,727,1313
BROX,332,1006,1001,2014,997,1100
BRPF1,413,687,1260,1639,812,822
BRPF3,1196,2042,3687,4686,2280,2959
BRS3,2,6,7,18,16,11
BRSK1,6547,13451,21677,25018,13900,11002
BRSK2,3343,6442,11871,11958,6510,6366
BRWD1,1938,4969,6536,7898,4464,7053
BRWD1-AS1,0,2,0,7,1,4
BRWD1-AS2,4,10,20,23,17,17
BRWD1P3,0,4,0,2,1,0
BRWD3,166,413,606,926,608,778
BSCL2,16,50,81,67,48,45
BSDC1,1995,4336,5958,7920,4238,4051
BSG,5441,16374,23668,19353,13196,10988
BSN,15861,21556,41417,46012,27488,33998
BSN-DT,18,34,49,28,45,22
BSND,1,1,8,7,0,0
BSNDP4,1,1,0,0,0,0
BSPH1,0,2,0,0,1,1
BSPRY,74,291,274,272,161,141
BST1,8,28,13,34,31,17
BST2,59,126,221,350,213,206
BSX,0,2,0,0,0,0
BTAF1,367,666,958,1737,809,1138
BTBD1,1090,2130,3455,5375,2402,3792
BTBD10,839,1642,2998,3184,1217,2750
BTBD10P1,1,1,2,1,0,3
BTBD11,414,685,867,1310,750,1129
BTBD16,16,17,18,51,31,6
BTBD17,14,145,39,172,142,65
BTBD18,26,78,90,76,74,75
BTBD19,42,179,205,219,126,131
BTBD2,3789,13211,16356,15048,11239,8857
BTBD3,1364,3039,4778,5883,2977,5112
BTBD6,773,2929,3283,3170,1933,2047
BTBD7,247,752,872,1276,863,922
BTBD7P2,0,0,0,0,2,1
BTBD8,20,48,60,105,62,90
BTBD9,2023,4627,7408,8992,5709,6852
BTBD9-AS1,5,37,25,10,23,17
BTC,10,36,42,43,18,41
BTD,104,214,226,572,277,249
BTF3,358,1419,1794,2108,1039,1299
BTF3L4,461,1126,1711,2230,930,1477
BTF3P1,0,2,1,0,0,1
BTF3P14,0,1,0,0,1,0
BTF3P6,0,5,0,2,2,0
BTG1,163,705,616,917,560,652
BTG2,203,548,1601,1735,792,455
BTG3,42,148,125,389,152,136
BTG3P1,0,7,0,0,0,1
BTG4,0,3,1,0,1,3
BTK,6,27,19,107,34,28
BTLA,0,5,2,1,3,3
BTN1A1,0,9,3,1,5,4
BTN2A1,394,646,1215,1657,738,1020
BTN2A2,31,78,61,152,149,97
BTN2A3P,7,10,18,22,21,16
BTN3A1,113,255,245,531,363,280
BTN3A2,162,281,213,583,498,312
BTN3A3,127,254,325,411,296,311
BTNL10,1,1,1,1,0,1
BTNL2,7,13,17,16,18,25
BTNL3,4,10,2,3,5,2
BTNL8,1,4,2,7,7,5
BTNL9,262,538,924,1078,428,1039
BTRC,1480,3000,4784,6072,2636,4793
BUB1,4,21,11,28,24,24
BUB1B,8,35,16,12,28,31
BUB3,332,897,1170,1679,823,1048
BUD13,100,189,268,485,213,245
BUD23,317,830,1165,1250,692,738
BUD31,54,185,217,322,170,181
BUD31P1,0,2,0,0,3,1
BVES,74,103,117,690,217,131
BVES-AS1,2,8,10,37,14,13
BYSL,124,391,524,472,297,345
BZW1,237,570,750,1392,557,795
BZW1-AS1,0,0,0,0,0,0
BZW2,92,341,468,565,215,433
C10orf105,8,45,32,49,58,16
C10orf120,0,3,1,0,2,1
C10orf126,0,2,3,0,1,0
C10orf143,24,59,60,55,50,47
C10orf53,1,1,3,6,2,1
C10orf55,0,1,0,1,0,0
C10orf62,2,8,4,3,5,1
C10orf67,1,19,15,23,22,12
C10orf71,0,2,0,2,0,1
C10orf82,15,57,51,81,21,50
C10orf88,111,322,501,570,271,439
C10orf90,139,100,151,940,433,187
C10orf95,3,4,8,12,7,4
C10orf99,0,1,0,0,2,0
C11orf1,56,226,267,224,152,201
C11orf16,2,6,3,8,8,6
C11orf21,7,17,12,30,16,21
C11orf24,237,528,856,1170,610,498
C11orf40,0,3,0,0,0,0
C11orf42,19,22,65,63,24,64
C11orf45,44,52,85,148,59,64
C11orf49,960,3128,4172,3579,2348,2405
C11orf52,1,2,0,1,0,2
C11orf53,0,2,1,1,1,0
C11orf54,126,326,479,804,419,367
C11orf58,511,1690,2084,2637,1534,2199
C11orf65,4,25,19,38,32,24
C11orf68,1210,2979,5163,3974,2373,2288
C11orf71,6,8,20,25,11,16
C11orf72,2,2,8,14,6,2
C11orf80,159,464,504,649,440,511
C11orf86,0,3,4,2,2,3
C11orf87,1592,2425,4995,5762,1826,5999
C11orf91,0,3,2,1,1,0
C11orf94,2,3,7,4,4,2
C11orf95,576,1328,2321,3190,1652,1673
C11orf96,35,123,231,1105,369,213
C11orf97,8,20,22,43,13,15
C11orf98P1,5,13,17,21,24,16
C12orf29,178,661,737,911,528,923
C12orf4,171,316,593,871,376,685
C12orf40,1,7,6,4,9,10
C12orf42,3,24,12,27,11,22
C12orf43,365,1117,1930,1930,738,1154
C12orf45,26,114,136,155,168,112
C12orf50,0,7,2,3,5,9
C12orf54,6,21,21,22,15,11
C12orf56,3,18,14,23,20,25
C12orf57,22,84,129,159,57,101
C12orf60,15,48,27,51,30,38
C12orf65,162,602,796,891,501,533
C12orf66,69,157,230,364,186,237
C12orf71,1,7,6,4,2,4
C12orf73,51,207,304,403,158,214
C12orf75,21,94,95,278,109,96
C12orf76,632,1271,2035,3147,1242,1415
C12orf77,1,8,0,0,8,2
C13orf42,0,3,3,2,4,5
C14orf119,133,367,518,635,326,377
C14orf132,4195,14263,14218,17966,11106,12382
C14orf177,0,3,1,3,0,2
C14orf178,1,1,4,4,6,2
C14orf180,14,16,36,20,22,18
C14orf28,27,116,104,170,87,102
C14orf39,1,13,16,5,9,10
C14orf93,32,92,84,129,99,66
C15orf32,0,0,0,1,0,0
C15orf39,120,381,470,575,439,321
C15orf40,62,210,257,404,176,238
C15orf48,0,3,2,2,2,2
C15orf54,0,1,0,2,3,2
C15orf56,4,10,10,14,11,10
C15orf61,59,234,267,320,119,287
C15orf62,58,109,180,156,139,141
C15orf65,2,19,26,23,10,8
C16orf46,36,122,193,276,160,203
C16orf54,0,8,4,15,6,2
C16orf70,491,849,1657,2030,952,1311
C16orf71,44,80,122,77,96,71
C16orf72,426,919,1463,2242,1127,1373
C16orf74,5,41,48,77,44,21
C16orf78,0,0,0,0,3,0
C16orf82,0,4,0,0,3,1
C16orf86,56,127,138,224,124,109
C16orf87,143,385,574,802,388,640
C16orf89,67,717,276,513,650,263
C16orf90,2,9,7,7,13,7
C16orf91,52,134,245,244,120,165
C16orf92,6,19,33,19,14,19
C16orf95,6,23,35,29,16,27
C16orf96,20,73,46,109,87,59
C17orf100,0,0,0,0,0,0
C17orf102,54,137,147,173,73,175
C17orf107,60,105,164,250,113,149
C17orf113,48,88,111,172,123,102
C17orf49,3,12,18,23,16,13
C17orf58,57,288,292,376,197,274
C17orf64,0,0,1,1,2,2
C17orf67,55,69,104,181,66,79
C17orf75,119,294,485,535,298,427
C17orf77,0,7,1,0,4,2
C17orf80,174,400,583,734,438,492
C17orf97,23,113,220,111,82,116
C17orf99,0,8,2,1,7,1
C18orf21,32,143,197,202,73,140
C18orf25,334,671,1032,1448,695,1059
C18orf32,2,4,15,11,5,11
C18orf54,35,52,70,176,124,110
C18orf63,0,4,1,0,5,2
C19orf12,1126,1999,3268,4404,2142,2486
C19orf18,4,24,19,20,24,33
C19orf25,456,1140,1452,1809,1188,895
C19orf33,0,2,1,3,2,1
C19orf38,3,15,6,47,13,10
C19orf44,58,172,236,261,169,160
C19orf47,385,684,985,1343,1131,810
C19orf48,90,273,376,443,308,273
C19orf53,140,573,704,738,368,397
C19orf54,108,310,246,446,336,180
C19orf67,2,9,1,4,11,9
C19orf71,148,192,394,761,326,200
C19orf73,10,22,56,44,17,27
C19orf81,24,153,183,213,75,106
C19orf84,0,7,3,0,3,0
C1D,82,300,379,448,165,371
C1DP5,0,0,0,0,0,0
C1GALT1,238,506,683,1403,610,722
C1GALT1C1,78,173,235,373,162,202
C1GALT1C1L,2,10,8,15,7,8
C1GALT1P3,0,3,0,0,0,0
C1orf100,4,7,4,9,4,3
C1orf105,0,5,5,1,6,8
C1orf109,146,345,426,667,324,456
C1orf112,13,44,43,66,58,61
C1orf115,3367,6944,12502,14398,5867,7379
C1orf116,4,5,11,21,8,17
C1orf122,238,1028,928,2064,844,660
C1orf127,2,10,8,19,4,4
C1orf131,41,144,189,236,131,163
C1orf141,0,10,3,4,9,3
C1orf146,3,21,16,11,14,24
C1orf158,0,10,3,8,6,4
C1orf159,468,911,1087,1550,865,620
C1orf162,23,88,93,99,55,52
C1orf167,1,7,2,2,7,1
C1orf167-AS1,0,1,0,0,0,0
C1orf174,86,262,371,540,218,250
C1orf185,0,3,1,1,1,2
C1orf189,1,1,3,3,3,2
C1orf194,6,33,45,18,27,28
C1orf198,901,2258,1854,7721,3697,1682
C1orf21,1883,5368,6702,8765,5236,7920
C1orf210,1,0,0,0,3,1
C1orf216,4095,6341,11101,9595,5123,8342
C1orf220,0,5,17,14,6,5
C1orf226,86,159,411,333,174,142
C1orf229,4,18,21,45,21,12
C1orf35,165,545,718,749,379,367
C1orf43,1327,3606,4746,5815,3318,3356
C1orf50,46,177,198,321,158,172
C1orf52,228,704,1182,1228,551,888
C1orf53,4,10,24,20,7,13
C1orf54,19,88,63,76,59,47
C1orf56,52,142,143,314,179,116
C1orf68,0,0,0,0,1,0
C1orf74,24,60,87,90,47,70
C1orf87,0,20,5,17,17,2
C1orf94,4,20,23,31,21,11
C1QA,16,45,23,526,171,60
C1QB,14,83,19,409,170,101
C1QBP,198,730,939,1021,578,861
C1QC,13,81,41,790,263,98
C1QL1,271,1155,882,2254,1488,723
C1QL1P1,0,2,0,0,0,0
C1QL2,89,876,570,878,638,491
C1QL3,926,1769,3471,6021,2052,2881
C1QL4,2,16,13,35,15,10
C1QTNF1,187,354,396,481,441,441
C1QTNF12,9,40,41,37,28,24
C1QTNF2,13,99,94,131,66,88
C1QTNF3,21,87,38,139,124,50
C1QTNF3-AMACR,0,0,2,2,3,1
C1QTNF4,217,799,2181,1919,628,1162
C1QTNF5,0,0,0,0,0,0
C1QTNF6,70,136,252,306,189,99
C1QTNF7,23,38,41,74,67,41
C1QTNF7-AS1,0,9,13,14,20,5
C1QTNF8,4,10,10,19,10,6
C1QTNF9,0,3,2,1,7,2
C1QTNF9B,0,4,4,6,6,1
C1R,77,244,253,429,270,227
C1RL,113,172,286,302,166,307
C1RL-AS1,17,39,66,52,51,86
C1S,273,573,598,688,469,563
C2,7,16,36,51,13,19
C2-AS1,0,0,0,0,0,0
C20orf141,0,0,0,0,0,0
C20orf144,6,21,28,27,23,12
C20orf173,0,0,1,0,3,0
C20orf194,1436,3108,4185,7118,3599,3693
C20orf197,2,7,3,14,11,9
C20orf202,6,9,10,24,11,13
C20orf203,58,117,140,148,103,80
C20orf204,59,127,176,162,96,80
C20orf27,493,1518,2038,2028,1315,1197
C20orf85,0,1,0,0,0,0
C20orf96,75,323,384,430,246,304
C21orf58,59,165,203,195,161,118
C21orf62,11,44,45,98,67,54
C21orf91,206,145,255,1904,610,247
C21orf91-OT1,1,6,3,3,2,2
C22orf15,22,48,36,36,66,52
C22orf23,123,259,252,728,374,215
C22orf24,18,96,149,130,74,127
C22orf31,2,8,11,3,15,9
C22orf34,15,21,23,33,29,29
C22orf39,735,1396,2383,3157,1758,2068
C22orf42,1,3,3,8,0,3
C22orf46,273,792,915,1201,720,644
C2CD2,524,1290,1731,2321,1012,1486
C2CD2L,2360,4154,6778,7253,4146,3488
C2CD3,533,975,1476,1910,1146,1285
C2CD4A,3,9,10,25,14,12
C2CD4B,1,4,25,37,3,4
C2CD4C,951,2481,3982,5044,3163,1717
C2CD4D,16,25,61,138,60,40
C2CD5,591,1084,1903,2705,1028,1868
C2CD6,11,57,31,57,41,47
C2orf15,17,63,79,72,62,53
C2orf16,22,48,39,90,39,67
C2orf42,136,356,481,722,328,418
C2orf49,196,486,652,1151,610,811
C2orf50,51,78,182,232,156,206
C2orf66,0,9,13,13,6,6
C2orf68,94,256,228,595,345,245
C2orf69,293,930,1307,1660,731,1192
C2orf69P1,0,0,1,0,2,1
C2orf69P4,0,2,2,0,2,0
C2orf72,1036,3471,3904,4269,3805,2071
C2orf73,9,26,27,47,20,23
C2orf74,0,0,0,0,0,0
C2orf76,21,72,56,96,65,48
C2orf78,0,6,2,1,2,0
C2orf80,122,585,763,898,335,538
C2orf83,0,3,0,0,5,4
C2orf88,70,145,164,522,315,248
C2orf91,1,5,3,2,3,2
C2orf92,53,113,156,247,140,115
C3,234,555,300,8345,1745,1045
C3AR1,4,11,9,153,49,34
C3orf14,328,1183,1621,1678,790,1243
C3orf18,728,1268,1850,1869,1198,1312
C3orf20,22,56,67,58,48,55
C3orf22,1,1,1,1,1,0
C3orf33,38,125,228,290,102,114
C3orf35,9,43,23,16,19,36
C3orf38,109,326,315,611,323,404
C3orf49,42,83,117,150,65,113
C3orf52,12,19,27,28,14,23
C3orf56,0,1,0,0,2,0
C3orf62,111,306,435,411,249,268
C3orf70,255,1423,859,2406,1637,1382
C3orf80,183,346,856,820,282,639
C3orf84,0,5,5,1,6,1
C3orf85,0,1,0,0,1,2
C3orf86,0,3,1,3,1,0
C3P1,1,17,9,7,12,3
C4A,49,275,103,377,221,97
C4B,35,84,40,368,333,163
C4BPA,5,18,28,18,14,11
C4BPAP1,0,4,7,12,11,9
C4BPAP2,4,7,7,7,5,5
C4BPB,0,7,4,7,7,2
C4orf17,0,10,1,0,1,1
C4orf19,9,70,37,82,75,33
C4orf3,781,2070,3418,5209,2077,2684
C4orf33,121,241,397,416,173,354
C4orf36,68,179,243,474,236,195
C4orf45,1,14,13,10,10,17
C4orf46,27,76,126,177,84,103
C4orf47,6,27,58,27,31,28
C4orf48,18,96,225,349,119,117
C4orf50,213,320,655,877,344,655
C4orf51,0,2,0,0,1,0
C4orf54,27,32,40,42,24,94
C5,40,244,124,278,201,175
C5AR1,8,38,60,106,51,31
C5AR2,15,31,110,81,33,27
C5orf15,196,412,641,1067,458,595
C5orf17,0,11,4,9,7,4
C5orf22,289,862,1079,1243,616,925
C5orf24,561,1526,1976,3261,1492,2431
C5orf34,18,55,67,73,53,63
C5orf38,0,4,1,15,20,3
C5orf46,0,2,0,1,0,0
C5orf47,1,16,13,12,9,14
C5orf49,80,423,555,544,237,337
C5orf51,363,1055,1200,2155,1013,1389
C5orf52,0,4,2,1,1,1
C5orf58,1,4,3,7,2,6
C5orf60,2,6,1,3,3,4
C5orf63,21,83,52,117,63,70
C5orf64,19,82,48,263,154,76
C5orf64-AS1,6,13,6,19,31,5
C5orf66,17,49,55,46,19,32
C5orf66-AS1,0,0,0,0,0,0
C5orf66-AS2,0,1,0,0,0,0
C6,0,13,2,5,10,4
C6orf118,2,25,23,22,21,19
C6orf120,285,571,837,1378,642,846
C6orf132,4,8,5,12,7,3
C6orf136,348,1096,1667,1347,734,951
C6orf141,5,63,87,70,34,44
C6orf15,0,0,0,0,1,1
C6orf163,27,60,83,87,53,78
C6orf201,2,10,6,19,13,15
C6orf223,27,85,63,136,143,44
C6orf226,8,22,38,50,35,28
C6orf47,108,315,379,556,324,311
C6orf52,1,22,20,9,13,11
C6orf58,1,9,11,10,3,7
C6orf62,728,2601,2709,5130,2289,3044
C6orf89,1818,4370,5543,8653,5097,4993
C6orf99,0,16,18,7,14,7
C7,18,95,30,98,107,105
C7orf25,11,28,29,47,20,32
C7orf26,291,680,1139,1331,692,627
C7orf31,15,52,46,87,48,55
C7orf33,0,4,1,0,2,0
C7orf50,743,1661,2870,3591,2131,1658
C7orf57,6,21,31,22,11,19
C7orf61,4,9,16,22,19,17
C7orf65,0,3,2,1,2,0
C7orf66,0,3,1,2,0,1
C7orf69,0,2,0,0,2,5
C8A,0,4,0,0,1,0
C8B,0,3,1,0,3,0
C8G,14,33,45,66,33,29
C8orf31,25,87,119,128,69,98
C8orf33,698,1913,1886,2725,1850,1818
C8orf34,75,200,473,524,240,375
C8orf34-AS1,18,47,75,79,41,39
C8orf37,28,178,139,266,154,217
C8orf37-AS1,1,8,3,8,5,9
C8orf48,6,15,19,31,11,23
C8orf49,0,0,0,0,0,0
C8orf58,25,112,118,128,72,51
C8orf74,0,4,2,1,3,2
C8orf76,6,25,29,29,21,24
C8orf82,154,325,560,1095,578,325
C8orf86,4,8,20,19,14,11
C8orf88,2,4,5,11,7,4
C9,1,8,4,2,7,2
C9orf116,32,114,112,126,83,82
C9orf129,64,112,280,334,182,222
C9orf131,47,104,104,128,104,101
C9orf135,0,4,1,0,3,6
C9orf135-DT,1,0,1,0,3,0
C9orf139,42,27,57,128,85,41
C9orf152,2,9,5,4,11,9
C9orf153,8,15,15,16,15,11
C9orf16,481,1630,2911,2187,992,1321
C9orf163,18,23,45,38,22,30
C9orf24,57,252,308,249,153,205
C9orf40,63,151,277,383,137,235
C9orf43,8,17,14,17,11,13
C9orf50,9,42,42,29,33,31
C9orf57,0,9,1,7,7,4
C9orf62,1,4,1,2,1,4
C9orf64,49,153,149,322,177,142
C9orf72,342,613,904,1461,556,1151
C9orf78,439,1739,2000,2516,1243,1436
C9orf85,64,148,193,401,212,200
C9orf92,0,2,1,1,1,1
CA1,0,13,13,5,5,7
CA10,1197,3166,5022,4738,2515,3288
CA11,4907,13715,21150,19039,12478,10263
CA12,29,248,87,134,179,83
CA13,44,86,112,171,76,162
CA14,144,188,173,714,337,183
CA15P1,11,29,42,25,28,15
CA2,455,710,694,3354,842,673
CA3,6,19,33,22,13,25
CA4,165,386,572,488,372,433
CA5A,0,5,7,3,3,5
CA5AP1,0,2,0,0,1,0
CA5B,70,386,336,633,443,412
CA5BP1,178,437,573,794,441,359
CA6,0,6,1,0,6,1
CA7,107,341,634,397,161,299
CA8,168,441,460,712,397,475
CA9,2,5,13,8,4,6
CAAP1,80,259,333,471,279,308
CAB39,1604,3404,5793,7099,3125,5507
CAB39L,549,1535,2485,1898,1229,1830
CAB39P1,0,1,2,0,0,0
CABCOCO1,14,71,119,113,63,58
CABIN1,2827,4899,10243,9599,5701,4722
CABLES1,495,4334,2413,2914,2901,2180
CABLES2,249,455,891,904,477,650
CABP1,2199,6849,13069,6614,2807,5924
CABP2,0,2,0,0,0,0
CABP4,8,23,16,43,20,16
CABP5,1,2,4,0,3,0
CABP7,150,338,668,1092,417,307
CABS1,0,4,0,0,1,0
CABYR,117,188,320,364,217,296
CACFD1,488,911,1362,1743,1294,724
CACHD1,323,1443,1055,2058,1599,1217
CACNA1A,2731,5626,11156,10456,4893,6636
CACNA1B,2594,4561,8505,10222,4589,6300
CACNA1C,706,1230,2250,2861,1407,2238
CACNA1C-AS1,16,29,33,22,18,36
CACNA1C-AS2,6,17,31,15,20,22
CACNA1C-AS4,2,9,20,4,5,16
CACNA1C-IT2,2,6,1,4,2,4
CACNA1D,359,684,1105,1204,601,973
CACNA1E,2086,5344,8549,12052,4962,8002
CACNA1F,23,93,125,95,59,53
CACNA1G,1033,1239,4051,4203,1750,2371
CACNA1G-AS1,8,25,60,44,24,23
CACNA1H,1335,2329,4151,5614,3065,1743
CACNA1I,2244,3220,7596,6963,3464,4095
CACNA1S,31,64,129,132,54,67
CACNA2D1,1174,2388,4678,6275,2530,4838
CACNA2D1-AS1,1,18,19,36,13,44
CACNA2D2,459,708,1298,1512,749,1151
CACNA2D3,492,989,1957,1876,694,1453
CACNA2D3-AS1,1,5,4,7,3,18
CACNA2D4,9,17,37,35,31,16
CACNB1,4006,6116,12135,11157,6029,6236
CACNB2,712,1837,2836,2761,1249,2436
CACNB3,2245,5070,8653,7990,4146,4386
CACNB4,1353,2953,5793,5794,2507,6810
CACNG1,5,20,15,22,20,10
CACNG2,289,766,1377,1379,603,1101
CACNG3,1710,5464,8558,5817,3190,4093
CACNG4,204,825,716,1662,1102,628
CACNG5,28,52,28,103,111,97
CACNG6,3,8,16,14,4,12
CACNG7,2481,4861,8364,9107,5354,4060
CACNG8,4536,11991,19235,16057,6702,11048
CACTIN,250,583,952,1210,670,512
CACTIN-AS1,7,13,24,30,12,9
CACUL1,621,1575,2494,3438,1538,2469
CACYBP,786,2358,3247,3637,1697,2358
CACYBPP3,0,2,1,1,5,2
CAD,714,1394,1963,2415,1300,1351
CADM1,1074,4564,3629,6989,3796,4093
CADM2,4091,8659,14046,17972,8556,16267
CADM2-AS2,1,5,5,1,5,4
CADM3,2835,5675,11638,11110,5929,7104
CADM4,2390,4742,6202,13064,7223,4341
CADPS,3326,5769,10082,11139,4364,8031
