symbol,SL6655,SL7393,SL7396,SL7625,SL7632,SL7805
LOC112268410,1,0,2,0,1,5
LOC112268411,0,8,3,1,1,7
LOC112268441,0,0,0,0,0,0
LOC112268475,0,0,0,0,0,0
LOC114841040,7,4,3,5,5,3
LOC115308161,126,121,42,124,113,110
LOC117779438,4,3,4,1,4,3
LOC121296,0,0,0,0,0,0
LOC128136,5,7,4,1,0,4
LOC133332,2,6,9,4,5,8
LOC145694,10,3,3,8,6,9
LOC149844,6,2,4,4,0,6
LOC149935,1,3,2,2,0,2
LOC150051,6,3,6,11,7,7
LOC152048,0,0,0,0,1,0
LOC152845,1,0,0,0,0,2
LOC153684,36,89,44,37,44,76
LOC153910,7,7,1,13,3,16
LOC154449,2,4,2,1,4,4
LOC154761,7,3,2,7,4,3
LOC155060,165,213,158,140,110,181
LOC157273,0,2,4,4,4,0
LOC171391,131,225,229,164,166,162
LOC196469,0,2,1,0,0,5
LOC220729,1242,1328,713,1509,1358,1595
LOC254028,0,0,0,0,0,3
LOC257396,157,179,138,149,205,232
LOC283038,12,16,14,8,12,22
LOC283194,2,6,1,4,3,4
LOC283214,0,0,1,0,0,4
LOC283299,0,0,0,0,0,3
LOC283335,230,486,599,454,345,372
LOC283387,1,1,3,1,2,12
LOC283710,23,49,56,21,28,58
LOC283731,170,167,126,151,121,279
LOC283804,0,0,0,0,1,0
LOC283856,119,148,84,159,142,167
LOC283922,100,167,96,116,124,251
LOC284191,3,6,5,0,3,6
LOC284241,0,0,3,2,0,3
LOC284344,1,3,0,3,0,4
LOC284379,2,2,3,1,2,6
LOC284395,192,162,172,159,151,271
LOC284685,21,24,17,19,18,46
LOC284788,0,0,0,0,0,2
LOC284798,58,48,27,47,54,56
LOC284898,1,0,0,0,1,2
LOC284930,72,96,53,124,105,136
LOC285453,1,0,1,0,0,0
LOC285593,32,24,28,30,17,57
LOC285626,6,6,9,13,8,15
LOC285638,8,14,5,7,8,10
LOC285766,12,11,2,2,10,9
LOC285804,0,1,0,2,0,1
LOC286059,1,0,0,4,1,1
LOC286177,0,1,2,0,0,5
LOC286178,3,5,17,13,8,7
LOC317727,70,43,17,91,81,58
LOC338694,5,2,5,5,2,7
LOC338963,44,22,19,25,19,34
LOC339059,223,167,101,223,200,120
LOC339192,300,438,298,402,351,319
LOC339260,97,64,78,120,85,105
LOC339298,0,0,1,1,2,3
LOC339666,6,7,12,13,6,6
LOC339685,17,16,8,13,10,13
LOC339803,129,228,225,270,262,277
LOC339874,52,86,111,76,83,80
LOC339966,1,5,3,0,3,3
LOC340268,3,1,2,1,0,4
LOC340357,0,0,1,2,1,1
LOC340512,1,1,3,1,0,2
LOC342443,0,0,0,0,0,0
LOC343052,11,18,6,6,16,16
LOC344967,4,8,4,8,6,11
LOC345471,1,0,0,0,0,2
LOC345576,0,1,0,0,0,5
LOC347097,2,1,0,0,0,1
LOC349160,9,8,3,13,15,25
LOC359819,0,0,0,0,0,0
LOC374443,15,19,28,17,18,32
LOC375196,20,3,6,8,10,6
LOC388242,0,0,0,1,0,0
LOC388282,1,5,3,2,2,7
LOC389199,3,4,6,6,4,7
LOC389602,1,1,1,1,0,4
LOC389641,1,2,1,6,1,3
LOC390251,0,0,0,0,0,0
LOC390282,2,2,1,1,0,2
LOC390846,0,0,0,0,0,0
LOC390877,4,6,7,2,1,9
LOC391092,0,1,0,0,0,4
LOC391636,0,1,1,0,0,1
LOC391674,1,4,0,9,7,4
LOC391711,24,12,16,5,8,4
LOC391713,0,0,0,0,0,2
LOC391741,0,3,1,0,0,0
LOC391768,0,0,0,0,0,0
LOC391798,0,1,0,0,1,0
LOC392027,0,0,0,0,0,2
LOC392180,0,0,2,0,0,2
LOC392187,0,1,1,0,0,0
LOC392196,3,17,0,1,13,17
LOC392266,36,63,42,44,49,41
LOC392436,0,0,1,0,0,1
LOC392440,0,0,0,1,0,1
LOC392555,0,0,0,0,0,0
LOC392787,0,1,0,0,0,1
LOC400026,0,0,0,0,1,3
LOC400036,1,1,0,0,0,2
LOC400174,4,6,10,7,10,9
LOC400347,2,4,6,2,0,1
LOC400499,55,141,84,65,53,107
LOC400541,236,784,493,309,423,378
LOC400553,907,779,465,1421,850,1325
LOC400622,109,132,84,88,102,140
LOC400627,21,29,23,44,27,113
LOC400684,5,10,9,2,6,6
LOC400710,21,15,16,12,16,22
LOC401040,1,1,0,0,0,1
LOC401127,33,38,35,42,46,27
LOC401463,18,15,7,19,21,25
LOC401589,0,0,0,0,0,0
LOC401677,0,0,0,0,0,0
LOC401703,15,11,8,9,7,5
LOC401913,0,0,2,0,1,0
LOC401957,6,4,2,4,11,11
LOC402192,0,2,1,0,1,0
LOC402229,0,0,0,0,0,1
LOC402279,0,0,0,0,0,2
LOC402329,0,1,1,1,0,4
LOC403312,158,168,108,125,122,187
LOC439933,4,14,14,3,3,9
LOC440040,252,231,273,254,191,267
LOC440173,2,6,3,5,4,6
LOC440180,0,1,0,0,0,1
LOC440300,40,57,29,32,38,46
LOC440346,13,10,8,7,13,5
LOC440700,4,10,9,9,4,10
LOC440895,0,0,0,0,0,2
LOC440896,2,7,2,8,2,6
LOC440910,0,0,0,0,0,1
LOC441179,0,4,2,4,2,1
LOC441204,138,566,418,448,370,517
LOC441239,33,31,17,16,18,20
LOC441320,1,0,0,0,0,0
LOC441666,129,158,101,58,94,235
LOC441750,0,0,1,2,1,8
LOC441880,1,1,0,0,0,3
LOC441887,0,1,1,2,0,2
LOC441996,0,0,0,2,0,6
LOC442028,7,4,7,1,2,9
LOC442041,3,2,1,1,4,4
LOC442087,4,5,5,3,0,8
LOC442155,21,20,19,24,27,24
LOC442172,1,0,2,1,1,1
LOC442225,0,0,0,0,0,1
LOC442292,0,2,2,0,4,1
LOC442445,0,0,0,0,0,1
LOC442497,5,9,18,5,16,12
LOC442517,1,0,0,0,0,2
LOC541473,2,5,2,3,2,3
LOC554206,56,57,41,42,40,68
LOC554249,40,76,59,92,40,72
LOC574538,111,119,72,107,115,142
LOC613038,20,17,24,15,20,15
LOC613206,1,6,5,8,8,5
LOC641695,0,3,0,0,0,3
LOC642361,23,30,31,39,26,33
LOC642366,0,0,0,1,1,4
LOC642474,0,0,0,0,0,0
LOC642484,1,3,9,1,1,7
LOC643014,0,0,0,0,1,1
LOC643015,23,25,16,21,19,20
LOC643067,0,3,2,1,7,6
LOC643172,4,4,2,3,0,3
LOC643201,34,64,49,27,31,74
LOC643307,0,0,3,3,0,5
LOC643342,1,3,4,2,2,7
LOC643348,2,0,1,2,0,4
LOC643381,0,0,0,0,0,1
LOC643542,0,4,6,3,1,6
LOC643630,12,31,17,0,22,35
LOC643709,0,0,0,0,0,2
LOC643802,2,6,2,0,0,10
LOC644090,4,8,13,12,8,21
LOC644135,3,2,3,1,1,3
LOC644335,0,1,0,0,0,5
LOC644456,8,30,16,25,21,22
LOC644584,7,12,6,9,9,11
LOC644656,3,7,8,4,1,8
LOC644669,3,4,0,5,4,9
LOC644746,0,0,0,1,0,4
LOC644909,0,4,0,2,2,4
LOC645188,0,0,0,1,1,0
LOC645202,1,0,1,0,1,1
LOC645266,1,1,4,0,0,5
LOC645397,1,1,2,0,1,3
LOC645405,1,1,2,3,1,6
LOC645433,7,6,7,84,9,8
LOC645482,4,5,6,4,7,8
LOC645485,7,15,12,6,5,5
LOC645852,0,1,0,0,6,5
LOC645853,2,13,9,13,18,7
LOC646012,0,0,3,0,0,0
LOC646071,0,0,0,0,1,0
LOC646112,2,2,0,2,0,4
LOC646216,3,1,0,1,0,1
LOC646506,0,3,0,1,1,1
LOC646588,20,15,12,16,22,33
LOC646616,1,14,2,7,3,8
LOC646665,4,18,17,18,13,18
LOC646666,2,6,2,4,4,6
LOC646674,15,13,6,16,9,18
LOC646801,0,0,3,3,0,4
LOC646804,0,1,0,0,1,2
LOC646828,7,2,3,2,2,5
LOC646870,5,25,16,18,26,14
LOC646938,0,0,0,1,0,1
LOC647132,0,4,3,1,1,7
LOC647208,0,0,0,0,0,0
LOC648442,1,0,0,0,0,4
LOC648987,87,122,87,124,92,108
LOC649133,0,0,0,1,0,7
LOC650024,0,0,0,0,0,1
LOC651337,15,19,16,13,12,18
LOC651644,11,12,12,11,13,25
LOC652276,327,269,286,418,320,415
LOC652549,0,1,1,1,2,1
LOC654780,0,2,2,0,2,2
LOC728138,276,273,163,386,194,250
LOC728178,25,40,40,51,52,42
LOC728307,0,0,0,1,0,1
LOC728485,33,30,26,55,27,40
LOC728488,15,21,24,61,20,98
LOC728506,0,2,2,4,2,2
LOC728554,97,168,172,153,164,104
LOC728587,0,1,0,0,0,4
LOC728660,0,0,0,0,0,1
LOC728752,180,148,114,163,177,169
LOC728755,0,2,0,5,0,3
LOC728877,55,119,127,76,59,121
LOC728975,42,34,18,29,54,24
LOC729126,8,7,14,7,10,8
LOC729141,9,4,0,4,7,3
LOC729254,0,1,1,0,1,1
LOC729532,0,0,0,0,0,2
LOC729558,1,0,3,0,0,3
LOC729652,61,70,40,73,72,66
LOC729654,0,35,19,6,9,11
LOC729707,0,3,1,1,0,0
LOC729815,23,9,8,16,10,28
LOC729867,25,41,25,17,17,42
LOC730021,0,0,3,1,1,3
LOC730098,3,17,9,12,12,11
LOC730100,3,1,6,3,3,10
LOC730101,179,264,110,225,137,367
LOC730183,12,35,29,20,14,20
LOC730338,1,5,2,1,0,4
LOC731157,4,9,3,4,5,8
LOC731755,0,0,0,0,0,0
LOC732229,0,1,0,0,0,0
LOC751837,0,4,7,4,4,6
LOC780529,0,1,0,0,0,1
LOC84214,2,0,0,1,0,0
LOC91370,0,0,0,1,0,0
LOC93429,133,198,195,152,172,148
LOC93463,2,13,10,6,9,13
LOC93622,959,1070,846,1337,1124,1124
LOH12CR2,86,222,149,177,156,124
LONP1,6387,6469,4411,7977,5460,6848
LONP2,4407,5442,3118,5486,4919,6337
LONRF1,876,1331,840,1202,1137,1400
LONRF2,19787,18409,9628,25102,22371,27666
LONRF2P1,0,0,2,0,0,3
LONRF3,65,142,73,115,129,149
LORICRIN,13,21,13,44,29,12
LOX,140,145,150,439,137,141
LOXHD1,59,147,35,187,243,128
LOXL1,35,75,60,53,32,61
LOXL1-AS1,20,25,16,41,12,26
LOXL2,88,146,115,276,101,110
LOXL3,110,277,171,246,140,211
LOXL4,24,40,32,35,29,36
LPA,31,31,23,40,45,58
LPAL2,12,34,25,15,13,34
LPAR1,4972,7964,9669,4499,4591,7552
LPAR2,220,329,246,383,290,253
LPAR3,31,336,268,79,22,114
LPAR4,8,79,63,54,28,20
LPAR5,28,121,49,252,54,146
LPAR6,107,192,122,256,228,162
LPCAT1,1553,2160,1113,2177,1990,2191
LPCAT2,152,291,227,338,191,406
LPCAT2BP,27,17,14,18,16,23
LPCAT3,346,634,400,583,419,558
LPCAT4,7319,8968,6595,9218,8277,7211
LPGAT1,5090,4702,2682,6466,5591,7991
LPGAT1-AS1,0,0,0,0,1,1
LPGAT1P1,5,3,7,4,5,5
LPIN1,3169,4765,3295,3475,3362,4516
LPIN2,4575,5141,2739,5975,5915,6743
LPIN3,148,329,240,586,176,235
LPL,601,838,565,871,1092,1089
LPO,55,44,34,44,37,80
LPP,1924,3992,2976,4845,2865,2836
LPP-AS1,2,1,0,2,2,1
LPP-AS2,39,114,76,44,59,77
LPXN,132,276,205,245,212,234
LRAT,23,155,168,69,79,130
LRATD1,4910,3668,2466,4936,4793,4958
LRATD2,176,423,277,295,257,398
LRBA,1066,1164,699,1437,1108,1737
LRCH1,387,616,359,510,479,546
LRCH2,289,549,335,449,414,492
LRCH3,1007,1635,1239,1343,1265,1553
LRCH4,1597,2758,2255,2027,1531,1973
LRCOL1,33,14,19,24,20,7
LRFN1,2864,2644,1617,3007,2177,2288
LRFN2,2134,1563,874,2395,1501,2048
LRFN3,2317,2732,1522,3350,2341,2989
LRFN4,1753,1531,1075,2002,1282,1410
LRFN5,2475,2146,1461,2748,2684,3338
LRG1,14,11,7,17,12,13
LRGUK,28,45,39,25,22,40
LRIF1,306,610,398,565,487,468
LRIG1,827,6014,2885,2010,1727,2067
LRIG2,813,1086,745,1058,950,1525
LRIG2-DT,52,92,63,72,57,59
LRIG3,44,133,70,121,70,95
LRIT1,0,1,2,1,0,1
LRIT2,27,31,40,12,28,31
LRIT3,39,57,34,37,25,45
LRMDA,24,65,39,60,43,63
LRP1,37693,41016,19891,40744,30434,46650
LRP1-AS,9,9,7,9,11,16
LRP10,1215,4429,2652,2571,1562,2058
LRP11,3653,3851,2430,4216,3887,4883
LRP12,1106,1171,721,1501,1372,1779
LRP1B,3090,3363,2151,3222,2268,5368
LRP2,258,796,442,270,554,1070
LRP2BP,236,473,312,284,337,281
LRP3,11740,11695,6642,13428,9147,10511
LRP4,742,7739,3705,3147,2253,2980
LRP4-AS1,5,26,26,15,14,15
LRP5,703,1479,703,1402,753,913
LRP5L,90,191,134,170,136,188
LRP6,1037,2201,1099,1849,1440,2060
LRP8,2504,3033,1300,2898,2839,3688
LRPAP1,4698,5015,3721,6057,5844,6735
LRPPRC,7032,6218,3437,9125,7782,10491
LRR1,26,56,37,56,35,52
LRRC1,62,215,190,122,132,181
LRRC10,2,2,1,0,1,5
LRRC10B,676,533,439,766,677,538
LRRC14,3721,3091,2082,4012,3007,4036
LRRC14B,18,8,11,18,20,22
LRRC15,5,3,0,2,0,7
LRRC17,64,95,63,86,86,70
LRRC18,0,1,1,0,3,4
LRRC19,7,27,33,37,31,35
LRRC2,994,1086,801,1988,803,1080
LRRC2-AS1,2,13,9,14,4,19
LRRC20,4409,4199,3266,5234,4588,4639
LRRC23,436,656,556,664,586,542
LRRC24,0,0,0,0,0,0
LRRC25,4,15,12,54,7,18
LRRC26,2,1,1,2,1,3
LRRC27,1111,1009,705,1150,1047,1128
LRRC28,969,1082,699,1129,1010,1193
LRRC29,306,493,349,379,356,466
LRRC3,22,36,23,47,10,27
LRRC3-DT,12,12,8,11,8,9
LRRC30,0,0,0,0,0,0
LRRC31,3,9,6,8,5,14
LRRC32,1188,1568,855,1369,1112,803
LRRC34,95,160,111,148,140,137
LRRC34P2,0,0,0,0,0,0
LRRC36,14,20,16,18,11,24
LRRC37A,37,108,30,39,79,57
LRRC37A11P,35,37,14,66,38,51
LRRC37A13P,1,1,2,0,1,1
LRRC37A14P,1,1,2,3,2,2
LRRC37A15P,10,8,4,11,5,20
LRRC37A17P,625,904,551,788,763,894
LRRC37A2,246,339,104,229,250,289
LRRC37A3,480,442,628,602,450,477
LRRC37A5P,10,9,22,25,19,20
LRRC37A6P,41,74,31,103,67,130
LRRC37B,606,770,552,645,678,907
LRRC38,116,113,35,68,93,123
LRRC39,84,158,127,125,134,126
LRRC3B,156,584,322,286,233,255
LRRC3C,1,2,3,0,1,3
LRRC4,9500,9203,4710,10810,9958,11156
LRRC40,894,1092,696,1080,964,1373
LRRC41,3529,4186,2415,4061,3584,5054
LRRC42,251,357,242,356,279,350
LRRC43,150,209,156,203,194,240
LRRC45,803,1034,701,999,781,801
LRRC46,47,82,54,91,57,65
LRRC47,2557,2381,1717,3688,3207,2777
LRRC49,1059,1101,682,1095,1079,1335
LRRC4B,23395,22940,15076,27871,18636,21967
LRRC4C,5859,5879,3799,6612,6260,7240
LRRC52,0,0,0,2,1,0
LRRC52-AS1,1,2,2,0,0,10
LRRC53,80,72,41,92,86,74
LRRC55,1003,549,342,916,769,1202
LRRC56,574,438,273,503,293,543
LRRC57,435,458,317,472,468,634
LRRC58,1949,3692,2429,3451,2738,3320
LRRC59,2543,2289,1345,3157,2439,3142
LRRC6,515,612,436,652,612,634
LRRC61,703,526,413,668,551,569
LRRC63,6,34,23,16,8,42
LRRC66,41,76,47,50,48,55
LRRC69,7,17,10,21,9,19
LRRC6P1,0,0,0,0,0,2
LRRC7,4067,3782,2296,4282,3669,6059
LRRC70,3,3,3,8,2,10
LRRC71,8,21,26,36,17,12
LRRC72,2,3,4,3,5,2
LRRC73,909,794,558,1462,955,1027
LRRC74A,2,4,1,3,0,7
LRRC74B,9,18,21,15,11,40
LRRC75A,1026,889,538,945,897,1124
LRRC75B,1059,1447,1085,1227,1007,1123
LRRC77P,1,1,5,3,2,2
LRRC8A,6350,9867,6324,8517,6878,7892
LRRC8B,6919,6412,3333,8341,8402,10092
LRRC8C,1043,1318,634,1517,1493,1646
LRRC8C-DT,104,109,98,101,102,149
LRRC8D,995,1393,783,1494,1186,1592
LRRC8E,2,10,10,9,5,8
LRRC9,61,84,64,62,67,103
LRRCC1,514,808,723,770,605,642
LRRD1,9,13,15,8,11,16
LRRFIP1,2211,3420,2599,3230,3203,3022
LRRFIP2,1119,2080,1622,1500,1438,1473
LRRFIP2P1,0,0,0,0,0,5
LRRIQ1,107,170,195,176,130,114
LRRIQ3,34,24,41,45,14,57
LRRIQ4,9,7,3,7,12,12
LRRK1,2497,1950,938,2664,2092,2804
LRRK2,1459,1712,875,1853,1488,1999
LRRN1,972,1294,621,1244,1118,1312
LRRN2,4527,3381,2150,5293,3329,4381
LRRN3,2533,2502,1860,3252,2641,3589
LRRN4,33,39,20,57,32,48
LRRN4CL,12,22,17,42,39,33
LRRTM1,1965,2228,1208,2770,2042,2282
LRRTM2,2847,2292,1301,3208,2774,3997
LRRTM3,1682,1482,660,1895,1723,2657
LRRTM4,1514,1353,776,1790,1643,1941
LRRTM4-AS1,9,16,26,11,14,15
LRSAM1,3141,3821,2549,3835,3148,3646
LRTM1,8,3,2,5,8,5
LRTM2,5854,4110,1985,6568,4650,6243
LRTOMT,389,570,442,566,462,487
LRWD1,1249,1264,797,1440,1122,1377
LSAMP,18283,21481,14519,19037,18177,28071
LSAMP-AS1,3,18,16,24,11,16
LSG1,1557,1738,1450,1812,1603,1909
LSM1,65,91,71,117,78,73
LSM10,467,571,433,697,598,530
LSM11,2198,1632,959,2312,2237,2693
LSM12,206,209,144,264,241,271
LSM14A,1416,2741,1993,2280,2030,2328
LSM14B,2428,2585,1453,3078,2772,2994
LSM1P2,0,0,0,0,0,2
LSM2,138,271,223,269,225,202
LSM3,549,597,495,760,635,611
LSM4,1145,1410,1148,1950,1412,1245
LSM5,179,369,271,365,256,317
LSM6,132,206,194,218,176,163
LSM7,186,405,267,369,262,245
LSM8,153,264,176,302,180,254
LSMEM1,43,70,69,87,66,59
LSMEM2,10,40,25,27,23,41
LSP1,109,100,110,151,95,107
LSP1P1,1,0,1,0,0,0
LSP1P2,6,5,3,7,3,9
LSP1P5,967,990,1247,1448,1232,1264
LSR,612,1025,528,1196,755,858
LSS,3541,6300,3060,4285,3316,4626
LST1,28,66,44,94,60,50
LTA,7,6,5,3,4,4
LTA4H,832,1028,799,1238,984,1124
LTB,32,47,37,51,26,33
LTB4R,115,197,164,169,127,180
LTB4R2,0,0,0,0,0,0
LTBP1,450,1022,845,1364,522,771
LTBP2,377,402,470,701,295,387
LTBP3,8692,11715,8271,11015,7697,9221
LTBP4,5616,5633,4058,6164,3640,5116
LTBR,259,486,406,754,245,335
LTC4S,3,3,2,5,1,1
LTF,14,65,37,29,15,31
LTK,532,631,394,640,424,482
LTN1,1704,1945,997,2084,1910,2830
LTO1,604,943,614,707,656,771
LTV1,427,560,449,564,493,561
LTV1P1,0,0,1,0,0,4
LUADT1,1,0,0,1,1,1
LUARIS,26,43,25,44,36,67
LUC7L,1648,2941,2697,2287,2135,2023
LUC7L2,758,1264,1044,1022,897,1046
LUC7L3,4753,8998,9396,8945,6927,5975
LUCAT1,2,9,4,3,2,11
LUM,19,53,57,58,40,67
LURAP1,204,203,115,223,212,384
LURAP1L,174,184,152,186,197,271
LURAP1L-AS1,6,4,12,9,11,17
LUZP1,11271,12513,7361,12533,12489,13758
LUZP2,672,1149,595,1065,859,1365
LUZP4,0,1,0,2,0,4
LVRN,4,6,7,6,5,21
LXN,15,36,23,62,25,38
LY6D,16,1,13,16,9,15
LY6E,7942,6898,6357,12026,7898,6988
LY6G5B,71,146,120,96,91,109
LY6G5C,71,133,126,125,144,82
LY6G6C,6,4,4,3,3,2
LY6G6D,0,0,0,0,0,0
LY6G6F,0,0,0,1,0,0
LY6G6F-LY6G6D,0,1,0,0,0,0
LY6H,2347,2430,2617,2592,2522,1829
LY6K,14,19,21,19,17,18
LY6L,0,0,0,0,0,2
LY75,32,65,47,79,51,48
LY75-CD302,0,0,0,0,0,0
LY86,9,31,21,82,43,48
LY86-AS1,678,518,377,821,809,803
LY9,1,5,4,6,4,9
LY96,6,10,7,9,16,20
LYAR,99,204,168,246,178,135
LYG1,29,44,58,50,53,43
LYG2,33,50,51,66,54,49
LYL1,83,97,93,178,108,102
LYN,79,358,206,387,191,182
LYNX1,61068,40423,24375,51320,36038,64036
LYPD1,32,88,75,96,52,82
LYPD2,2,2,1,0,1,0
LYPD3,9,21,22,56,21,19
LYPD5,1504,987,774,1288,1228,1322
LYPD6,392,689,389,646,656,851
LYPD6B,64,100,49,107,105,91
LYPLA1,663,782,425,1051,836,894
LYPLA2,1241,1625,1170,1854,1575,1522
LYPLAL1,281,583,438,427,402,471
LYPLAL1-DT,8,19,18,16,18,17
LYRM1,424,574,420,573,627,568
LYRM2,1567,2029,1628,2538,2012,2430
LYRM4,1486,1543,1011,1734,1766,1669
LYRM4-AS1,9,20,10,33,15,30
LYRM7,3903,4549,3240,5461,4253,4726
LYRM9,550,899,923,738,728,863
LYSMD1,563,549,417,689,638,639
LYSMD2,1082,1285,917,1298,1443,1018
LYSMD3,364,607,347,541,457,590
LYSMD4,728,941,560,1044,796,864
LYST,2235,2579,1549,2714,2424,3441
LYVE1,37,134,117,529,107,73
LYZ,4,19,6,8,3,8
LYZL1,0,2,1,0,0,4
LYZL2,0,0,0,0,1,4
LYZL4,25,27,20,23,23,33
LZIC,671,995,540,877,733,1191
LZTFL1,2361,1829,1094,2459,2390,2690
LZTR1,6333,6111,3894,6479,4622,6292
LZTS1,8175,6814,4029,9597,8199,7870
LZTS1-AS1,10,17,27,23,17,10
LZTS2,2859,4054,2708,3910,3025,3415
LZTS3,30412,27729,16922,32985,26514,29734
M1AP,85,74,53,99,91,96
M6PR,1130,1081,648,1438,1198,1578
MAB21L1,19,22,18,22,27,36
MAB21L2,4,20,9,10,13,12
MAB21L3,12,20,15,14,17,20
MAB21L4,8,4,1,1,5,7
MACC1,3,6,5,2,2,13
MACC1-AS1,0,0,0,0,0,1
MACF1,13651,26641,14970,22404,19240,24350
MACIR,1701,2167,1344,2066,1815,2414
MACO1,1198,1578,1146,1581,1571,1643
MACROD1,402,490,596,580,440,367
MACROD2,1268,1488,994,1705,1699,1564
MACROD2-AS1,5,14,15,9,14,8
MACROD2-IT1,1,7,7,3,5,3
MACROH2A1,1931,2495,2064,2936,2389,2651
MACROH2A2,279,316,252,452,336,362
MAD1L1,1111,1336,948,1469,1141,1261
MAD2L1,224,208,134,388,268,334
MAD2L1BP,486,417,301,536,469,554
MAD2L2,476,691,570,800,615,589
MADCAM1,639,393,284,475,435,298
MADD,23012,17904,10324,24629,21354,29469
MADD-AS1,6,17,11,19,17,12
MAEA,3068,3257,2074,3637,3218,3641
MAEL,164,108,76,159,159,176
MAF,809,1567,744,2059,1417,1185
MAF1,2735,3052,2477,3741,2752,2921
MAFA,2,1,5,4,1,5
MAFA-AS1,0,0,0,1,0,0
MAFB,913,1119,469,1164,1127,919
MAFF,282,260,348,487,277,176
MAFG,5965,6870,3932,9086,7403,6560
MAFG-DT,364,422,188,599,520,319
MAFK,519,704,431,894,588,599
MAFTRR,3,6,5,2,3,10
MAG,1479,6072,4987,3983,3299,7631
MAGEA1,0,0,0,0,0,0
MAGEA10,1,0,0,1,0,2
MAGEA10-MAGEA5,0,0,0,0,0,1
MAGEA11,0,0,1,0,0,0
MAGEA12,3,14,6,7,8,18
MAGEA2B,0,0,0,0,0,0
MAGEA3,1,0,0,0,0,0
MAGEA4,1,5,0,6,0,7
MAGEA6,0,0,1,0,0,0
MAGEA8,1,6,4,3,3,1
MAGEA9,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,2
MAGEB10,1,0,1,0,0,1
MAGEB16,0,0,0,0,0,1
MAGEB17,1,2,0,7,4,4
MAGEB18,0,0,0,0,0,3
MAGEB2,1,1,0,0,0,4
MAGEB3,1,1,1,0,0,6
MAGEB4,0,0,1,0,0,2
MAGEB5,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,1
MAGEC1,0,0,0,0,0,0
MAGEC2,1,2,1,0,0,2
MAGEC3,53,89,58,32,41,55
MAGED1,11701,10591,6931,14843,11956,13950
MAGED2,6222,7850,5203,8460,7554,8691
MAGED4,14,13,16,10,9,25
MAGED4B,18,10,11,12,9,26
MAGEE1,5507,4934,2584,5240,5471,6756
MAGEE2,251,170,108,224,234,271
MAGEF1,1318,1703,1161,2040,1750,1807
MAGEH1,1427,1728,1092,2216,2051,1927
MAGEL2,18,17,8,24,18,25
MAGI1,5086,5006,3068,7249,5241,6347
MAGI1-AS1,5,5,8,12,7,10
MAGI1-IT1,3,1,7,7,5,15
MAGI2,5369,5721,3186,5701,5395,6990
MAGI2-AS2,1,16,18,14,12,6
MAGI2-AS3,1236,2237,1359,1314,1546,1944
MAGI3,3523,4292,2466,5030,4444,4871
MAGOH,146,197,120,195,176,119
MAGOHB,80,176,108,176,97,132
MAGT1,225,819,503,804,451,649
MAIP1,175,245,128,241,237,203
MAJIN,0,1,5,0,1,10
MAK,128,231,196,216,195,144
MAK16,357,442,283,535,474,565
MAL,297,1577,1691,850,767,1245
MAL2,3611,2788,1591,4734,4207,4933
MAL2-AS1,9,21,14,9,12,21
MALAT1,96493,326240,291699,327241,212382,198988
MALL,16,24,12,25,19,27
MALRD1,5,17,18,25,17,24
MALSU1,277,410,336,433,387,340
MALT1,305,438,291,413,346,503
MAMDC2,60,70,68,80,72,102
MAMDC2-AS1,27,51,33,39,28,71
MAMDC4,796,1400,730,861,654,774
MAML1,1240,1935,1106,1494,1437,1824
MAML2,150,782,395,658,324,517
MAML3,310,332,173,407,321,394
MAMLD1,1920,2021,1146,2235,1952,2230
MAMSTR,228,251,208,258,179,240
MAN1A1,1255,1114,509,2019,1654,1617
MAN1A2,8811,11248,7570,12319,11768,12503
MAN1B1,2594,2841,1905,3354,2270,2848
MAN1B1-DT,43,45,55,43,54,69
MAN1C1,3502,3617,2213,3713,3542,3363
MAN2A1,896,1571,927,1223,1068,1825
MAN2A2,9976,8585,4759,8847,7819,13343
MAN2B1,299,566,485,736,422,533
MAN2B2,5580,4760,2488,5971,4253,6619
MAN2C1,6410,8846,6645,6694,6345,7298
MANBA,269,471,358,518,419,444
MANBAL,2350,2199,1665,3275,2671,2561
MANCR,0,0,1,0,0,4
MANEA,377,515,307,479,473,685
MANEA-DT,16,43,18,28,28,47
MANEAL,748,756,461,782,668,878
MANEALP1,0,1,1,0,0,3
MANF,193,328,204,435,300,308
MANSC1,907,1024,654,1229,1112,1228
MANSC4,6,8,6,3,3,10
MAOA,953,1981,1341,1484,1248,1425
MAOB,4438,5820,4012,5510,4284,5482
MAP10,241,284,175,257,228,412
MAP11,1754,1736,1152,2055,1493,1787
MAP1A,263616,177792,116291,232271,187039,252108
MAP1B,324049,214316,152482,353596,300188,346475
MAP1LC3A,5199,6064,5009,7252,5622,4672
MAP1LC3B,8891,10273,6244,9362,10048,11678
MAP1LC3B2,13,17,23,14,11,5
MAP1LC3C,20,10,12,15,8,17
MAP1S,12586,9311,4734,12851,8025,9678
MAP2,108363,77941,38342,111296,97020,132202
MAP2K1,11099,6695,5104,9715,8562,11697
MAP2K2,7885,7991,5397,10240,7531,8463
MAP2K3,615,792,544,826,704,657
MAP2K4,9095,6875,4320,10051,9326,12587
MAP2K4P1,22,13,8,12,11,28
MAP2K5,1563,1293,1069,1725,1556,1913
MAP2K6,242,208,128,269,200,356
MAP2K7,2368,3164,2446,2869,2432,2831
